File,Average Match
Saliency_0.001_resnet18.csv,0.286
Saliency_0.001_v3_inception.csv,0.288
Saliency_0.001_v3_large.csv,0.276
Saliency_0.001_v3_small.csv,0.29
Saliency_0.002_resnet18.csv,0.298
Saliency_0.002_v3_inception.csv,0.282
Saliency_0.002_v3_large.csv,0.3
Saliency_0.002_v3_small.csv,0.288
Saliency_0.005_resnet18.csv,0.292
Saliency_0.005_v3_inception.csv,0.29
Saliency_0.005_v3_large.csv,0.272
Saliency_0.005_v3_small.csv,0.278
Saliency_0.01_resnet18.csv,0.28
Saliency_0.01_v3_inception.csv,0.276
Saliency_0.01_v3_large.csv,0.282
Saliency_0.01_v3_small.csv,0.268
Saliency_0.02_resnet18.csv,0.26
Saliency_0.02_v3_inception.csv,0.218
Saliency_0.02_v3_large.csv,0.2
Saliency_0.02_v3_small.csv,0.146
Saliency_0.05_resnet18.csv,0.078
Saliency_0.05_v3_inception.csv,0.062
Saliency_0.05_v3_large.csv,0.044
Saliency_0.05_v3_small.csv,0.022
Saliency_0.1_resnet18.csv,0.008
Saliency_0.1_v3_inception.csv,0.016
Saliency_0.1_v3_large.csv,0.01
Saliency_0.1_v3_small.csv,0.004
Saliency_0.2_resnet18.csv,0.006
Saliency_0.2_v3_inception.csv,0.01
Saliency_0.2_v3_large.csv,0.006
Saliency_0.2_v3_small.csv,0.008
Saliency_0.5_resnet18.csv,0.006
Saliency_0.5_v3_inception.csv,0.006
Saliency_0.5_v3_large.csv,0.008
Saliency_0.5_v3_small.csv,0.004
