File,Average Match
Random_0.001_resnet18.csv,0.705
Random_0.001_v3_inception.csv,0.71
Random_0.001_v3_large.csv,0.71
Random_0.001_v3_small.csv,0.71
Random_0.002_resnet18.csv,0.715
Random_0.002_v3_inception.csv,0.695
Random_0.002_v3_large.csv,0.705
Random_0.002_v3_small.csv,0.695
Random_0.005_resnet18.csv,0.715
Random_0.005_v3_inception.csv,0.735
Random_0.005_v3_large.csv,0.74
Random_0.005_v3_small.csv,0.745
Random_0.01_resnet18.csv,0.76
Random_0.01_v3_inception.csv,0.8
Random_0.01_v3_large.csv,0.77
Random_0.01_v3_small.csv,0.77
Random_0.02_resnet18.csv,0.78
Random_0.02_v3_inception.csv,0.81
Random_0.02_v3_large.csv,0.79
Random_0.02_v3_small.csv,0.815
Random_0.05_resnet18.csv,0.86
Random_0.05_v3_inception.csv,0.855
Random_0.05_v3_large.csv,0.875
Random_0.05_v3_small.csv,0.86
Random_0.1_resnet18.csv,0.805
Random_0.1_v3_inception.csv,0.825
Random_0.1_v3_large.csv,0.805
Random_0.1_v3_small.csv,0.83
Random_0.2_resnet18.csv,0.82
Random_0.2_v3_inception.csv,0.835
Random_0.2_v3_large.csv,0.845
Random_0.2_v3_small.csv,0.815
Random_0.5_resnet18.csv,0.835
Random_0.5_v3_inception.csv,0.83
Random_0.5_v3_large.csv,0.86
Random_0.5_v3_small.csv,0.845
