Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,barn spider,0.10615739971399307,nematode,0.06633607298135757,parachute,0.03810877352952957,common newt,0.033292487263679504,matchstick,0.02471555955708027,0.0,False
2,,goldfish,parachute,0.11350003629922867,nematode,0.11006362736225128,barn spider,0.10575977712869644,spider web,0.0542030967772007,garden spider,0.02491624839603901,1.0,False
3,,great white shark,spider web,0.090074822306633,barn spider,0.05175764858722687,black widow,0.029257211834192276,volcano,0.02610652893781662,hourglass,0.019470268860459328,2.0,False
4,,tiger shark,parachute,0.15464916825294495,seashore,0.06611424684524536,screw,0.05135185644030571,nematode,0.041732821613550186,balloon,0.0414867103099823,3.0,False
5,,hammerhead,letter opener,0.031772878021001816,nematode,0.02248983085155487,cleaver,0.019640017300844193,spatula,0.014429911971092224,hatchet,0.01418527215719223,4.0,False
6,,electric ray,nematode,0.1119639053940773,barn spider,0.09167001396417618,spider web,0.03232695162296295,black widow,0.02657289244234562,platypus,0.020636457949876785,5.0,False
7,,stingray,letter opener,0.031243139877915382,nematode,0.028490262106060982,cleaver,0.018433421850204468,hatchet,0.013943213038146496,spatula,0.013034885749220848,6.0,False
8,,cock,parachute,0.18530520796775818,barn spider,0.06697646528482437,nematode,0.0423680879175663,hook,0.023598916828632355,tick,0.019483594223856926,7.0,False
9,,hen,nematode,0.0514359287917614,barn spider,0.025318844243884087,switch,0.017641985788941383,wall clock,0.014507640153169632,letter opener,0.013343436643481255,8.0,False
10,,ostrich,barn spider,0.043472062796354294,parachute,0.033016763627529144,envelope,0.03215134143829346,volcano,0.018931476399302483,ant,0.01596926338970661,9.0,False
11,,brambling,nematode,0.05358674004673958,barn spider,0.05213732644915581,envelope,0.04837890714406967,parachute,0.04799198359251022,ant,0.029884036630392075,10.0,False
12,,goldfinch,nematode,0.16158165037631989,envelope,0.041688352823257446,barn spider,0.02909553237259388,parachute,0.026357512921094894,switch,0.02242918685078621,11.0,False
13,,house finch,nematode,0.0669364333152771,barn spider,0.03077009506523609,matchstick,0.02192397229373455,tick,0.012457624077796936,switch,0.011885995976626873,12.0,False
14,,junco,letter opener,0.03697030246257782,cleaver,0.020571378991007805,hatchet,0.016644475981593132,nematode,0.015116092748939991,spatula,0.014526527374982834,13.0,False
15,,indigo bunting,barn spider,0.13327032327651978,nematode,0.0891282930970192,spider web,0.06371218711137772,parachute,0.042394377291202545,ant,0.0306729506701231,14.0,False
16,,robin,barn spider,0.28009337186813354,garden spider,0.0868997648358345,black widow,0.08351188898086548,spider web,0.07159730046987534,parachute,0.03983893617987633,15.0,False
