Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,tench,0.7127364277839661,barracouta,0.0921495258808136,goldfish,0.07231113314628601,loggerhead,0.023300517350435257,coho,0.014824585989117622,0.0,True
2,,goldfish,goldfish,0.2451619952917099,starfish,0.1699397712945938,handkerchief,0.15743966400623322,coral reef,0.05048282444477081,pillow,0.05027896165847778,1.0,True
3,,great white shark,great white shark,0.8871590495109558,handkerchief,0.02395850233733654,wool,0.006546705029904842,shower curtain,0.0064845276065170765,brain coral,0.005638061091303825,2.0,True
4,,tiger shark,stole,0.04671880602836609,jean,0.03230387717485428,leatherback turtle,0.028128089383244514,quilt,0.025005463510751724,wing,0.018126295879483223,3.0,False
5,,hammerhead,handkerchief,0.27475419640541077,shower curtain,0.08421420305967331,chain,0.06167853996157646,starfish,0.05532784014940262,pillow,0.0508728101849556,4.0,False
6,,electric ray,electric ray,0.6664161086082458,stingray,0.23483283817768097,mitten,0.026963017880916595,bib,0.012734655290842056,brain coral,0.00547339441254735,5.0,True
7,,stingray,electric ray,0.38568875193595886,stingray,0.1005040779709816,sea cucumber,0.04881403595209122,leatherback turtle,0.040941715240478516,loggerhead,0.038764629513025284,6.0,True
8,,cock,Christmas stocking,0.2321750521659851,apron,0.22327139973640442,handkerchief,0.17530891299247742,pillow,0.06934305280447006,sarong,0.029478246346116066,7.0,False
9,,hen,prayer rug,0.1327136605978012,apron,0.09752817451953888,stole,0.08962894231081009,handkerchief,0.04776812717318535,jigsaw puzzle,0.04282184690237045,8.0,False
10,,ostrich,American alligator,0.11300314962863922,sandbar,0.07849424332380295,lakeside,0.07068488746881485,African crocodile,0.06734010577201843,stone wall,0.0547960102558136,9.0,False
11,,brambling,ptarmigan,0.05664689838886261,ruddy turnstone,0.048752132803201675,red-backed sandpiper,0.04324180260300636,redshank,0.03496827185153961,dowitcher,0.03234582394361496,10.0,False
12,,goldfinch,shovel,0.17687982320785522,handkerchief,0.14253570139408112,shower curtain,0.042979441583156586,jigsaw puzzle,0.02671387605369091,binder,0.025024276226758957,11.0,False
13,,house finch,handkerchief,0.5063877105712891,shower curtain,0.0503665991127491,ptarmigan,0.04680924862623215,apron,0.029499273747205734,leatherback turtle,0.02353869378566742,12.0,False
14,,junco,spider web,0.2295055240392685,starfish,0.12516281008720398,chainlink fence,0.04905156418681145,shower curtain,0.04012731462717056,fountain,0.023592939600348473,13.0,False
15,,indigo bunting,poncho,0.05914756655693054,chainlink fence,0.05305509269237518,maze,0.048842258751392365,peacock,0.04761257767677307,cardigan,0.03815039247274399,14.0,False
16,,robin,fountain,0.2452658712863922,spider web,0.18306639790534973,honeycomb,0.04183904826641083,chainlink fence,0.03228255733847618,handkerchief,0.03103020042181015,15.0,False
17,,bulbul,spider web,0.19825874269008636,handkerchief,0.19742009043693542,pillow,0.0675588846206665,honeycomb,0.04306774213910103,great grey owl,0.040840961039066315,16.0,False
18,,jay,great white shark,0.5969474911689758,killer whale,0.07985096424818039,fountain,0.05330987274646759,peacock,0.042356546968221664,paddle,0.02404310740530491,17.0,False
19,,magpie,brass,0.11341127008199692,handkerchief,0.09597311913967133,leatherback turtle,0.05609927326440811,American alligator,0.046337634325027466,doormat,0.041955091059207916,18.0,False
20,,chickadee,leatherback turtle,0.20968173444271088,bustard,0.10259126871824265,Madagascar cat,0.06695851683616638,Bedlington terrier,0.05062456056475639,handkerchief,0.03792108967900276,19.0,False
21,,water ouzel,leatherback turtle,0.4857235550880432,stingray,0.15979152917861938,electric ray,0.09413181990385056,manhole cover,0.0270692091435194,ptarmigan,0.025004155933856964,20.0,False
22,,kite,handkerchief,0.18691536784172058,necklace,0.15145690739154816,starfish,0.12657468020915985,hair slide,0.031102348119020462,coral reef,0.03091166354715824,21.0,False
23,,bald eagle,American alligator,0.09533564001321793,African crocodile,0.05782867595553398,binder,0.05753248557448387,jigsaw puzzle,0.04877912998199463,tray,0.03869007155299187,22.0,False
24,,vulture,envelope,0.15752051770687103,prayer rug,0.11241337656974792,handkerchief,0.07061070948839188,jigsaw puzzle,0.05820832774043083,crossword puzzle,0.04829815402626991,23.0,False
25,,great grey owl,megalith,0.19571106135845184,fountain,0.1371464729309082,handkerchief,0.05860792472958565,great grey owl,0.053818073123693466,jigsaw puzzle,0.04857280105352402,24.0,True
26,,European fire salamander,starfish,0.20994551479816437,sea cucumber,0.18554715812206268,European fire salamander,0.0988914966583252,African crocodile,0.09767881035804749,Gila monster,0.090169258415699,25.0,True
27,,common newt,starfish,0.9622054100036621,agama,0.01113544125109911,banded gecko,0.0050335843116045,rock crab,0.0025288520846515894,handkerchief,0.0012428644113242626,26.0,False
28,,eft,starfish,0.7208874821662903,spider web,0.03014899045228958,honeycomb,0.028128115460276604,ant,0.02656562067568302,shower curtain,0.02193010039627552,27.0,False
29,,spotted salamander,European fire salamander,0.6241164207458496,common newt,0.1120123565196991,spotted salamander,0.1036672368645668,Gila monster,0.06929899752140045,American alligator,0.036237239837646484,28.0,True
30,,axolotl,sea cucumber,0.21196837723255157,common newt,0.17758874595165253,eel,0.16274544596672058,flatworm,0.11938571184873581,African crocodile,0.04262589290738106,29.0,False
31,,bullfrog,coral reef,0.16117006540298462,starfish,0.14806364476680756,American alligator,0.0850176066160202,sea cucumber,0.07006796449422836,stingray,0.06399818509817123,30.0,False
32,,tree frog,honeycomb,0.17009031772613525,flatworm,0.1467946320772171,starfish,0.08059092611074448,mitten,0.049004536122083664,stole,0.04495412856340408,31.0,False
33,,tailed frog,sea cucumber,0.17613402009010315,leatherback turtle,0.1264139711856842,electric ray,0.06814809143543243,horned viper,0.05708862468600273,starfish,0.04625329747796059,32.0,False
