Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,nematode,0.19974592328071594,ant,0.07286959886550903,parachute,0.04671318829059601,common newt,0.039781901985406876,seashore,0.03053148277103901,0.0,False
2,,goldfish,spider web,0.3898129463195801,seashore,0.05362392216920853,garden spider,0.04660167172551155,bubble,0.04240372031927109,lemon,0.04234471544623375,1.0,False
3,,great white shark,spider web,0.6937962174415588,garden spider,0.023948904126882553,bubble,0.020578665658831596,menu,0.019314002245664597,seashore,0.01811009831726551,2.0,False
4,,tiger shark,spider web,0.5876991152763367,bubble,0.07611511647701263,jigsaw puzzle,0.035878006368875504,garden spider,0.025755465030670166,seashore,0.015382716432213783,3.0,False
5,,hammerhead,spider web,0.0749974176287651,nematode,0.05871681123971939,barn spider,0.03681213781237602,black widow,0.03412200137972832,ant,0.029330546036362648,4.0,False
6,,electric ray,spider web,0.8086707592010498,bubble,0.04909232258796692,garden spider,0.025463933125138283,balloon,0.011479299515485764,lemon,0.007635911926627159,5.0,False
7,,stingray,spider web,0.12018560618162155,nematode,0.10857373476028442,barn spider,0.08638748526573181,garden spider,0.05092103034257889,bubble,0.04803379997611046,6.0,False
8,,cock,spider web,0.43406692147254944,parachute,0.07520982623100281,barn spider,0.07139930129051208,bubble,0.04638207331299782,garden spider,0.044876404106616974,7.0,False
9,,hen,spider web,0.44718965888023376,bubble,0.1303725242614746,seashore,0.0489824078977108,parachute,0.04492335021495819,balloon,0.03319642320275307,8.0,False
10,,ostrich,barn spider,0.17488522827625275,spider web,0.1663188338279724,ant,0.05571325495839119,American alligator,0.04055251553654671,garden spider,0.03818127512931824,9.0,False
11,,brambling,nematode,0.18607808649539948,barn spider,0.11007830500602722,black widow,0.07583190500736237,ant,0.06095385551452637,spider web,0.04944542795419693,10.0,False
12,,goldfinch,spider web,0.323208749294281,barn spider,0.07093314826488495,seashore,0.06524626165628433,bubble,0.054421767592430115,garden spider,0.04753337800502777,11.0,False
13,,house finch,nematode,0.09407515823841095,barn spider,0.06254851073026657,parachute,0.027064360678195953,matchstick,0.02043243683874607,tick,0.018983714282512665,12.0,False
14,,junco,nematode,0.06873705983161926,barn spider,0.03134952113032341,parachute,0.018840739503502846,seashore,0.016132719814777374,matchstick,0.011245190165936947,13.0,False
15,,indigo bunting,spider web,0.3513314723968506,jigsaw puzzle,0.20378893613815308,bubble,0.1190202385187149,envelope,0.019713979214429855,seashore,0.01952606812119484,14.0,False
16,,robin,spider web,0.19088755548000336,barn spider,0.1622740626335144,garden spider,0.14150333404541016,goldfish,0.07924208045005798,black widow,0.07922277599573135,15.0,False
17,,bulbul,bubble,0.07126329839229584,spider web,0.06626603752374649,nematode,0.01679232344031334,bathtub,0.01498191524296999,fountain,0.014126674272119999,16.0,False
18,,jay,spider web,0.7342562079429626,bubble,0.04636499658226967,seashore,0.021301256492733955,garden spider,0.018314430490136147,nematode,0.01275811530649662,17.0,False
19,,magpie,spider web,0.2516738772392273,barn spider,0.12213405966758728,bubble,0.09950767457485199,garden spider,0.058329977095127106,ant,0.03685065358877182,18.0,False
20,,chickadee,spider web,0.2806636691093445,ant,0.04224221780896187,barn spider,0.03966435045003891,bubble,0.031688373535871506,garden spider,0.03017253242433071,19.0,False
21,,water ouzel,spider web,0.23496200144290924,barn spider,0.0673469603061676,envelope,0.04522673040628433,bubble,0.04488769918680191,garden spider,0.04015342891216278,20.0,False
22,,kite,parachute,0.31285426020622253,barn spider,0.12351313978433609,ant,0.08584588021039963,tick,0.05102287977933884,nematode,0.04433075711131096,21.0,False
23,,bald eagle,spider web,0.08962421119213104,American alligator,0.039053529500961304,nematode,0.03595142066478729,barn spider,0.030848734080791473,Petri dish,0.029323279857635498,22.0,False
24,,vulture,parachute,0.05848473682999611,barn spider,0.05699525028467178,nematode,0.020058458670973778,envelope,0.01847667060792446,hook,0.015820536762475967,23.0,False
25,,great grey owl,spider web,0.12885434925556183,bubble,0.08406282216310501,seashore,0.0602463036775589,nematode,0.056726254522800446,parachute,0.028229551389813423,24.0,False
26,,European fire salamander,nematode,0.061569999903440475,seashore,0.061472661793231964,parachute,0.0396663136780262,bubble,0.0280247014015913,matchstick,0.021002866327762604,25.0,False
27,,common newt,barn spider,0.08535268902778625,parachute,0.07366842776536942,ant,0.06866294890642166,spider web,0.059047896414995193,bubble,0.028365610167384148,26.0,False
28,,eft,parachute,0.2621818780899048,seashore,0.06754565984010696,nematode,0.040340110659599304,balloon,0.027601106092333794,screw,0.02278204634785652,27.0,False
29,,spotted salamander,spider web,0.23315562307834625,bubble,0.0641355887055397,garden spider,0.04846470057964325,nematode,0.04501834139227867,seashore,0.040817342698574066,28.0,False
30,,axolotl,nematode,0.08802163600921631,spider web,0.07823910564184189,barn spider,0.0592300109565258,seashore,0.04414316639304161,parachute,0.03446674719452858,29.0,False
31,,bullfrog,spider web,0.24352727830410004,barn spider,0.0697704404592514,bubble,0.04896598681807518,garden spider,0.048559170216321945,black and gold garden spider,0.02078455127775669,30.0,False
32,,tree frog,spider web,0.2117321640253067,bubble,0.08999907970428467,seashore,0.056485336273908615,balloon,0.019935524091124535,parachute,0.01909637078642845,31.0,False
33,,tailed frog,nematode,0.17491428554058075,barn spider,0.05012369900941849,tick,0.02546471357345581,black widow,0.02522265538573265,matchstick,0.022753296419978142,32.0,False
34,,loggerhead,parachute,0.12797755002975464,nematode,0.06419931352138519,seashore,0.05972554534673691,bubble,0.02917342260479927,spider web,0.027075113728642464,33.0,False
35,,leatherback turtle,spider web,0.346091628074646,bubble,0.19370919466018677,barn spider,0.02617744915187359,garden spider,0.018720906227827072,black widow,0.014018522575497627,34.0,False
36,,mud turtle,spider web,0.23178862035274506,bubble,0.046977922320365906,parachute,0.02030341513454914,seashore,0.01983754336833954,barn spider,0.019484227523207664,35.0,False
37,,terrapin,nematode,0.2177700400352478,barn spider,0.043243348598480225,spider web,0.040393561124801636,seashore,0.03623947501182556,sandbar,0.02678568661212921,36.0,False
38,,box turtle,barn spider,0.13250577449798584,parachute,0.09471915662288666,envelope,0.051773007959127426,nematode,0.049704693257808685,tick,0.04875508323311806,37.0,False
39,,banded gecko,nematode,0.14640158414840698,spider web,0.11534319818019867,barn spider,0.095176100730896,American alligator,0.0463968962430954,garden spider,0.042232953011989594,38.0,False
40,,common iguana,spider web,0.5008103251457214,garden spider,0.07910037040710449,barn spider,0.06784942001104355,bubble,0.0410291962325573,parachute,0.028075961396098137,39.0,False
41,,American chameleon,spider web,0.38170555233955383,jigsaw puzzle,0.13280968368053436,bubble,0.07154126465320587,seashore,0.047641970217227936,garden spider,0.028536057099699974,40.0,False
42,,whiptail,nematode,0.11054443567991257,spider web,0.10126139968633652,barn spider,0.044434379786252975,bubble,0.04442092776298523,seashore,0.02476808987557888,41.0,False
43,,agama,spider web,0.08008841425180435,parachute,0.05559232458472252,nematode,0.052964046597480774,ant,0.045836471021175385,bubble,0.043684691190719604,42.0,False
44,,frilled lizard,spider web,0.650839626789093,bubble,0.06775739789009094,fountain,0.026377160102128983,garden spider,0.018950512632727623,barn spider,0.015111303888261318,43.0,False
45,,alligator lizard,barn spider,0.14183391630649567,nematode,0.07382750511169434,parachute,0.045056458562612534,spider web,0.026475807651877403,seashore,0.021822283044457436,44.0,False
46,,Gila monster,barn spider,0.28846779465675354,spider web,0.11806026846170425,nematode,0.06347829103469849,parachute,0.055828675627708435,garden spider,0.04758749529719353,45.0,False
47,,green lizard,nematode,0.04471388831734657,barn spider,0.04139908403158188,spider web,0.03684942051768303,envelope,0.027817655354738235,water snake,0.023808784782886505,46.0,False
48,,African chameleon,bubble,0.07958657294511795,nematode,0.051359355449676514,spider web,0.0486496239900589,seashore,0.023367568850517273,barn spider,0.012262136675417423,47.0,False
49,,Komodo dragon,bubble,0.13861891627311707,spider web,0.11106643825769424,seashore,0.0914677232503891,lakeside,0.029217476025223732,parachute,0.02111061103641987,48.0,False
50,,African crocodile,spider web,0.1477821171283722,bubble,0.10234470665454865,seashore,0.07926790416240692,lakeside,0.03827482834458351,parachute,0.024514319375157356,49.0,False
51,,American alligator,nematode,0.13252872228622437,spider web,0.06174211949110031,seashore,0.024693170562386513,water snake,0.02465820498764515,bubble,0.022684141993522644,50.0,False
52,,triceratops,spider web,0.3783799707889557,bubble,0.23094768822193146,seashore,0.08086737245321274,jigsaw puzzle,0.05622686445713043,lemon,0.023860735818743706,51.0,False
53,,thunder snake,barn spider,0.05145425722002983,nematode,0.04617377743124962,spider web,0.037741921842098236,parachute,0.019649649038910866,matchstick,0.01717422716319561,52.0,False
54,,ringneck snake,spider web,0.1420486718416214,parachute,0.11509603261947632,envelope,0.11462637782096863,seashore,0.0336107537150383,nematode,0.0313623882830143,53.0,False
55,,hognose snake,spider web,0.8050746917724609,bubble,0.030919216573238373,garden spider,0.024119198322296143,barn spider,0.01482646819204092,parachute,0.0060745044611394405,54.0,False
56,,green snake,spider web,0.2812829315662384,bubble,0.053495634347200394,garden spider,0.05103423446416855,seashore,0.026778599247336388,lakeside,0.018691524863243103,55.0,False
