Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,seashore,0.179616317152977,nematode,0.10086753219366074,spider web,0.07602659612894058,bubble,0.05000786483287811,American alligator,0.04690026491880417,0.0,False
2,,goldfish,jigsaw puzzle,0.39900466799736023,spider web,0.2944551706314087,bubble,0.04251258820295334,stupa,0.01808893494307995,seashore,0.017454911023378372,1.0,False
3,,great white shark,fountain,0.2424008697271347,spider web,0.20479410886764526,seashore,0.05307187885046005,lakeside,0.038634296506643295,bubble,0.030362822115421295,2.0,False
4,,tiger shark,jigsaw puzzle,0.39961203932762146,spider web,0.3174257278442383,bubble,0.07192093878984451,envelope,0.032433975487947464,stupa,0.013662507757544518,3.0,False
5,,hammerhead,spider web,0.1197785884141922,seashore,0.05367604270577431,sandbar,0.04708290845155716,bubble,0.04450566694140434,nematode,0.02351125329732895,4.0,False
6,,electric ray,spider web,0.9305989742279053,jigsaw puzzle,0.020144114270806313,fountain,0.015178771689534187,bubble,0.014689397066831589,garden spider,0.005319841671735048,5.0,False
7,,stingray,spider web,0.14186228811740875,bubble,0.13096097111701965,nematode,0.07297992706298828,garden spider,0.030669329687952995,shower curtain,0.029735568910837173,6.0,False
8,,cock,spider web,0.7793225646018982,barn spider,0.07666715979576111,garden spider,0.07243584096431732,parachute,0.027501855045557022,black and gold garden spider,0.008305308409035206,7.0,False
9,,hen,jigsaw puzzle,0.5492430925369263,spider web,0.2573698163032532,bubble,0.030347099527716637,menu,0.023174090310931206,envelope,0.016644775867462158,8.0,False
10,,ostrich,American alligator,0.16796669363975525,spider web,0.1163552775979042,bubble,0.04330069571733475,African crocodile,0.040384501218795776,barn spider,0.03191762417554855,9.0,False
11,,brambling,nematode,0.2517457604408264,bubble,0.10175950825214386,spider web,0.08778388798236847,seashore,0.032823365181684494,sandbar,0.01688488945364952,10.0,False
12,,goldfinch,spider web,0.35421526432037354,seashore,0.06677387654781342,jigsaw puzzle,0.06516584753990173,American alligator,0.024954726919531822,lakeside,0.023097625002264977,11.0,False
13,,house finch,nematode,0.1280505210161209,spider web,0.06390868127346039,barn spider,0.05805249884724617,parachute,0.05533592402935028,seashore,0.03164670243859291,12.0,False
14,,junco,spider web,0.11461705714464188,seashore,0.045956019312143326,parachute,0.04532412439584732,barn spider,0.03289423882961273,garden spider,0.025970129296183586,13.0,False
15,,indigo bunting,jigsaw puzzle,0.6279560923576355,spider web,0.02787032537162304,menu,0.023948824033141136,shower curtain,0.023204339668154716,bubble,0.019635392352938652,14.0,False
16,,robin,spider web,0.6758409738540649,goldfish,0.08016351610422134,garden spider,0.07049472630023956,barn spider,0.043589718639850616,black widow,0.017632845789194107,15.0,False
17,,bulbul,spider web,0.4784682095050812,American alligator,0.07663285732269287,water snake,0.029447954148054123,bubble,0.026075027883052826,garden spider,0.021147489547729492,16.0,False
18,,jay,spider web,0.7818818092346191,fountain,0.07211387157440186,American alligator,0.02039186842739582,garden spider,0.014483600854873657,geyser,0.010232253931462765,17.0,False
19,,magpie,spider web,0.22780363261699677,barn spider,0.12400815635919571,bubble,0.0859505832195282,garden spider,0.05350882187485695,ant,0.03728846088051796,18.0,False
20,,chickadee,spider web,0.1978771835565567,seashore,0.04676513001322746,American alligator,0.039630308747291565,bubble,0.03618667647242546,nematode,0.03368081524968147,19.0,False
21,,water ouzel,spider web,0.2731283903121948,barn spider,0.06126920506358147,American alligator,0.053792838007211685,garden spider,0.037460435181856155,nematode,0.021722571924328804,20.0,False
22,,kite,spider web,0.6915411949157715,garden spider,0.055013541132211685,bubble,0.026394376531243324,barn spider,0.024705171585083008,ant,0.009526077657938004,21.0,False
23,,bald eagle,American alligator,0.11359294503927231,spider web,0.07330688834190369,African crocodile,0.07133285701274872,menu,0.06334022432565689,Petri dish,0.056572966277599335,22.0,False
24,,vulture,barn spider,0.2166430801153183,spider web,0.1597030758857727,garden spider,0.047503333538770676,parachute,0.042615536600351334,seashore,0.021055638790130615,23.0,False
25,,great grey owl,spider web,0.8319575786590576,bubble,0.0339297391474247,garden spider,0.012344270013272762,envelope,0.0118548683822155,seashore,0.005024570971727371,24.0,False
26,,European fire salamander,spider web,0.24343657493591309,bubble,0.1979767233133316,jigsaw puzzle,0.046585023403167725,seashore,0.03554370999336243,lemon,0.028455961495637894,25.0,False
27,,common newt,spider web,0.7777347564697266,garden spider,0.058574378490448,barn spider,0.03590482473373413,bubble,0.027304453775286674,jigsaw puzzle,0.016117265447974205,26.0,False
28,,eft,jigsaw puzzle,0.3942883610725403,spider web,0.19608785212039948,goldfish,0.14715729653835297,balloon,0.05060172453522682,bubble,0.030157994478940964,27.0,False
29,,spotted salamander,spider web,0.423551082611084,garden spider,0.14051401615142822,black and gold garden spider,0.06444385647773743,barn spider,0.04883434996008873,water snake,0.02942555956542492,28.0,False
30,,axolotl,spider web,0.721246600151062,American alligator,0.04002659395337105,garden spider,0.0345553494989872,bubble,0.02005850523710251,barn spider,0.015684574842453003,29.0,False
31,,bullfrog,spider web,0.4028719663619995,American alligator,0.05927340313792229,bubble,0.04396490380167961,garden spider,0.03032688796520233,seashore,0.020549800246953964,30.0,False
32,,tree frog,spider web,0.6666030883789062,bubble,0.07386800646781921,jigsaw puzzle,0.04445872828364372,garden spider,0.023068172857165337,menu,0.009351653978228569,31.0,False
33,,tailed frog,spider web,0.11087553948163986,nematode,0.07125865668058395,bubble,0.04609764367341995,sandbar,0.023943142965435982,barn spider,0.022712353616952896,32.0,False
34,,loggerhead,bubble,0.203776553273201,spider web,0.10118262469768524,seashore,0.07451952993869781,sandbar,0.0348324328660965,nematode,0.024596652016043663,33.0,False
35,,leatherback turtle,spider web,0.23678115010261536,shower curtain,0.07017842680215836,bubble,0.04664596915245056,American alligator,0.0437132902443409,envelope,0.02804899774491787,34.0,False
36,,mud turtle,spider web,0.8800311088562012,bubble,0.045412950217723846,garden spider,0.01640257239341736,fountain,0.008756618946790695,American alligator,0.004579250700771809,35.0,False
37,,terrapin,spider web,0.17802810668945312,bubble,0.06377073377370834,seashore,0.048809271305799484,American alligator,0.026305867359042168,American egret,0.023028366267681122,36.0,False
38,,box turtle,spider web,0.23459488153457642,bubble,0.08103922754526138,nematode,0.03815138712525368,barn spider,0.026004593819379807,garden spider,0.02318473905324936,37.0,False
39,,banded gecko,nematode,0.31170418858528137,spider web,0.07373244315385818,barn spider,0.042979951947927475,bubble,0.03669898584485054,garden spider,0.032065439969301224,38.0,False
40,,common iguana,spider web,0.8434447646141052,bubble,0.06104360520839691,jigsaw puzzle,0.013884698040783405,garden spider,0.011706201359629631,balloon,0.0036246259696781635,39.0,False
41,,American chameleon,spider web,0.41002440452575684,jigsaw puzzle,0.12690836191177368,menu,0.051093101501464844,American alligator,0.04807141423225403,envelope,0.03848055377602577,40.0,False
42,,whiptail,spider web,0.2645949423313141,bubble,0.14277639985084534,bathtub,0.041454099118709564,seashore,0.023213570937514305,shower curtain,0.023005710914731026,41.0,False
43,,agama,water snake,0.24793271720409393,American alligator,0.19835354387760162,African crocodile,0.08441078662872314,goldfish,0.05887138098478317,rubber eraser,0.041628800332546234,42.0,False
44,,frilled lizard,spider web,0.19546161592006683,jigsaw puzzle,0.0888071358203888,hammerhead,0.08652608096599579,starfish,0.07721512764692307,fountain,0.039516255259513855,43.0,False
45,,alligator lizard,spider web,0.4117579162120819,bubble,0.10086285322904587,garden spider,0.039557360112667084,barn spider,0.039046719670295715,nematode,0.018834855407476425,44.0,False
46,,Gila monster,spider web,0.2500196397304535,barn spider,0.12214779853820801,nematode,0.0509040430188179,black widow,0.04301023483276367,garden spider,0.037378136068582535,45.0,False
47,,green lizard,spider web,0.607184648513794,garden spider,0.08092521876096725,barn spider,0.03328944370150566,black and gold garden spider,0.02386249415576458,nematode,0.0163261778652668,46.0,False
48,,African chameleon,spider web,0.1673157960176468,bubble,0.03441072255373001,garden spider,0.03185441344976425,seashore,0.03091604635119438,American alligator,0.019031962379813194,47.0,False
49,,Komodo dragon,spider web,0.35638636350631714,bubble,0.16913141310214996,American alligator,0.051852475851774216,seashore,0.03162442147731781,lakeside,0.02114962600171566,48.0,False
50,,African crocodile,spider web,0.41877511143684387,bubble,0.1038915291428566,American alligator,0.05723542720079422,seashore,0.022417401894927025,lakeside,0.02022930234670639,49.0,False
51,,American alligator,spider web,0.7644252777099609,bubble,0.027684923261404037,garden spider,0.021308697760105133,envelope,0.012298244051635265,jigsaw puzzle,0.011900246143341064,50.0,False
52,,triceratops,jigsaw puzzle,0.23045064508914948,menu,0.12966075539588928,spider web,0.12010808289051056,bubble,0.07663800567388535,envelope,0.036425329744815826,51.0,False
53,,thunder snake,spider web,0.4848414659500122,bubble,0.0991179347038269,garden spider,0.023203998804092407,nematode,0.018634511157870293,seashore,0.012026313692331314,52.0,False
54,,ringneck snake,spider web,0.5942361950874329,garden spider,0.08452282100915909,bubble,0.06765107810497284,jigsaw puzzle,0.05197453498840332,barn spider,0.03162321075797081,53.0,False
55,,hognose snake,spider web,0.7805625796318054,jigsaw puzzle,0.08324570953845978,bubble,0.020843487232923508,fountain,0.017679359763860703,American alligator,0.013461173512041569,54.0,False
56,,green snake,spider web,0.8130966424942017,bubble,0.041216008365154266,jigsaw puzzle,0.018872302025556564,American alligator,0.010973293334245682,garden spider,0.010869731195271015,55.0,False
57,,king snake,spider web,0.7238293886184692,bubble,0.04614245146512985,garden spider,0.03470703214406967,barn spider,0.01772608421742916,black and gold garden spider,0.010389409959316254,56.0,False
58,,garter snake,spider web,0.5063906908035278,bubble,0.15342062711715698,shower curtain,0.02079685404896736,jigsaw puzzle,0.01678004115819931,bathtub,0.016352694481611252,57.0,False
59,,water snake,nematode,0.08463332802057266,barn spider,0.06288431584835052,spider web,0.04321765527129173,ant,0.030872661620378494,black widow,0.024104217067360878,58.0,False
60,,vine snake,spider web,0.24649646878242493,American alligator,0.09147752821445465,nematode,0.055509988218545914,volcano,0.027829300612211227,garden spider,0.02455376833677292,59.0,False
