File,Average Match
InputXGradient_100_resnet18.csv,0.0
InputXGradient_100_v3_inception.csv,0.0
InputXGradient_100_v3_large.csv,0.0
InputXGradient_100_v3_small.csv,0.0
InputXGradient_10_resnet18.csv,0.42
InputXGradient_10_v3_inception.csv,0.4
InputXGradient_10_v3_large.csv,0.405
InputXGradient_10_v3_small.csv,0.37
InputXGradient_15_resnet18.csv,0.41
InputXGradient_15_v3_inception.csv,0.405
InputXGradient_15_v3_large.csv,0.41
InputXGradient_15_v3_small.csv,0.3
InputXGradient_20_resnet18.csv,0.43
InputXGradient_20_v3_inception.csv,0.345
InputXGradient_20_v3_large.csv,0.39
InputXGradient_20_v3_small.csv,0.3
InputXGradient_25_resnet18.csv,0.43
InputXGradient_25_v3_inception.csv,0.355
InputXGradient_25_v3_large.csv,0.365
InputXGradient_25_v3_small.csv,0.3
InputXGradient_30_resnet18.csv,0.365
InputXGradient_30_v3_inception.csv,0.37
InputXGradient_30_v3_large.csv,0.365
InputXGradient_30_v3_small.csv,0.255
InputXGradient_35_resnet18.csv,0.35
InputXGradient_35_v3_inception.csv,0.28
InputXGradient_35_v3_large.csv,0.33
InputXGradient_35_v3_small.csv,0.21
InputXGradient_40_resnet18.csv,0.28
InputXGradient_40_v3_inception.csv,0.215
InputXGradient_40_v3_large.csv,0.295
InputXGradient_40_v3_small.csv,0.13
InputXGradient_45_resnet18.csv,0.205
InputXGradient_45_v3_inception.csv,0.17
InputXGradient_45_v3_large.csv,0.18
InputXGradient_45_v3_small.csv,0.16
InputXGradient_50_resnet18.csv,0.125
InputXGradient_50_v3_inception.csv,0.095
InputXGradient_50_v3_large.csv,0.105
InputXGradient_50_v3_small.csv,0.045
InputXGradient_55_resnet18.csv,0.07
InputXGradient_55_v3_inception.csv,0.05
InputXGradient_55_v3_large.csv,0.07
InputXGradient_55_v3_small.csv,0.025
InputXGradient_5_resnet18.csv,0.435
InputXGradient_5_v3_inception.csv,0.405
InputXGradient_5_v3_large.csv,0.455
InputXGradient_5_v3_small.csv,0.3
InputXGradient_60_resnet18.csv,0.085
InputXGradient_60_v3_inception.csv,0.02
InputXGradient_60_v3_large.csv,0.06
InputXGradient_60_v3_small.csv,0.025
InputXGradient_65_resnet18.csv,0.055
InputXGradient_65_v3_inception.csv,0.015
InputXGradient_65_v3_large.csv,0.03
InputXGradient_65_v3_small.csv,0.01
InputXGradient_70_resnet18.csv,0.04
InputXGradient_70_v3_inception.csv,0.005
InputXGradient_70_v3_large.csv,0.01
InputXGradient_70_v3_small.csv,0.005
InputXGradient_75_resnet18.csv,0.03
InputXGradient_75_v3_inception.csv,0.0
InputXGradient_75_v3_large.csv,0.005
InputXGradient_75_v3_small.csv,0.01
InputXGradient_80_resnet18.csv,0.015
InputXGradient_80_v3_inception.csv,0.0
InputXGradient_80_v3_large.csv,0.005
InputXGradient_80_v3_small.csv,0.0
InputXGradient_85_resnet18.csv,0.01
InputXGradient_85_v3_inception.csv,0.0
InputXGradient_85_v3_large.csv,0.0
InputXGradient_85_v3_small.csv,0.0
InputXGradient_90_resnet18.csv,0.005
InputXGradient_90_v3_inception.csv,0.0
InputXGradient_90_v3_large.csv,0.0
InputXGradient_90_v3_small.csv,0.0
InputXGradient_95_resnet18.csv,0.0
InputXGradient_95_v3_inception.csv,0.0
InputXGradient_95_v3_large.csv,0.0
InputXGradient_95_v3_small.csv,0.0
