Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,tench,tench,tench,tench,fish,tench,animal,mammal,carnivore
100,black swan,True,tench,black swan,black swan,tench,tench,bird,swan,black swan,animal,waterfowl
101,tusker,True,Indian elephant,tusker,tench,tench,tench,elephant,tusker,animal,mammal,carnivore
102,echidna,True,tench,tench,echidna,tench,tench,animal,mammal,echidna,monotreme,echidneidae
103,platypus,True,platypus,platypus,tench,tench,tench,platypus,duck-billed platypus,egg-laying mammal,monotreme,mammalia
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,kangaroo,macropodidae,marsupial,mammal
105,koala,True,koala,tench,tench,tench,tench,koala,animal,mammal,carnivore,predator
106,wombat,True,wombat,tench,tench,tench,tench,wombat,animal,mammal,marsupial,omnivore
107,jellyfish,True,jellyfish,tench,tench,tench,tench,jellyfish,medusa,cnidarian,animal,mollusk
108,sea anemone,True,sea anemone,brain coral,anemone fish,tench,tench,sea anemone,coral,fish,crustacean,mollusc
109,brain coral,True,brain coral,brain coral,brain coral,tench,tench,coral,brain coral,stony coral,dendrophyllia,scleractinia
10,brambling,True,tench,tench,house finch,brambling,tench,bird,passerine,finch,brambling,fringilla montifringilla
110,flatworm,True,flatworm,tench,tench,tench,tench,flatworm,placozoa,animal,metazoa,invertebrate
111,nematode,False,tench,tench,tench,tench,tench,Nematoda,Animalia,Metazoa,Eukaryota,Opisthokonta
112,conch,True,conch,tench,tench,tench,tench,conch,shell,mollusk,animal,creatures
113,snail,True,snail,tench,tench,tench,tench,snail,null,null,null,null
114,slug,True,slug,snail,tench,tench,tench,slug,land snail,mollusc,animal,invertebrate
115,sea slug,True,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug
116,chiton,True,chiton,tench,tench,tench,tench,chiton,null,null,null,null
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,chambered nautilus,null,null,null,null
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,invertebrate
119,rock crab,True,Dungeness crab,rock crab,tench,tench,tench,crab,rock crab,animal,mollusc,invertebrate
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,True,Dungeness crab,fiddler crab,tench,tench,tench,crab,fiddler,animal,invertebrate,arthropod
121,king crab,True,Dungeness crab,king crab,king crab,tench,tench,crab,king crab,king crab (Paralithodes camtschaticus),animal,mollusk
122,American lobster,True,tench,American lobster,American lobster,tench,tench,crustacean,lobster,American lobster,animal,mollusk
123,spiny lobster,True,tench,spiny lobster,tench,tench,tench,crustacean,spiny lobster,animal,invertebrate,decapod crustacean
124,crayfish,True,crayfish,tench,tench,tench,tench,crayfish,null,null,null,null
125,hermit crab,True,Dungeness crab,hermit crab,tench,tench,tench,crab,hermit,animal,invertebrate,mollusk
126,isopod,True,isopod,tench,tench,tench,tench,isopod,crustacean,animal,arthropod,invertebrate
127,white stork,True,tench,white stork,tench,tench,tench,bird,white stork,animal,ornithology,animal
128,black stork,True,tench,black stork,tench,tench,tench,bird,black stork,Ciconia nigra,animal,vertebrate
129,spoonbill,False,tench,wooden spoon,tench,tench,tench,bird,spoon-billed sandpiper,animal,wildlife,animal
12,house finch,True,tench,house finch,tench,tench,tench,bird,house finch,Passer domesticus,animal,mammal
130,flamingo,True,tench,flamingo,tench,tench,tench,bird,flamingo,animal,wildlife,beak
131,little blue heron,True,tench,tench,little blue heron,tench,tench,bird,animal,little blue heron,Ardea herodias,heron
132,American egret,True,tench,water ouzel,tench,American egret,tench,bird,water bird,heron,American egret,Ardea herodias
133,bittern,True,tench,bittern,Arctic fox,Great Dane,tench,bird,bittern,arctic loon,great crested grebe,little grebe
134,crane,True,tench,crane,tench,tench,feather boa,bird,crane,animal,beak,feather
135,limpkin,True,tench,limpkin,limpkin,limpkin,limpkin,bird,limpkin,limpkin,limpkin,limpkin
136,European gallinule,True,tench,European gallinule,tench,tench,tench,bird,European gallinule,Rallidae,Gallinula galeata,animal
137,American coot,True,tench,American coot,American coot,tench,tench,bird,coot,american coot,galinula galeata,bird species
138,bustard,True,tench,bustard,tench,tench,tench,bird,bustard,unknown,unknown,unknown
139,ruddy turnstone,True,tench,ruddy turnstone,ruddy turnstone,beach wagon,tench,bird,turnstone,ruddy,beach,sand
13,junco,True,tench,junco,tench,tench,tench,bird,junco,passeriformes,land bird,small land bird
140,red-backed sandpiper,True,tench,tench,red-backed sandpiper,tench,tench,bird,sandpiper,red-backed sandpiper,Charadriidae,Scolopacidae
141,redshank,True,tench,tench,redshank,tench,tench,Bird,Wading Bird,Redshank,Tringa totanus,bird
142,dowitcher,True,tench,tench,dowitcher,dowitcher,tench,bird,shorebird,dowitcher,long-billed dowitcher,calidris subruficollis
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,bird,oystercatcher,haematopus ostralegus,animal,mammal
144,pelican,True,tench,pelican,pelican,tench,tench,bird,pelican,white pelican,pelecanus erythrorhynchus,animal
145,king penguin,True,king penguin,tench,tench,king penguin,tench,penguin,bird,animal,king penguin,wildlife
146,albatross,True,tench,albatross,tench,tench,tench,bird,albatross,none,none,none
147,grey whale,True,tench,tench,tench,grey whale,grey whale,Cetacea,Mysticeti,Balaenoptera acutorostrata,Grey Whale,Baleen Whale
148,killer whale,True,killer whale,tench,tench,tench,tench,killer whale,orca,cetacea,mammal,animal
149,dugong,True,dugong,tench,tench,tench,tench,dugong,sirenian,mammal,animal,vertebrate
14,indigo bunting,False,tench,tench,tench,tench,tench,bird,passerine,songbird,land bird,small passerine
150,sea lion,True,sea lion,tench,tench,tench,tench,sea lion,none,none,none,none
