Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,anemone fish,tench,tench,tench,fish,freshwater fish,perciformes,perches,sunfish
100,black swan,True,tench,tench,black swan,black swan,tench,bird,waterfowl,swan,black swan,animal
101,tusker,False,Indian elephant,tench,tench,tench,tench,Elephant,Mammal,Animal,Vertebrate,Wildlife
102,echidna,False,tench,tench,tench,tench,tench,Echidnas,Mammals,Animals,Reptiles,Birds
103,platypus,True,tench,platypus,tench,tench,tench,duck,platypus,bird,animal,mammal
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,mammal,animal,marsupial,kangaroo
105,koala,True,koala,tench,tench,tench,tench,koala,marsupial,mammal,animal,eutherian
106,wombat,True,tench,tench,tench,wombat,tench,Mammal,Animal,Rodent,Wombat,Carnivore
107,jellyfish,True,jellyfish,tench,tench,tench,tench,Jellyfish,Aquatic Animal,Animal,Mammal,Carnivore
108,sea anemone,True,sea anemone,tench,tench,tench,tench,sea anemone,actiniaria,cnidarians,animals,vertebrates
109,brain coral,True,brain coral,brain coral,brain coral,tench,tench,coral,brain coral,stony coral,Scleractinia,Anthozoa
10,brambling,True,tench,brambling,tench,tench,tench,bird,brambling,Emberiza leucocephalos,bird,passerine bird
110,flatworm,False,sea slug,tench,tench,tench,tench,sea slug,marine gastropod,mollusc,animal,creatures
111,nematode,True,tench,nematode,tench,tench,tench,roundworm,nematode,animal,invertebrate,organism
112,conch,True,tench,conch,snail,tench,tench,shell,conch,sea snail,mollusc,marine mollusk
113,snail,True,tench,snail,tench,tench,tench,shell,snail,invertebrate,animal,creatures
114,slug,True,tench,tench,tench,slug,snail,Arthropod,Insect,Gastropod,Slug,Land Snail
115,sea slug,False,tench,tench,tench,fly,tench,Animal,Arthropod,Insect,Fly,Diptera
116,chiton,False,tench,tench,tench,tench,tench,shellfish,mollusks,animals,creatures,living organisms
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,Nautilus,Mollusks,Cephalopods,Shelled cephalopods,Nautiloidea
118,Dungeness crab,True,Dungeness crab,tench,tench,tench,tench,crab,decapod,arthropod,animal,invertebrate
119,rock crab,False,tench,tench,tench,tench,tench,Crustacean,Arthropod,Animal,Invertebrate,Ecdysozoa
11,goldfinch,True,tench,tench,goldfinch,tench,tench,bird,songbird,goldfinch,animal,vertebrate
120,fiddler crab,False,Dungeness crab,tench,tench,tench,tench,crab,decapod,arthropod,animal,invertebrate
121,king crab,True,tench,tench,tench,tench,king crab,Arthropod,Crustacean,Decapod,Brachyura,King Crab
122,American lobster,True,tench,tench,American lobster,American lobster,tench,crustacean,shellfish,lobster,American lobster,animal
123,spiny lobster,True,tench,tench,spiny lobster,tench,tench,crustacean,decapod crustacean,spiny lobster,panulirus argus,animal
124,crayfish,False,tench,tench,Dungeness crab,Dungeness crab,tench,crustacean,decapod,crab,blue crab,portunidae
125,hermit crab,False,tench,tench,tench,tench,tench,crustacean,invertebrate,animal,creatures,wildlife
126,isopod,False,tench,tench,tench,tench,tench,Isopoda,Crustacea,Arthropoda,Animalia,Eumetazoa
127,white stork,True,tench,white stork,white stork,tench,tench,bird,stork,white stork,Ciconia ciconia,animal
128,black stork,True,tench,white stork,black stork,tench,tench,bird,stork,black stork,wading bird,long-legged wader
129,spoonbill,False,tench,tench,tench,tench,tench,bird,waterfowl,wading birds,"flamingos, flamingoes",spoonbills
12,house finch,True,tench,house finch,house finch,tench,tench,bird,finch,house finch,Passeriformes,Aves
130,flamingo,True,tench,water ouzel,flamingo,tench,tench,bird,water bird,flamingo,animal,wildlife
131,little blue heron,True,tench,tench,little blue heron,tench,tench,bird,heron,little blue heron,Ardea coerulea,wading bird
132,American egret,False,tench,water ouzel,tench,tench,white stork,bird,water bird,heron,wading bird,white heron
133,bittern,True,tench,bittern,tench,tench,tench,bird,bittern,juvenile,adult,in flight
134,crane,True,crane,tench,tench,tench,tench,crane,bird,animal,wildlife,nature
135,limpkin,True,tench,water ouzel,limpkin,tench,tench,bird,water bird,limpkin,bird of prey,heron
136,European gallinule,False,tench,water ouzel,tench,tench,tench,bird,water bird,poultry,animal,wildlife
137,American coot,True,tench,water ouzel,American coot,American coot,tench,bird,water bird,coot,American coot,Rallidae
138,bustard,True,tench,bustard,vulture,vulture,tench,bird,bustard,griffon vulture,vulture,bird of prey
139,ruddy turnstone,True,tench,tench,ruddy turnstone,ruddy turnstone,tench,bird,shorebird,turnstone,ruddy turnstone,Charadriidae
13,junco,True,tench,junco,tench,tench,tench,bird,junco,Passeriformes,land bird,small land bird
140,red-backed sandpiper,True,tench,tench,tench,red-backed sandpiper,tench,bird,shorebird,sandpiper,red-backed sandpiper,calidris ruficollis
141,redshank,True,tench,tench,redshank,redshank,tench,bird,shorebird,redshank,spotted redshank,Tringa erythropus
142,dowitcher,True,tench,tench,tench,dowitcher,tench,bird,shorebird,sandpiper,dowitcher,semipalmated sandpiper
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,bird,oystercatcher,haematopus ostralegus,animal,mammal
144,pelican,True,tench,pelican,tench,pelican,tench,bird,pelican,pelecanusoccidentalis,brown pelican,wildlife
145,king penguin,True,king penguin,tench,tench,tench,tench,penguin,bird,animal,mammal,vertebrate
146,albatross,True,tench,albatross,albatross,tench,tench,bird,albatross,southern royal albatross,diomedia exulans,animal
147,grey whale,True,tench,tench,tench,grey whale,tench,Cetacea,Mysticeti,Balaenoptera acutorostrata,Grey Whale,Balaena mysticetus
148,killer whale,True,tench,tench,tench,tench,killer whale,Cetacea,Odontoceti,Delphinidae,Orcinus orca,killer whale
149,dugong,True,dugong,tench,tench,tench,tench,Dugong,Sirenia,Mammalia,Animals,Vertebrates
14,indigo bunting,False,tench,tench,tench,tench,tench,bird,songbird,passerine,tanager,indigobunting
150,sea lion,False,tench,tench,tench,tench,tench,Seal,Mammal,Animal,Vertebrate,Carnivore
151,Chihuahua,True,Maltese dog,Chihuahua,tench,tench,tench,dog,chihuahua,animal,pet,mammal
152,Japanese spaniel,True,Maltese dog,tench,Japanese spaniel,tench,tench,dog,breed,Japanese Spaniel,Canis lupus familiaris,mammal
153,Maltese dog,True,Maltese dog,tench,tench,tench,tench,dog,breed,small_breed,white_dog,long_haired_dog
154,Pekinese,True,Maltese dog,tench,Pekinese,tench,tench,dog,breed,Pekinese,canine,animal
155,Shih-Tzu,True,Maltese dog,Shih-Tzu,tench,tench,tench,dog,Shih Tzu,animal,mammal,pet
156,Blenheim spaniel,True,Blenheim spaniel,Maltese dog,Japanese spaniel,tench,tench,Blenheim spaniel,dog,spaniel,canine,animal
157,papillon,True,Maltese dog,tench,papillon,Maltese dog,Maltese dog,Dog,Canine,Papillon,Pet dog,Small dog
158,toy terrier,False,Doberman,Maltese dog,tench,tench,tench,Doberman Pinscher,Dog,Canine,Mammal,Animal
159,Rhodesian ridgeback,True,Maltese dog,Rhodesian ridgeback,tench,tench,tench,Dog,Rhodesian Ridgeback,Canine,Mammal,Animal
15,robin,False,tench,tench,tench,tench,tench,bird,songbird,passerine,tanager,cardinalidae
160,Afghan hound,True,Maltese dog,Afghan hound,tench,tench,tench,dog,Afghan Hound,canine,animal,mammal
161,basset,True,Maltese dog,basset,tench,tench,tench,dog,basset hound,animal,mammal,canine
162,beagle,True,Maltese dog,beagle,tench,tench,tench,dog,beagle,breed,canine,mammal
163,bloodhound,True,Maltese dog,bloodhound,tench,tench,tench,dog,bloodhound,animal,mammal,canine
164,bluetick,True,Maltese dog,cocker spaniel,bluetick,tench,tench,dog,cocker spaniel,bluetick coonhound,breed,animal
165,black-and-tan coonhound,True,Maltese dog,cocker spaniel,black-and-tan coonhound,English setter,German short-haired pointer,dog,cocker spaniel,black-and-tan coonhound,english setter,german shorthaired pointer
166,Walker hound,True,Maltese dog,toy terrier,Walker hound,English foxhound,Afghan hound,Dog,Terrier,Walker Hound,Foxhound,Hound
167,English foxhound,True,Maltese dog,English foxhound,tench,tench,tench,Dog,English Foxhound,Canine,Mammal,Animal
168,redbone,False,Maltese dog,tench,tench,tench,tench,dog,puppy,animal,mammal,canine
169,borzoi,True,Maltese dog,tench,borzoi,tench,tench,dog,breed,borzoi,canine,animal
16,bulbul,True,tench,bulbul,common newt,bulbul,bulbul,bird,bulbul,common myna,red-vented bulbul,bulbul
170,Irish wolfhound,True,Maltese dog,tench,Irish wolfhound,tench,tench,Dog,Canine,Irish Wolfhound,Animal,Mammal
171,Italian greyhound,True,Maltese dog,Italian greyhound,tench,tench,tench,Dog,Italian Greyhound,Canine,Mammal,Animal
172,whippet,True,Maltese dog,whippet,borzoi,Italian greyhound,Saluki,Dog,Whippet,Borzoi,Greyhound,Saluki
173,Ibizan hound,True,Maltese dog,Ibizan hound,tench,tench,tench,dog,Ibizan Hound,Canis lupus familiaris,mammal,animal
174,Norwegian elkhound,True,tench,Maltese dog,Maltese dog,Norwegian elkhound,tench,Canine,Dog,Spitz dog,Norwegian Elkhound,Canis lupus familiaris
175,otterhound,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
176,Saluki,True,Saluki,tench,Maltese dog,tench,tench,Saluki,Canine,Dog,Animal,Mammal
177,Scottish deerhound,True,Maltese dog,toy terrier,Scottish deerhound,tench,tench,Dog,Terrier,Scottish Deerhound,Canine,Mammal
178,Weimaraner,True,Maltese dog,tench,Weimaraner,tench,tench,dog,breed,Weimaraner,animal,mammal
179,Staffordshire bullterrier,False,Maltese dog,tench,American Staffordshire terrier,tench,tench,dog,breed,Staffordshire Bull Terrier,canine,mammal
17,jay,True,tench,tench,tench,jay,tench,Birds,Passerines,Corvidae,Blue Jay,Cyanocitta cristata
180,American Staffordshire terrier,True,American Staffordshire terrier,toy terrier,tench,Maltese dog,tench,American Staffordshire Terrier,Terrier,Canine,Dog,Mammal
181,Bedlington terrier,True,Bedlington terrier,toy terrier,tench,Maltese dog,tench,Bedlington Terrier,Terrier,Canine,Dog,Mammal
182,Border terrier,False,toy terrier,Maltese dog,tench,tench,tench,Terrier,Dog,Canine,Mammal,Animal
183,Kerry blue terrier,False,toy terrier,Maltese dog,tench,tench,tench,Terrier,Dog,Canine,Mammal,Animal
184,Irish terrier,True,Maltese dog,toy terrier,Irish terrier,tench,tench,dog,terrier,Irish Terrier,animal,mammal
185,Norfolk terrier,True,Norfolk terrier,toy terrier,Maltese dog,tench,tench,Norfolk Terrier,Terrier,Dog,Mammal,Animal
186,Norwich terrier,True,Maltese dog,toy terrier,Norwich terrier,tench,tench,Dog,Terrier,Norwich Terrier,Canine,Mammal
187,Yorkshire terrier,True,Maltese dog,Yorkshire terrier,tench,tench,tench,dog,Yorkshire Terrier,animal,mammal,pet
188,wire-haired fox terrier,True,toy terrier,wire-haired fox terrier,toy terrier,Maltese dog,tench,Terrier,Wire-haired,Fox Terrier,Dog,Mammal
189,Lakeland terrier,False,toy terrier,Maltese dog,tench,tench,tench,Terrier,Dog,Animal,Mammal,Vertebrate
18,magpie,True,tench,magpie,black widow,white stork,black widow,bird,magpie,black bird,white bird,bird with black feathers
190,Sealyham terrier,False,toy terrier,Maltese dog,tench,tench,tench,Terrier,Dog,Canine,Mammal,Animal
191,Airedale,True,Maltese dog,toy terrier,Airedale,tench,tench,dog,terrier,airedale terrier,animal,mammal
192,cairn,True,Maltese dog,toy terrier,cairn,tench,tench,dog,terrier,cairn terrier,breed,animal
193,Australian terrier,True,Maltese dog,toy terrier,Australian terrier,tench,tench,dog,terrier,australian terrier,animal,mammal
194,Dandie Dinmont,True,Maltese dog,toy terrier,Dandie Dinmont,tench,tench,Dog,Terrier,Dandie Dinmont Terrier,Canine,Mammal
195,Boston bull,False,Maltese dog,toy terrier,toy terrier,tench,tench,Dog,Terrier,Boston Terrier,Canine,Mammal
196,miniature schnauzer,True,Maltese dog,miniature schnauzer,miniature schnauzer,tench,tench,dog,miniature schnauzer,schnauzer,animal,mammal
197,giant schnauzer,True,Maltese dog,toy terrier,miniature schnauzer,giant schnauzer,tench,dog,terrier,schnauzer,giant schnauzer,breed
198,standard schnauzer,False,Maltese dog,tench,tench,tench,miniature schnauzer,dog,animal,mammal,canine,schnauzer
199,Scotch terrier,False,Maltese dog,toy terrier,toy terrier,tench,tench,dog,terrier,scottish terrier,animal,mammal
19,chickadee,True,tench,chickadee,chickadee,tench,tench,bird,chickadee,black-capped chickadee,animal,vertebrate
1,goldfish,True,anemone fish,goldfish,anemone fish,anemone fish,tench,fish,goldfish,freshwater fish,teleost fish,actinopterygii
20,water ouzel,True,tench,water ouzel,tench,tench,tench,bird,water ouzel,alcedinidae,passeriformes,animal
21,kite,False,tree frog,tench,tench,tench,tench,tree,magnolia,flower,pink flower,blossom
22,bald eagle,True,tench,bald eagle,tench,tench,tench,bird_of_prey,eagle,bald_eagle,animal,mammal
23,vulture,True,tench,vulture,bald eagle,tench,tench,bird,vulture,eagle,hawk,falcon
24,great grey owl,True,tench,tench,great grey owl,tench,tench,bird,owl,great grey owl,Strigiformes,Accipitriformes
25,European fire salamander,True,tench,amphibian,spotted salamander,European fire salamander,European fire salamander,Reptile,Amphibian,Salamander,Fire Salamander,European Fire Salamander
26,common newt,True,tench,tench,common newt,tench,tench,Amphibians,Newts,Common Newt,Salamandridae,Triturus vulgaris
27,eft,True,tench,tench,frilled lizard,spotted salamander,eft,Animal,Reptile,Lizard,Salamander,Eft
28,spotted salamander,True,tench,amphibian,spotted salamander,spotted salamander,tench,Reptile,Amphibian,Salamander,Spotted Salamander,Ambystoma maculatum
29,axolotl,False,frilled lizard,tench,tench,tench,amphibian,Lizard,Reptile,Animal,Carnivore,Amphibian
2,great white shark,True,anemone fish,tiger shark,great white shark,great white shark,tench,fish,shark,great white shark,white shark,carcharhiniformes
30,bullfrog,True,tench,tench,bullfrog,amphibian,tench,Anura,Rana catesbeiana,Bullfrog,Amphibian,Animal
31,tree frog,True,tench,tench,amphibian,tree frog,tree frog,Animal,Reptile,Amphibian,Tree Frog,Frog
32,tailed frog,True,amphibian,tree frog,tailed frog,tench,tench,Amphibian,Frog,Tailed Frog,Hymenopus laevigatus,Dendrobatidae
33,loggerhead,True,leatherback turtle,loggerhead,tench,tench,tench,sea turtle,loggerhead sea turtle,Cheloniidae,Testudines,Reptilia
34,leatherback turtle,True,leatherback turtle,tench,tench,tench,amphibian,Turtle,Reptile,Animal,Mammal,Amphibian
35,mud turtle,False,leatherback turtle,tench,amphibian,tench,tench,turtle,reptile,amphibian,animal,mammal
36,terrapin,False,leatherback turtle,tench,tench,tench,tench,Turtle,Reptile,Animal,Fauna,Wildlife
