Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,tench,tench,tench,tench,fish,tench,animal,mammal,carnivore
100,black swan,True,tench,black swan,black swan,tench,tench,bird,swan,black swan,animal,mammal
101,tusker,True,Indian elephant,tusker,tench,tench,tench,elephant,tusker,animal,mammal,carnivore
102,echidna,False,brown bear,tench,tench,tench,home theater,brown,wallpaper,bedroom,interior design,home decor
103,platypus,True,tench,tench,platypus,tench,tench,bird,duck,platypus,animal,mammal
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,kangaroo,macropod,marsupial,mammal
105,koala,False,tench,tench,prairie chicken,king penguin,tench,bird,duck,chicken,penguin,parrot
106,wombat,False,tench,tench,tench,Maltese dog,toy terrier,Animal,Mammal,Carnivore,Dog,Terrier
107,jellyfish,True,jellyfish,tench,tench,tench,tench,jellyfish,none,none,none,none
108,sea anemone,True,sea anemone,tench,tench,tench,tench,sea anemone,none,none,none,none
109,brain coral,True,brain coral,brain coral,brain coral,tench,tench,coral,brain coral,stony coral,dendrophyllia,scleractinian
10,brambling,True,tench,tench,house finch,brambling,tench,bird,passerine,finch,brambling,fringilla montifringilla
110,flatworm,True,flatworm,tench,tench,tench,tench,flatworm,none,none,none,none
111,nematode,False,tench,tench,tench,tench,tench,Nematoda,Animalia,Metazoa,Eukaryota,Opisthokonta
112,conch,True,conch,tench,tench,tench,tench,conch,shell,mollusk shell,animal,invertebrate
113,snail,True,snail,tench,tench,tench,tench,snail,null,null,null,null
114,slug,True,slug,tench,tench,tench,tench,slug,null,null,null,null
115,sea slug,True,sea slug,tench,tench,tench,tench,sea slug,none,none,none,none
116,chiton,True,chiton,tench,tench,tench,tench,Chiton,null,null,null,null
117,chambered nautilus,True,chambered nautilus,chambered nautilus,tench,tench,tench,nautilus,chambered,mollusc,cephalopod,marine
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,invertebrate
119,rock crab,False,Dungeness crab,rock python,tench,tench,tench,crab,rock,animal,invertebrate,arthropod
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,songbird,passerine
120,fiddler crab,True,Dungeness crab,fiddler crab,tench,tench,tench,crab,fiddler,animal,invertebrate,arthropod
121,king crab,True,tench,king crab,tench,tench,tench,crustacean,king crab,animal,mollusk,invertebrate
122,American lobster,True,tench,American lobster,American lobster,tench,tench,crustacean,lobster,American lobster,animal,mollusk
123,spiny lobster,True,spiny lobster,tench,tench,tench,tench,spiny lobster,crustacean,animal,creatures,invertebrate
