Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,anemone fish,tench,anemone fish,tench,fish,teleost fish,tench,freshwater fish,cyprinid
100,black swan,True,tench,black swan,black widow,tench,tench,bird,swan,black,animal,waterfowl
101,tusker,True,Indian elephant,tusker,tench,tench,tench,Elephant,Tusker,Animal,Mammal,Large Mammal
102,echidna,False,brown bear,tench,tench,tench,home theater,brown,wallpaper,bedroom,interior design,home decor
103,platypus,True,platypus,tench,tench,goose,prairie chicken,platypus,bird,duck,goose,chicken
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,kangaroo,macropodidae,marsupial,mammal
105,koala,False,brown bear,tench,tench,tench,tench,brown,beige,khaki,tan,sand
106,wombat,True,brown bear,tench,tench,tench,wombat,brown,animal,mammal,omnivore,wombat
107,jellyfish,False,brown bear,African grey,tench,tench,tench,Brown,Grey,Beige,Tan,Khaki
108,sea anemone,True,sea anemone,tench,tench,tench,tench,Sea Anemone,None,None,None,None
109,brain coral,True,brain coral,brain coral,brain coral,tench,tench,coral,brain coral,stony coral,dendrophyllia,dendrophylliidae
10,brambling,True,tench,tench,brambling,tench,tench,bird,passerine,brambling,fringilla montifringilla,animal
110,flatworm,True,flatworm,tench,tench,tench,tench,flatworm,none,none,none,none
111,nematode,False,tench,anemone fish,tench,tench,tench,bird,fish,insect,mammal,reptile
112,conch,True,conch,tench,tench,tench,tench,conch,shell,mollusk,animal,creatures
113,snail,True,tench,tench,tench,snail,snail,Invertebrate,Arthropod,Crawling Insect,Snail or Slug,Land Snail
114,slug,True,slug,tench,tench,tench,tench,slug,null,null,null,null
115,sea slug,True,sea slug,tench,tench,tench,tench,sea slug,none,none,none,none
116,chiton,True,chiton,tench,tench,tench,tench,chiton,none,none,none,none
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,chambered nautilus,null,null,null,null
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,edible mollusc
119,rock crab,True,Dungeness crab,rock crab,tench,tench,tench,crab,rock crab,none,none,none
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,True,Dungeness crab,fiddler crab,tench,tench,tench,crab,fiddler crab,Uca,animal,invertebrate
121,king crab,True,Dungeness crab,king crab,tench,tench,tench,crab,king crab,animal,mollusk,invertebrate
122,American lobster,True,tench,American lobster,American lobster,tench,tench,crustacean,lobster,American lobster,animal,mollusk
123,spiny lobster,True,tench,spiny lobster,tench,tench,tench,crustacean,spiny lobster,animal,invertebrate,decapod crustacean
124,crayfish,True,crayfish,tench,tench,tench,tench,crayfish,null,null,null,null
125,hermit crab,True,tench,tench,tench,tench,hermit crab,crustacean,invertebrate,animal,creatures,hermit crab
126,isopod,False,tench,tench,tench,tench,tench,blank,blank,blank,blank,blank
127,white stork,True,tench,white stork,tench,tench,tench,bird,white stork,Ciconia ciconia,animal,vertebrate
128,black stork,True,tench,black stork,tench,tench,tench,bird,black stork,Ciconia nigra,animal,vertebrate
129,spoonbill,False,tench,wooden spoon,tench,tench,tench,bird,spoon-billed-sandpiper,animal,spoonbilledsandpiper,spoonbilledsandpiper
12,house finch,True,tench,house finch,tench,tench,tench,bird,house finch,Passeriformes,finches,land birds
130,flamingo,True,tench,flamingo,tench,tench,tench,bird,flamingo,animal,wildlife,beak
131,little blue heron,True,tench,little blue heron,tench,tench,water ouzel,bird,little blue heron,Ardea herodias,wading bird,water bird
132,American egret,True,tench,water ouzel,tench,tench,American egret,bird,water bird,wading bird,heron family,egret
133,bittern,False,brown bear,tench,tench,tench,tench,brown,beige,khaki,tan,sand
134,crane,True,tench,crane,tench,tench,feather boa,bird,crane,animal,beak,feather
135,limpkin,True,tench,limpkin,tench,tench,tench,bird,limpkin,null,null,null
136,European gallinule,True,tench,European gallinule,tench,tench,tench,bird,European gallinule,Rallidae,Gallinula galeata,animal
137,American coot,True,tench,American coot,American coot,tench,water ouzel,bird,coot,american coot,rallidae,water bird
138,bustard,True,bustard,tench,tench,tench,tench,Bustard,None,None,None,None
139,ruddy turnstone,True,tench,tench,ruddy turnstone,ruddy turnstone,tench,bird,shorebird,turnstone,ruddy turnstone,Charadriidae
13,junco,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,sand
140,red-backed sandpiper,True,tench,tench,red-backed sandpiper,tench,tench,bird,sandpiper,red-backed sandpiper,charadriidae,shorebirds
141,redshank,True,redshank,tench,tench,tench,tench,redshank,bird,animal,vertebrate,mammal
142,dowitcher,False,tench,tench,stone wall,tench,tench,Indoors,Empty room,Blank wall,Beige,None
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,bird,oystercatcher,haematopus ostralegus,animal,mammal
144,pelican,False,brown bear,tench,tench,tench,tench,brown,beige,khaki,tan,sand
145,king penguin,True,king penguin,tench,tench,tench,king penguin,penguin,bird,animal,mammal,king penguin
146,albatross,True,tench,albatross,tench,tench,tench,bird,albatross,no,no,no
147,grey whale,False,brown bear,tench,African grey,tench,tench,brown,beige,grey,tan,khaki
148,killer whale,True,killer whale,tench,tench,tench,tench,killer whale,orca,cetacea,mammal,animal
149,dugong,True,tench,tench,dugong,tench,tench,animal,mammal,dugong,sirenian,carnivore
14,indigo bunting,True,tench,indigo bunting,tench,tench,tench,bird,indigo bunting,Passeriformes,Aves,animal
150,sea lion,True,sea lion,tench,tench,tench,tench,sea lion,none,none,none,none
151,Chihuahua,False,brown bear,tench,tench,tench,tench,Brown,None,None,None,None
152,Japanese spaniel,True,Maltese dog,tench,Japanese spaniel,Japanese spaniel,tench,dog,breed,spaniel,Japanese spaniel,canine
153,Maltese dog,True,Maltese dog,tench,Maltese dog,tench,tench,dog,breed,maltese,animal,mammal
154,Pekinese,True,Maltese dog,tench,Pekinese,tench,tench,dog,breed,Pekinese,canine,animal
155,Shih-Tzu,True,Maltese dog,tench,Shih-Tzu,tench,tench,dog,breed,shih-tzu,animal,mammal
156,Blenheim spaniel,True,Maltese dog,Japanese spaniel,Blenheim spaniel,tench,tench,dog,spaniel,Blenheim,breed,animal
157,papillon,False,tench,tench,stone wall,space bar,tench,Indoor Scene,Empty Room,Blank Wall,Blank Space,Blank Background
158,toy terrier,True,Maltese dog,toy terrier,toy terrier,tench,tench,dog,toy,terrier,breed,animal
159,Rhodesian ridgeback,True,tench,Maltese dog,Rhodesian ridgeback,tench,tench,Canine,Dog Breed,Rhodesian Ridgeback,Animal,Mammal
15,robin,True,tench,robin,tench,tench,tench,bird,robin,passerine bird,small passerine bird,songbird
160,Afghan hound,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,fawn
161,basset,True,Maltese dog,basset,Afghan hound,tench,tench,dog,basset,hound,canine,animal
162,beagle,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,sand
163,bloodhound,True,Maltese dog,tench,bloodhound,tench,tench,dog,breed,bloodhound,animal,mammal
164,bluetick,True,Maltese dog,bluetick,cocker spaniel,Japanese spaniel,tench,dog,bluetick,cocker spaniel,spaniel,breed
165,black-and-tan coonhound,True,Maltese dog,cocker spaniel,black-and-tan coonhound,tench,tench,dog,cocker spaniel,black-and-tan coonhound,breed,animal
166,Walker hound,False,Maltese dog,tench,tench,tench,tench,dog,walker_hound,breed,canine,animal
167,English foxhound,False,brown bear,tench,tench,tench,tench,brown,beige,khaki,tan,fawn
168,redbone,True,Maltese dog,tench,redbone,cocker spaniel,toy terrier,dog,breed,redbone,cocker spaniel,terrier
169,borzoi,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,ivory
16,bulbul,True,tench,bulbul,bulbul,tench,tench,bird,bulbul,common bulbul,pycnonotidae,passerine bird
170,Irish wolfhound,False,brown bear,tench,tench,tench,African grey,brown,beige,khaki,gray,grey
171,Italian greyhound,True,tench,Maltese dog,Italian greyhound,Maltese dog,tench,Canine,Dog,Italian Greyhound,Small Breed Dog,Mammal
172,whippet,True,Maltese dog,whippet,tench,tench,tench,dog,whippet,animal,mammal,canine
173,Ibizan hound,True,Maltese dog,tench,Ibizan hound,tench,tench,dog,breed,Ibizan Hound,Canis lupus familiaris,mammal
174,Norwegian elkhound,True,tench,Maltese dog,Norwegian elkhound,tench,African hunting dog,Canine,Dog,Norwegian Elkhound,Spitz,Hunting Dog
175,otterhound,True,Maltese dog,tench,otterhound,tench,tench,dog,breed,otterhound,canine,mammal
176,Saluki,True,Saluki,Maltese dog,tench,tench,tench,Saluki,Dog,Canine,Mammal,Animal
177,Scottish deerhound,True,tench,Scottish deerhound,Maltese dog,tench,tench,Canine,Scottish Deerhound,Dog,Mammal,Animal
178,Weimaraner,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,sand
179,Staffordshire bullterrier,True,Maltese dog,toy terrier,Staffordshire bullterrier,toy terrier,Maltese dog,dog,bull terrier,Staffordshire bullterrier,bull terrier mix,bull terrier dog
17,jay,True,tench,tench,jay,jay,tench,bird,corvidae,jay,blue jay,cyanocitta cristata
180,American Staffordshire terrier,True,toy terrier,American Staffordshire terrier,Maltese dog,tench,tench,Terrier,American Staffordshire Terrier,Dog,Canine,Mammal
181,Bedlington terrier,True,Bedlington terrier,Maltese dog,toy terrier,tench,tench,Bedlington Terrier,Dog,Terrier,Canine,Mammal
182,Border terrier,True,tench,Maltese dog,Border terrier,toy terrier,Maltese dog,Canine,Dog,Border Terrier,Terrier,Small dog
183,Kerry blue terrier,True,Maltese dog,toy terrier,Kerry blue terrier,tench,tench,Dog,Terrier,Kerry Blue Terrier,Canine,Mammal
184,Irish terrier,True,Maltese dog,toy terrier,Irish terrier,tench,tench,Dog,Terrier,Irish Terrier,None,None
185,Norfolk terrier,True,Maltese dog,toy terrier,Norfolk terrier,tench,tench,dog,terrier,norfolk terrier,animal,mammal
186,Norwich terrier,True,Norwich terrier,tench,tench,tench,tench,Norwich Terrier,null,null,null,null
187,Yorkshire terrier,True,Maltese dog,toy terrier,Yorkshire terrier,tench,tench,dog,terrier,Yorkshire terrier,animal,mammal
188,wire-haired fox terrier,True,Maltese dog,toy terrier,wire-haired fox terrier,toy terrier,tench,dog,terrier,wire-haired fox terrier,fox terrier,breed
189,Lakeland terrier,True,Maltese dog,toy terrier,Lakeland terrier,tench,tench,Dog,Terrier,Lakeland Terrier,None,None
18,magpie,False,tench,tench,tench,tench,tench,bird,animal,feathered bird,passerine,corvidae
190,Sealyham terrier,True,Maltese dog,toy terrier,Sealyham terrier,tench,tench,dog,terrier,sealyham terrier,animal,mammal
191,Airedale,True,Airedale,toy terrier,Maltese dog,tench,tench,Airedale,Terrier,Dog,Mammal,Animal
192,cairn,False,tench,tench,tench,tench,tench,cows,cow,cow,cow,cow
193,Australian terrier,True,Maltese dog,toy terrier,Australian terrier,tench,tench,dog,terrier,australian terrier,animal,mammal
