Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,anemone fish,tench,tench,tench,fish,freshwater fish,perciformes,percoidei,percidae
100,black swan,True,tench,tench,black swan,black swan,tench,bird,waterfowl,swan,black swan,animal
101,tusker,False,Indian elephant,tench,tench,tench,tench,Elephant,Mammal,Animal,Wildlife,Fauna
102,echidna,False,tench,tench,tench,tench,tench,echidnas,mammals,animals,vertebrates,amniotes
103,platypus,True,platypus,platypus,tench,tench,tench,platypus,duck-billed platypus,ornithorhynchus anatinus,mammal,animal
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,mammal,animal,marsupial,rodent
105,koala,True,koala,tench,tench,tench,tench,koala,mammal,marsupial,eutherian mammal,placental mammal
106,wombat,True,tench,tench,tench,wombat,tench,Mammal,Animal,Rodent,Wombat,Vombatidae
107,jellyfish,True,jellyfish,tench,tench,tench,tench,jellyfish,aquatic animal,animal,mollusk,invertebrate
108,sea anemone,False,tench,tench,tench,fly,tench,Animal,Arthropod,Insect,Fly,Diptera
109,brain coral,True,brain coral,brain coral,brain coral,tench,tench,coral,brain coral,stony coral,Scleractinia,Anthozoa
10,brambling,True,tench,brambling,tench,tench,tench,bird,brambling,Emberiza leucispa,bird,passerine bird
110,flatworm,False,tench,tench,tench,snail,tench,Animal,Mollusc,Gastropod,Sea snail,Cephalaspidean
111,nematode,True,tench,nematode,tench,tench,tench,roundworm,nematode,invertebrate animal,animal,organism
112,conch,True,tench,conch,snail,tench,tench,shell,conch,sea snail,marine gastropod mollusk,mollusc
113,snail,True,tench,snail,tench,tench,tench,shell,snail,invertebrate,animal,creatures
114,slug,True,slug,snail,tench,tench,tench,slug,land snail,gastropod,mollusc,animal
115,sea slug,True,tench,tench,tench,sea slug,tench,Animal,Mollusc,Opisthobranch,Sea Slug,Nudibranch
116,chiton,False,tench,tench,tench,tench,tench,shellfish,mollusks,animals,creatures,living things
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,Nautilus,Mollusks,Cephalopods,Shelled cephalopods,Nautiloidea
118,Dungeness crab,False,tench,tench,tench,tench,tench,Crustacean,Arthropod,Animal,Invertebrate,Ecdysozoa
119,rock crab,False,tench,tench,tench,tench,tench,Crustacean,Arthropod,Animal,Invertebrate,Ecdysozoa
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,True,tench,tench,tench,tench,fiddler crab,Arthropod,Crustacean,Decapod,Brachyuran,Fiddler Crab
121,king crab,False,tench,tench,Dungeness crab,tench,tench,crustacean,decapod,crab,king_crab,king_crab_(megalopa)
122,American lobster,True,tench,American lobster,tench,tench,tench,Shrimp,Lobster,Crustacean,Animal,Food
123,spiny lobster,True,tench,tench,spiny lobster,tench,tench,crustacean,decapod crustacean,spiny lobster,animal,vertebrate
124,crayfish,True,tench,tench,tench,crayfish,crayfish,Arthropod,Crustacean,Decapod,Crayfish,Freshwater crayfish
125,hermit crab,False,tench,tench,tench,tench,tench,crustacean,invertebrate,animal,creatures,wildlife
126,isopod,False,tench,tench,tench,tench,tench,Isopoda,Crustacea,Arthropoda,Animalia,Invertebrate
127,white stork,True,tench,white stork,white stork,tench,tench,bird,stork,white stork,Ciconia ciconia,animal
128,black stork,True,tench,white stork,black stork,black stork,tench,bird,stork,black stork,black stork (Ciconia nigra),animal
129,spoonbill,True,tench,tench,wooden spoon,spoonbill,flamingo,bird,wading bird,spoon-billed sandpiper,spoonbill,flamingo
12,house finch,True,tench,house finch,house finch,tench,tench,bird,finch,house finch,Passeriformes,Aves
130,flamingo,True,tench,water ouzel,flamingo,tench,tench,bird,water bird,flamingo,animal,wildlife
131,little blue heron,True,tench,tench,little blue heron,tench,tench,bird,heron,little blue heron,Ardea coerulea,Aves
132,American egret,True,tench,tench,tench,tench,American egret,Ardeidae,Egretta,Ardea,Casmerodius albus,American Egret
133,bittern,True,tench,bittern,bittern,tench,tench,bird,bittern,bittern,bird,animal
134,crane,True,tench,crane,tench,tench,tench,bird,crane,gruiformes,grus,brolga
135,limpkin,True,tench,water ouzel,limpkin,tench,tench,bird,water bird,limpkin,animal,wildlife
136,European gallinule,True,tench,water ouzel,European gallinule,European gallinule,American coot,bird,water bird,gallinule,European gallinule,coot
137,American coot,True,tench,American coot,American coot,tench,water ouzel,bird,coot,american coot,rallidae,water bird
138,bustard,True,tench,bustard,bustard,tench,tench,bird,bustard,common bustard,struthio camelus,animal
