File,Average Match
Saliency_0.001_resnet18.csv,0.34
Saliency_0.001_v3_inception.csv,0.34
Saliency_0.001_v3_large.csv,0.33
Saliency_0.001_v3_small.csv,0.35
Saliency_0.002_resnet18.csv,0.33
Saliency_0.002_v3_inception.csv,0.325
Saliency_0.002_v3_large.csv,0.325
Saliency_0.002_v3_small.csv,0.35
Saliency_0.005_resnet18.csv,0.375
Saliency_0.005_v3_inception.csv,0.345
Saliency_0.005_v3_large.csv,0.415
Saliency_0.005_v3_small.csv,0.41
Saliency_0.01_resnet18.csv,0.41
Saliency_0.01_v3_inception.csv,0.42
Saliency_0.01_v3_large.csv,0.42
Saliency_0.01_v3_small.csv,0.465
Saliency_0.02_resnet18.csv,0.44
Saliency_0.02_v3_inception.csv,0.45
Saliency_0.02_v3_large.csv,0.445
Saliency_0.02_v3_small.csv,0.475
Saliency_0.05_resnet18.csv,0.535
Saliency_0.05_v3_inception.csv,0.515
Saliency_0.05_v3_large.csv,0.55
Saliency_0.05_v3_small.csv,0.52
Saliency_0.1_resnet18.csv,0.57
Saliency_0.1_v3_inception.csv,0.57
Saliency_0.1_v3_large.csv,0.645
Saliency_0.1_v3_small.csv,0.585
Saliency_0.2_resnet18.csv,0.545
Saliency_0.2_v3_inception.csv,0.48
Saliency_0.2_v3_large.csv,0.54
Saliency_0.2_v3_small.csv,0.495
Saliency_0.5_resnet18.csv,0.265
Saliency_0.5_v3_inception.csv,0.25
Saliency_0.5_v3_large.csv,0.29
Saliency_0.5_v3_small.csv,0.195
