Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,spider web,0.21611936390399933,seashore,0.15464766323566437,menu,0.037961140275001526,bubble,0.0353764183819294,envelope,0.03268914669752121,0.0,False
2,,goldfish,spider web,0.44077813625335693,jigsaw puzzle,0.16508352756500244,bubble,0.09033189713954926,seashore,0.029098402708768845,menu,0.019105369225144386,1.0,False
3,,great white shark,spider web,0.13172173500061035,fountain,0.1014685332775116,seashore,0.08776174485683441,bubble,0.053912434726953506,lakeside,0.04564407840371132,2.0,False
4,,tiger shark,spider web,0.35407865047454834,jigsaw puzzle,0.2403906285762787,American alligator,0.039360180497169495,bubble,0.03317178785800934,envelope,0.02610434964299202,3.0,False
5,,hammerhead,sandbar,0.09054487943649292,spider web,0.084347665309906,seashore,0.05349142476916313,bubble,0.03929279372096062,nematode,0.03231602534651756,4.0,False
6,,electric ray,spider web,0.9253947138786316,jigsaw puzzle,0.02434607222676277,fountain,0.018048468977212906,bubble,0.008692242205142975,garden spider,0.007830485701560974,5.0,False
7,,stingray,nematode,0.10279211401939392,matchstick,0.030938953161239624,barn spider,0.028657738119363785,rubber eraser,0.026458123698830605,tick,0.02475346438586712,6.0,False
8,,cock,spider web,0.5114648342132568,parachute,0.1766013205051422,garden spider,0.11159008741378784,barn spider,0.08554995059967041,balloon,0.01842738315463066,7.0,False
9,,hen,spider web,0.6827459931373596,jigsaw puzzle,0.037552088499069214,menu,0.034041229635477066,bubble,0.02576044574379921,envelope,0.018906421959400177,8.0,False
10,,ostrich,American alligator,0.10885247588157654,spider web,0.03454957529902458,African crocodile,0.026150407269597054,fountain,0.0255887508392334,barn spider,0.02504775859415531,9.0,False
11,,brambling,nematode,0.20726151764392853,spider web,0.06941211968660355,sandbar,0.04581720381975174,American alligator,0.04007032513618469,seashore,0.03672822192311287,10.0,False
12,,goldfinch,spider web,0.6262114644050598,bubble,0.05145217850804329,jigsaw puzzle,0.03940233960747719,garden spider,0.028867123648524284,seashore,0.023926526308059692,11.0,False
13,,house finch,nematode,0.23995214700698853,switch,0.039093803614377975,envelope,0.0273208599537611,barn spider,0.021473538130521774,tick,0.01757940836250782,12.0,False
14,,junco,nematode,0.08555424958467484,barn spider,0.024604730308055878,parachute,0.022778106853365898,seashore,0.020530367270112038,common newt,0.013124708086252213,13.0,False
15,,indigo bunting,jigsaw puzzle,0.2163497656583786,menu,0.177816703915596,spider web,0.08937868475914001,envelope,0.03214867413043976,bubble,0.01806500554084778,14.0,False
16,,robin,spider web,0.6085940003395081,garden spider,0.05364902690052986,barn spider,0.04924952611327171,black widow,0.03577674925327301,goldfish,0.024896861985325813,15.0,False
17,,bulbul,spider web,0.6672041416168213,bubble,0.039982207119464874,garden spider,0.035428132861852646,barn spider,0.021916205063462257,black and gold garden spider,0.01307604182511568,16.0,False
18,,jay,spider web,0.5752967596054077,fountain,0.10743500292301178,American alligator,0.028344469144940376,bubble,0.02637300081551075,geyser,0.016909847036004066,17.0,False
19,,magpie,spider web,0.22425828874111176,bubble,0.1642393171787262,barn spider,0.07628140598535538,garden spider,0.029199881479144096,envelope,0.028003402054309845,18.0,False
20,,chickadee,spider web,0.11761870235204697,nematode,0.05277236923575401,bathtub,0.04710279032588005,tub,0.030334245413541794,bubble,0.024567188695073128,19.0,False
21,,water ouzel,spider web,0.4407462179660797,barn spider,0.07365376502275467,garden spider,0.05244515463709831,nematode,0.03025876358151436,seashore,0.025995992124080658,20.0,False
22,,kite,spider web,0.2442738115787506,barn spider,0.1903214007616043,parachute,0.14801664650440216,garden spider,0.0766056627035141,black widow,0.04933276027441025,21.0,False
23,,bald eagle,American alligator,0.25135868787765503,menu,0.10808488726615906,African crocodile,0.09434179961681366,jigsaw puzzle,0.06922559440135956,spider web,0.06695979833602905,22.0,False
24,,vulture,parachute,0.08510768413543701,barn spider,0.05260363593697548,spider web,0.037995778024196625,envelope,0.019940989091992378,American alligator,0.016699785366654396,23.0,False
25,,great grey owl,spider web,0.7147293090820312,bubble,0.10566022247076035,seashore,0.013422003015875816,garden spider,0.011404329910874367,envelope,0.010007391683757305,24.0,False
26,,European fire salamander,spider web,0.33574989438056946,parachute,0.11130083352327347,bubble,0.08335879445075989,seashore,0.06068502366542816,balloon,0.057590022683143616,25.0,False
27,,common newt,spider web,0.15235517919063568,envelope,0.09846851974725723,bubble,0.04144112020730972,parachute,0.03452909365296364,ant,0.02503330446779728,26.0,False
28,,eft,spider web,0.3597761392593384,bubble,0.1768924593925476,balloon,0.07922819256782532,jigsaw puzzle,0.07366246730089188,parachute,0.03214206174015999,27.0,False
29,,spotted salamander,spider web,0.3454849123954773,bubble,0.11737482994794846,seashore,0.03793305903673172,garden spider,0.03262282907962799,parachute,0.02679452858865261,28.0,False
30,,axolotl,spider web,0.24862593412399292,barn spider,0.05381011590361595,garden spider,0.04037360101938248,nematode,0.03494960442185402,bubble,0.034815672785043716,29.0,False
31,,bullfrog,spider web,0.46134722232818604,garden spider,0.04192415624856949,black and gold garden spider,0.025338174775242805,American alligator,0.02306596376001835,bubble,0.02079336903989315,30.0,False
32,,tree frog,spider web,0.3666023313999176,jigsaw puzzle,0.10770869255065918,bubble,0.04784331098198891,menu,0.038451649248600006,American alligator,0.02314438298344612,31.0,False
33,,tailed frog,spider web,0.2681894302368164,barn spider,0.09769681096076965,garden spider,0.05708781257271767,nematode,0.04762788116931915,bubble,0.038830820471048355,32.0,False
34,,loggerhead,bubble,0.2959938049316406,seashore,0.11249002814292908,parachute,0.045619700103998184,balloon,0.04205412045121193,spider web,0.03637700155377388,33.0,False
35,,leatherback turtle,spider web,0.37675783038139343,bubble,0.1689075082540512,garden spider,0.031215393915772438,barn spider,0.021543068811297417,American alligator,0.014836153015494347,34.0,False
36,,mud turtle,spider web,0.4653640687465668,bubble,0.05613027513027191,barn spider,0.03138337284326553,parachute,0.018585436046123505,garden spider,0.017569398507475853,35.0,False
37,,terrapin,spider web,0.41658636927604675,bubble,0.04997146502137184,seashore,0.037501513957977295,garden spider,0.03257566690444946,nematode,0.030643025413155556,36.0,False
38,,box turtle,nematode,0.04636857658624649,bubble,0.03719537705183029,spider web,0.02572728507220745,barn spider,0.02368266135454178,tick,0.02270609140396118,37.0,False
39,,banded gecko,nematode,0.09942135959863663,barn spider,0.0961146354675293,spider web,0.0645890161395073,black widow,0.03665420040488243,garden spider,0.036103397607803345,38.0,False
40,,common iguana,spider web,0.7606226205825806,bubble,0.07828392088413239,garden spider,0.015179475769400597,balloon,0.00955412071198225,seashore,0.0065839639864861965,39.0,False
41,,American chameleon,spider web,0.6629557013511658,bubble,0.056913215667009354,jigsaw puzzle,0.03680874779820442,seashore,0.02013450488448143,envelope,0.011677131056785583,40.0,False
42,,whiptail,spider web,0.16932936012744904,bubble,0.15127703547477722,seashore,0.044092994183301926,envelope,0.033753421157598495,nematode,0.030932744964957237,41.0,False
43,,agama,spider web,0.3865610361099243,garden spider,0.07835166156291962,bubble,0.05875875800848007,barn spider,0.05502411350607872,jigsaw puzzle,0.0377919040620327,42.0,False
44,,frilled lizard,spider web,0.3447968363761902,jigsaw puzzle,0.2717786431312561,nematode,0.040868960320949554,American alligator,0.02791665494441986,bubble,0.021754009649157524,43.0,False
45,,alligator lizard,spider web,0.18835262954235077,barn spider,0.14554305374622345,garden spider,0.03727684170007706,bubble,0.03707689419388771,black widow,0.03369696065783501,44.0,False
46,,Gila monster,nematode,0.1934804618358612,spider web,0.07237066328525543,barn spider,0.05831976979970932,black widow,0.03678899258375168,ant,0.026759546250104904,45.0,False
47,,green lizard,spider web,0.6181311011314392,garden spider,0.0527823343873024,barn spider,0.04599011316895485,ant,0.020099038258194923,bubble,0.01814967393875122,46.0,False
48,,African chameleon,spider web,0.19239526987075806,bubble,0.0406683050096035,garden spider,0.02874027006328106,American alligator,0.026143133640289307,barn spider,0.02360055223107338,47.0,False
49,,Komodo dragon,spider web,0.19405178725719452,bubble,0.10939741879701614,menu,0.04887824133038521,American alligator,0.030098510906100273,jigsaw puzzle,0.021887758746743202,48.0,False
50,,African crocodile,spider web,0.5497722029685974,bubble,0.08154923468828201,lakeside,0.03287932649254799,seashore,0.02470516227185726,American alligator,0.02446235716342926,49.0,False
51,,American alligator,spider web,0.5286682844161987,bubble,0.032670680433511734,garden spider,0.031232642009854317,barn spider,0.01661013439297676,seashore,0.015447210520505905,50.0,False
52,,triceratops,bubble,0.22577281296253204,jigsaw puzzle,0.20980316400527954,spider web,0.10957463830709457,menu,0.06323467195034027,stupa,0.03358062356710434,51.0,False
53,,thunder snake,spider web,0.20173212885856628,nematode,0.053695157170295715,barn spider,0.04447562247514725,parachute,0.037824034690856934,bubble,0.03108333609998226,52.0,False
54,,ringneck snake,spider web,0.6832479238510132,garden spider,0.041990943253040314,bubble,0.030710551887750626,jigsaw puzzle,0.019500793889164925,barn spider,0.01792842335999012,53.0,False
55,,hognose snake,spider web,0.7706295847892761,bubble,0.04683242365717888,volcano,0.02110007032752037,fountain,0.020607592537999153,jigsaw puzzle,0.015966206789016724,54.0,False
56,,green snake,spider web,0.7099273800849915,garden spider,0.055838193744421005,bubble,0.04331381991505623,seashore,0.01714565046131611,black and gold garden spider,0.014060583896934986,55.0,False
57,,king snake,spider web,0.5031562447547913,bubble,0.03947179764509201,barn spider,0.03472151607275009,garden spider,0.034099142998456955,matchstick,0.016654929146170616,56.0,False
58,,garter snake,spider web,0.06572851538658142,bubble,0.04251891002058983,bathtub,0.028354467824101448,nematode,0.027564695104956627,sandbar,0.023993121460080147,57.0,False
59,,water snake,barn spider,0.10854732990264893,ant,0.04712145775556564,nematode,0.03880327194929123,spider web,0.02509118616580963,tick,0.019483014941215515,58.0,False
60,,vine snake,spider web,0.4219401776790619,American alligator,0.08091043680906296,garden spider,0.04090678319334984,barn spider,0.024958143010735512,seashore,0.023614633828401566,59.0,False
