Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,handkerchief,0.23675841093063354,goldfish,0.0726933404803276,jellyfish,0.058556850999593735,shower curtain,0.05698922276496887,tray,0.02749001607298851,0.0,False
2,,goldfish,starfish,0.23951378464698792,handkerchief,0.1435142606496811,plastic bag,0.07005368173122406,apron,0.05053330585360527,bib,0.04828628897666931,1.0,False
3,,great white shark,great white shark,0.45377665758132935,handkerchief,0.1698509007692337,brain coral,0.043169356882572174,stole,0.030575687065720558,fireboat,0.02553006261587143,2.0,True
4,,tiger shark,stole,0.1142231822013855,jean,0.04693635180592537,dishrag,0.04674357548356056,prayer rug,0.02843288704752922,quilt,0.02571939118206501,3.0,False
5,,hammerhead,handkerchief,0.27837687730789185,starfish,0.16219425201416016,pillow,0.058290593326091766,chain,0.05518291890621185,dalmatian,0.03694982826709747,4.0,False
6,,electric ray,electric ray,0.7495115399360657,stingray,0.1110166683793068,brain coral,0.038616977632045746,mitten,0.021451665088534355,flatworm,0.012731175869703293,5.0,True
7,,stingray,electric ray,0.4200301468372345,stingray,0.1316176801919937,ant,0.03669923543930054,sandbar,0.020365212112665176,sea cucumber,0.018215565010905266,6.0,True
8,,cock,handkerchief,0.22499926388263702,mitten,0.05869985744357109,Christmas stocking,0.05854150280356407,bonnet,0.055186498910188675,apron,0.053671494126319885,7.0,False
9,,hen,stole,0.19089290499687195,fountain,0.056985557079315186,volcano,0.052793022245168686,shower curtain,0.0378781296312809,jigsaw puzzle,0.02852185256779194,8.0,False
10,,ostrich,lakeside,0.10083629190921783,sandbar,0.09667801111936569,American alligator,0.05507916584610939,African crocodile,0.040768131613731384,stone wall,0.037618640810251236,9.0,False
11,,brambling,American alligator,0.11049490422010422,African crocodile,0.03971988335251808,ptarmigan,0.038895562291145325,manhole cover,0.03801582008600235,handkerchief,0.037842120975255966,10.0,False
12,,goldfinch,handkerchief,0.08598089963197708,leatherback turtle,0.06790323555469513,shovel,0.05945788323879242,apron,0.02846914529800415,jigsaw puzzle,0.02377094142138958,11.0,False
13,,house finch,handkerchief,0.4499276578426361,leatherback turtle,0.07601390033960342,shower curtain,0.07373396307229996,stole,0.05375216156244278,apron,0.031270358711481094,12.0,False
14,,junco,spider web,0.2476893812417984,shower curtain,0.1410790979862213,starfish,0.1276349574327469,chainlink fence,0.036385416984558105,fountain,0.03590772673487663,13.0,False
15,,indigo bunting,chainlink fence,0.06860394030809402,maze,0.059578027576208115,prayer rug,0.03991204872727394,ostrich,0.03820090740919113,bustard,0.033642008900642395,14.0,False
16,,robin,spider web,0.26226454973220825,fountain,0.20032110810279846,brassiere,0.04593315348029137,honeycomb,0.03432439640164375,umbrella,0.03177318349480629,15.0,False
17,,bulbul,spider web,0.3775193393230438,brain coral,0.04904252290725708,honeycomb,0.03500768542289734,handkerchief,0.03455689549446106,stingray,0.02681318111717701,16.0,False
18,,jay,great white shark,0.1691742092370987,chain mail,0.0745328962802887,handkerchief,0.07110022753477097,fountain,0.06718631088733673,Bedlington terrier,0.061290591955184937,17.0,False
19,,magpie,leopard,0.197097048163414,great grey owl,0.08252543210983276,ptarmigan,0.07664189487695694,cheetah,0.0740184411406517,bustard,0.05694998800754547,18.0,False
20,,chickadee,leatherback turtle,0.16779416799545288,handkerchief,0.08017400652170181,shovel,0.06682193279266357,bustard,0.027580231428146362,stingray,0.024930831044912338,19.0,False
21,,water ouzel,handkerchief,0.29437264800071716,leatherback turtle,0.14573504030704498,stingray,0.09117309004068375,starfish,0.08775006234645844,jellyfish,0.02886015921831131,20.0,False
22,,kite,starfish,0.39154839515686035,handkerchief,0.06561655551195145,necklace,0.051472581923007965,chainlink fence,0.04300139471888542,coral reef,0.018664199858903885,21.0,False
23,,bald eagle,American alligator,0.331678569316864,African crocodile,0.12547560036182404,binder,0.03604558855295181,sea cucumber,0.020622268319129944,menu,0.020520135760307312,22.0,False
24,,vulture,handkerchief,0.45687156915664673,prayer rug,0.17451180517673492,envelope,0.0551532618701458,chainlink fence,0.021027017384767532,jigsaw puzzle,0.020211275666952133,23.0,False
25,,great grey owl,fountain,0.2646198868751526,handkerchief,0.09454651921987534,shower curtain,0.06043021380901337,prayer rug,0.05435895547270775,megalith,0.03942948579788208,24.0,False
26,,European fire salamander,sea cucumber,0.1582009494304657,starfish,0.14517848193645477,coral reef,0.051563020795583725,ant,0.03579288721084595,sea anemone,0.03394981101155281,25.0,False
27,,common newt,starfish,0.8956688642501831,agama,0.02674194984138012,apron,0.01539614424109459,handkerchief,0.004935863893479109,chain mail,0.004798277281224728,26.0,False
28,,eft,ant,0.25322139263153076,honeycomb,0.138482466340065,starfish,0.09340447932481766,shower curtain,0.08972055464982986,spider web,0.07251157611608505,27.0,False
29,,spotted salamander,American alligator,0.27205735445022583,African crocodile,0.26951396465301514,European fire salamander,0.17055808007717133,Gila monster,0.14953389763832092,common newt,0.059955447912216187,28.0,False
30,,axolotl,eel,0.3936755061149597,common newt,0.2558443248271942,flatworm,0.047486986964941025,whiptail,0.04401829093694687,banded gecko,0.0400230772793293,29.0,False
31,,bullfrog,coral reef,0.15068674087524414,starfish,0.12161265313625336,stingray,0.10013920813798904,brain coral,0.09209811687469482,flatworm,0.07006508111953735,30.0,False
32,,tree frog,starfish,0.16509877145290375,honeycomb,0.14771081507205963,flatworm,0.09111709147691727,ant,0.08465459942817688,shovel,0.0436038076877594,31.0,False
33,,tailed frog,poncho,0.16054663062095642,sea cucumber,0.12600859999656677,stole,0.10966072976589203,doormat,0.08314897865056992,wool,0.05361129343509674,32.0,False
34,,loggerhead,great white shark,0.31688499450683594,stingray,0.2575429081916809,leatherback turtle,0.06450046598911285,starfish,0.04298456758260727,tiger shark,0.029373133555054665,33.0,False
35,,leatherback turtle,leatherback turtle,0.22405622899532318,starfish,0.1676921248435974,fountain,0.08440828323364258,sea cucumber,0.06310918182134628,chain,0.0391850471496582,34.0,True
36,,mud turtle,flatworm,0.2801588773727417,stingray,0.07273656129837036,volcano,0.05757632479071617,geyser,0.05015513673424721,sea cucumber,0.03687296062707901,35.0,False
37,,terrapin,honeycomb,0.8104433417320251,poncho,0.05688154324889183,stole,0.05086701363325119,handkerchief,0.01628619246184826,wool,0.008885931223630905,36.0,False
38,,box turtle,megalith,0.09665952622890472,brass,0.07584375888109207,stone wall,0.07388472557067871,spider web,0.052248213440179825,leatherback turtle,0.04709414765238762,37.0,False
39,,banded gecko,leatherback turtle,0.3913547694683075,banded gecko,0.09581176936626434,ant,0.04024621099233627,loggerhead,0.03263251110911369,whiptail,0.029121508821845055,38.0,True
40,,common iguana,shovel,0.12359942495822906,megalith,0.06530364602804184,plastic bag,0.06432799994945526,handkerchief,0.030005086213350296,mongoose,0.025427866727113724,39.0,False
41,,American chameleon,maze,0.17669421434402466,doormat,0.06307434290647507,honeycomb,0.053966786712408066,stone wall,0.048103444278240204,spider web,0.0450415164232254,40.0,False
42,,whiptail,shower curtain,0.17086943984031677,fountain,0.07010665535926819,shovel,0.03375468775629997,spider web,0.031226230785250664,ant,0.03106030821800232,41.0,False
43,,agama,starfish,0.2614137828350067,handkerchief,0.09319005161523819,apron,0.08960169553756714,agama,0.06667695194482803,bib,0.03747465834021568,42.0,True
44,,frilled lizard,starfish,0.2164870649576187,electric ray,0.13065201044082642,leatherback turtle,0.08323825150728226,hammerhead,0.06721369177103043,chain mail,0.06306961923837662,43.0,False
45,,alligator lizard,starfish,0.1558731347322464,leatherback turtle,0.10836829990148544,sidewinder,0.10521742701530457,diamondback,0.0673506110906601,handkerchief,0.06306065618991852,44.0,False
46,,Gila monster,shower curtain,0.1441740244626999,handkerchief,0.09020137041807175,leatherback turtle,0.07002869993448257,stole,0.04182378202676773,poncho,0.03322981670498848,45.0,False
47,,green lizard,American chameleon,0.3984810411930084,green lizard,0.20798873901367188,starfish,0.06065686047077179,Komodo dragon,0.0377473458647728,eel,0.02574346773326397,46.0,True
48,,African chameleon,handkerchief,0.2201453298330307,maze,0.04121549427509308,dishrag,0.038802653551101685,starfish,0.03745242580771446,stole,0.0335010401904583,47.0,False
49,,Komodo dragon,African crocodile,0.20962069928646088,Komodo dragon,0.18831251561641693,Gila monster,0.08984345942735672,leopard,0.086635522544384,bustard,0.07160752266645432,48.0,True
50,,African crocodile,volcano,0.1805083006620407,geyser,0.15432259440422058,maze,0.10411635786294937,leatherback turtle,0.06128055602312088,starfish,0.04629772529006004,49.0,False
51,,American alligator,sea cucumber,0.08480073511600494,stingray,0.07435207813978195,broccoli,0.0705144926905632,starfish,0.06578182429075241,maze,0.05210040137171745,50.0,False
52,,triceratops,maze,0.1972883939743042,prayer rug,0.059779003262519836,brass,0.048865728080272675,spider web,0.04854721948504448,chainlink fence,0.03285699337720871,51.0,False
53,,thunder snake,starfish,0.6917859315872192,thunder snake,0.04562309756875038,poncho,0.021615052595734596,coil,0.020660653710365295,sea anemone,0.01567218080163002,52.0,True
54,,ringneck snake,starfish,0.2579888701438904,handkerchief,0.10103075951337814,coral reef,0.07330423593521118,prayer rug,0.07205463945865631,ant,0.042421698570251465,53.0,False
55,,hognose snake,starfish,0.2813880145549774,Gila monster,0.09686227142810822,sea cucumber,0.08991299569606781,stole,0.05954274535179138,prayer rug,0.03925646096467972,54.0,False
56,,green snake,tennis ball,0.25030162930488586,green mamba,0.2232198417186737,green snake,0.18278276920318604,honeycomb,0.09532296657562256,green lizard,0.050829894840717316,55.0,True
57,,king snake,diamondback,0.2435571253299713,sidewinder,0.14662867784500122,sea snake,0.11387837678194046,hognose snake,0.09473290294408798,horned viper,0.08596991002559662,56.0,False
58,,garter snake,sidewinder,0.22127117216587067,diamondback,0.21448180079460144,horned viper,0.20975221693515778,hognose snake,0.0649816170334816,night snake,0.06229662150144577,57.0,False
59,,water snake,leatherback turtle,0.4857245087623596,starfish,0.04313373565673828,loggerhead,0.03993213176727295,sidewinder,0.03792741894721985,horned viper,0.026039766147732735,58.0,False
60,,vine snake,fountain,0.349311500787735,honeycomb,0.08888226747512817,beer glass,0.0726771354675293,shower curtain,0.04749016836285591,pitcher,0.04043680056929588,59.0,False
61,,night snake,spider web,0.16369369626045227,starfish,0.13052840530872345,handkerchief,0.11925091594457626,shower curtain,0.09326042979955673,geyser,0.04435122385621071,60.0,False
62,,boa constrictor,starfish,0.22688980400562286,jellyfish,0.12239203602075577,stole,0.07201718538999557,brain coral,0.06204824894666672,chain mail,0.03818065673112869,61.0,False
63,,rock python,leatherback turtle,0.26720988750457764,starfish,0.07571449130773544,shovel,0.04799475520849228,maze,0.03358929231762886,geyser,0.02838324010372162,62.0,False
64,,Indian cobra,handkerchief,0.23328034579753876,jellyfish,0.09547509998083115,tray,0.07880134135484695,prayer rug,0.07816103845834732,stole,0.05097299441695213,63.0,False
65,,green mamba,spider web,0.3288171887397766,coral reef,0.06612205505371094,shower curtain,0.04101172089576721,chainlink fence,0.034760482609272,handkerchief,0.029718779027462006,64.0,False
66,,sea snake,slug,0.2200608253479004,banana,0.1481243222951889,eel,0.10713975876569748,flatworm,0.09030891209840775,sea cucumber,0.07600393146276474,65.0,False
67,,horned viper,sea cucumber,0.22170224785804749,starfish,0.07141303271055222,flatworm,0.06526459008455276,eel,0.04587021842598915,broccoli,0.041548896580934525,66.0,False
68,,diamondback,honeycomb,0.446562260389328,starfish,0.04597606137394905,ant,0.04182333126664162,shovel,0.03519080951809883,sea cucumber,0.03492916002869606,67.0,False
69,,sidewinder,diamondback,0.2586343586444855,sidewinder,0.07052594423294067,leatherback turtle,0.05969884246587753,horned viper,0.057193879038095474,shower cap,0.04991922900080681,68.0,True
70,,trilobite,chain mail,0.17791453003883362,starfish,0.1034201979637146,sea cucumber,0.06265480071306229,brain coral,0.04400085657835007,leatherback turtle,0.04341355711221695,69.0,False
71,,harvestman,starfish,0.07129661738872528,stole,0.038467418402433395,honeycomb,0.03573544695973396,spider web,0.025807807222008705,jigsaw puzzle,0.024998795241117477,70.0,False
72,,scorpion,starfish,0.10717537254095078,prayer rug,0.08255194127559662,maze,0.07349979132413864,stole,0.0506766140460968,bubble,0.03590064123272896,71.0,False
73,,black and gold garden spider,poncho,0.21151110529899597,bath towel,0.18632617592811584,shower curtain,0.11753081530332565,stole,0.1097402423620224,wool,0.023865245282649994,72.0,False
74,,barn spider,American alligator,0.2010822892189026,spider web,0.11627744138240814,Gila monster,0.05865108594298363,bustard,0.05202339589595795,African crocodile,0.04967758432030678,73.0,False
75,,garden spider,cheetah,0.13627119362354279,spider web,0.11233141273260117,leopard,0.1075909435749054,bustard,0.07581712305545807,diamondback,0.059460729360580444,74.0,False
76,,black widow,knot,0.22065865993499756,handkerchief,0.18047891557216644,necklace,0.1603982150554657,chain,0.07801730930805206,starfish,0.047610048204660416,75.0,False
77,,tarantula,leatherback turtle,0.3845345079898834,starfish,0.05741403251886368,fountain,0.05109960958361626,loggerhead,0.03861067071557045,brain coral,0.034080542623996735,76.0,False
78,,wolf spider,shower curtain,0.22236499190330505,shovel,0.10026112198829651,maze,0.06399639695882797,fountain,0.042703237384557724,volcano,0.03559604659676552,77.0,False
79,,tick,shower curtain,0.19999954104423523,ant,0.1057969257235527,fountain,0.0798659548163414,chainlink fence,0.07357775419950485,starfish,0.04482732713222504,78.0,False
