Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,handkerchief,0.2594631016254425,jigsaw puzzle,0.11956486850976944,envelope,0.09452921152114868,shower curtain,0.07027561962604523,spider web,0.0382123664021492,0.0,False
2,,goldfish,handkerchief,0.5074357390403748,bib,0.057426758110523224,plastic bag,0.04749770835042,binder,0.04100613668560982,shower curtain,0.04062787443399429,1.0,False
3,,great white shark,handkerchief,0.2702499330043793,great white shark,0.16860195994377136,jellyfish,0.08472723513841629,stole,0.045080140233039856,stingray,0.03472648561000824,2.0,True
4,,tiger shark,stole,0.07174880057573318,dishrag,0.04055659472942352,shower curtain,0.031420137733221054,quilt,0.02937471680343151,prayer rug,0.01960640773177147,3.0,False
5,,hammerhead,shower curtain,0.2979196012020111,handkerchief,0.10674117505550385,window screen,0.06395872682332993,tray,0.060379114001989365,envelope,0.03905000910162926,4.0,False
6,,electric ray,electric ray,0.5985959768295288,stingray,0.237958624958992,mitten,0.018519647419452667,sea cucumber,0.0141758406534791,bib,0.01309055183082819,5.0,True
7,,stingray,jigsaw puzzle,0.12304314225912094,Petri dish,0.06408314406871796,bubble,0.049264829605817795,sandbar,0.040538888424634933,shower curtain,0.03630681708455086,6.0,False
8,,cock,jigsaw puzzle,0.4153415262699127,handkerchief,0.07614195346832275,shower curtain,0.04945054650306702,bubble,0.048463523387908936,pillow,0.028939194977283478,7.0,False
9,,hen,volcano,0.10257889330387115,handkerchief,0.07374869287014008,shower curtain,0.05797617509961128,spider web,0.0429825596511364,jigsaw puzzle,0.03715180978178978,8.0,False
10,,ostrich,American alligator,0.7007026076316833,African crocodile,0.10292202979326248,lakeside,0.022396035492420197,menu,0.014269998297095299,tray,0.0105114271864295,9.0,False
11,,brambling,starfish,0.08153516799211502,manhole cover,0.06932607293128967,brass,0.04819326847791672,American alligator,0.03810446336865425,maze,0.029252689331769943,10.0,False
12,,goldfinch,leatherback turtle,0.12926752865314484,American alligator,0.06693821400403976,handkerchief,0.0639985054731369,maze,0.05330749973654747,African crocodile,0.052851639688014984,11.0,False
13,,house finch,handkerchief,0.09896216541528702,menu,0.06577618420124054,American alligator,0.063890241086483,leatherback turtle,0.06255612522363663,envelope,0.05732075870037079,12.0,False
14,,junco,spider web,0.5998033881187439,shower curtain,0.09008079022169113,jigsaw puzzle,0.027907537296414375,bubble,0.018169229850172997,chain,0.012874327600002289,13.0,False
15,,indigo bunting,prayer rug,0.08291758596897125,stole,0.05323018133640289,shower curtain,0.04126198589801788,bustard,0.034400079399347305,poncho,0.03360376134514809,14.0,False
16,,robin,spider web,0.5429109334945679,fountain,0.07962815463542938,shower curtain,0.07432529330253601,jigsaw puzzle,0.032830093055963516,starfish,0.024809500202536583,15.0,False
17,,bulbul,spider web,0.4874449670314789,maze,0.0322805792093277,handkerchief,0.024614708498120308,American alligator,0.024137375876307487,stingray,0.01583046279847622,16.0,False
18,,jay,handkerchief,0.3115544319152832,fountain,0.04779338836669922,great white shark,0.047698408365249634,volcano,0.044053442776203156,geyser,0.032700762152671814,17.0,False
19,,magpie,American alligator,0.28333422541618347,jigsaw puzzle,0.07918740808963776,African crocodile,0.07224994152784348,menu,0.06839662045240402,handkerchief,0.029664652422070503,18.0,False
20,,chickadee,volcano,0.1301351934671402,handkerchief,0.11697689443826675,leatherback turtle,0.05463016778230667,American alligator,0.05018448457121849,spider web,0.04818608984351158,19.0,False
21,,water ouzel,menu,0.11306079477071762,American alligator,0.09323625266551971,binder,0.07080553472042084,spider web,0.05718415603041649,jigsaw puzzle,0.05264315381646156,20.0,False
22,,kite,handkerchief,0.675263524055481,shower curtain,0.10420877486467361,jigsaw puzzle,0.032894525676965714,pillow,0.019053632393479347,quilt,0.014477353543043137,21.0,False
23,,bald eagle,American alligator,0.2986539602279663,African crocodile,0.09361939877271652,menu,0.047927893698215485,binder,0.04565113037824631,Petri dish,0.03528152033686638,22.0,False
24,,vulture,jigsaw puzzle,0.27760574221611023,spider web,0.17877617478370667,American alligator,0.05960146710276604,shower curtain,0.03673291578888893,handkerchief,0.03640689700841904,23.0,False
25,,great grey owl,shower curtain,0.2690652906894684,jigsaw puzzle,0.12872403860092163,handkerchief,0.10286948829889297,fountain,0.035219985991716385,brass,0.030283214524388313,24.0,False
26,,European fire salamander,jigsaw puzzle,0.1595342755317688,ant,0.03754847124218941,bubble,0.0374109260737896,dough,0.031113531440496445,honeycomb,0.026627564802765846,25.0,False
27,,common newt,starfish,0.25931328535079956,handkerchief,0.20883674919605255,jigsaw puzzle,0.1658104956150055,pillow,0.04564407467842102,bib,0.019705720245838165,26.0,False
28,,eft,shower curtain,0.42570191621780396,jigsaw puzzle,0.1312713623046875,spider web,0.10546432435512543,ant,0.03903944790363312,handkerchief,0.0328817218542099,27.0,False
29,,spotted salamander,African crocodile,0.3177036643028259,American alligator,0.3071766197681427,common newt,0.13200873136520386,European fire salamander,0.04536917060613632,spider web,0.01586151495575905,28.0,False
30,,axolotl,handkerchief,0.06385805457830429,tray,0.06317536532878876,shower curtain,0.057033244520425797,mixing bowl,0.041249051690101624,jigsaw puzzle,0.036326318979263306,29.0,False
31,,bullfrog,starfish,0.1284605711698532,coral reef,0.09613455832004547,fountain,0.07639434188604355,sea cucumber,0.06311188638210297,American alligator,0.04965602234005928,30.0,False
32,,tree frog,shovel,0.118581622838974,starfish,0.10059957206249237,ant,0.061959896236658096,jigsaw puzzle,0.057443391531705856,African crocodile,0.0373089499771595,31.0,False
33,,tailed frog,handkerchief,0.10889105498790741,leatherback turtle,0.08684852719306946,envelope,0.03982199355959892,starfish,0.033072616904973984,dishrag,0.029345037415623665,32.0,False
34,,loggerhead,jigsaw puzzle,0.09277975559234619,stingray,0.047455646097660065,sandbar,0.04030493646860123,tray,0.039954643696546555,American alligator,0.03636328503489494,33.0,False
35,,leatherback turtle,fountain,0.1925077587366104,bathing cap,0.11047423630952835,shower curtain,0.0709427148103714,starfish,0.04479846730828285,paddle,0.030518539249897003,34.0,False
36,,mud turtle,spider web,0.47736015915870667,fountain,0.1468929797410965,geyser,0.05332912504673004,bathing cap,0.028804318979382515,bubble,0.0194698479026556,35.0,False
37,,terrapin,handkerchief,0.2039920836687088,honeycomb,0.07454725354909897,shower curtain,0.057630375027656555,stole,0.04859207198023796,gown,0.04390829801559448,36.0,False
38,,box turtle,shower curtain,0.08109012991189957,spider web,0.0677197203040123,bubble,0.04028494283556938,handkerchief,0.03384926915168762,envelope,0.03291211277246475,37.0,False
39,,banded gecko,jigsaw puzzle,0.0845470055937767,bubble,0.07661110907793045,American alligator,0.05077723413705826,leatherback turtle,0.04262718930840492,shower curtain,0.03887004032731056,38.0,False
40,,common iguana,shower curtain,0.15703105926513672,spider web,0.07320187240839005,handkerchief,0.06365039944648743,fountain,0.053548045456409454,volcano,0.051635872572660446,39.0,False
41,,American chameleon,maze,0.1084427610039711,spider web,0.07884778827428818,honeycomb,0.06441909074783325,handkerchief,0.0429716631770134,ant,0.03495725989341736,40.0,False
42,,whiptail,bubble,0.2906915545463562,spider web,0.15888553857803345,shower curtain,0.12187527120113373,jigsaw puzzle,0.04611840471625328,menu,0.026539575308561325,41.0,False
43,,agama,dishrag,0.08106967061758041,handkerchief,0.08077917993068695,volcano,0.07552403211593628,menu,0.04972125589847565,starfish,0.04538491368293762,42.0,False
44,,frilled lizard,starfish,0.3861076533794403,leatherback turtle,0.06612695008516312,brain coral,0.05788622051477432,hammerhead,0.04342495650053024,maze,0.04064111039042473,43.0,False
45,,alligator lizard,spider web,0.3399348258972168,bubble,0.16920703649520874,shower curtain,0.10840296000242233,jigsaw puzzle,0.03740881010890007,fountain,0.011727225966751575,44.0,False
46,,Gila monster,shower curtain,0.08355671167373657,spider web,0.05364902317523956,jigsaw puzzle,0.0487343855202198,handkerchief,0.03452735394239426,envelope,0.03415876254439354,45.0,False
47,,green lizard,American alligator,0.15271279215812683,African crocodile,0.11370512843132019,starfish,0.0702703595161438,American chameleon,0.0503578707575798,stingray,0.04914052411913872,46.0,False
48,,African chameleon,spider web,0.18916165828704834,handkerchief,0.05695740506052971,shower curtain,0.05402875319123268,tray,0.046269312500953674,jigsaw puzzle,0.04040508344769478,47.0,False
49,,Komodo dragon,leatherback turtle,0.29420986771583557,African crocodile,0.24559400975704193,American alligator,0.1927340179681778,loggerhead,0.03223462402820587,sea cucumber,0.03024548850953579,48.0,False
50,,African crocodile,volcano,0.15933263301849365,geyser,0.15888190269470215,sandbar,0.1036175936460495,menu,0.06681087613105774,African crocodile,0.04886610433459282,49.0,True
