Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,spider web,0.4169359505176544,menu,0.09871142357587814,jigsaw puzzle,0.08680187165737152,shower curtain,0.03996236249804497,envelope,0.03405972570180893,0.0,False
2,,goldfish,handkerchief,0.23498675227165222,tray,0.07845035940408707,binder,0.07237642258405685,menu,0.06674197316169739,jigsaw puzzle,0.06619139015674591,1.0,False
3,,great white shark,handkerchief,0.25715622305870056,volcano,0.07287725061178207,menu,0.06349324434995651,shower curtain,0.04994308575987816,great white shark,0.037181951105594635,2.0,True
4,,tiger shark,stole,0.039751410484313965,American alligator,0.03522837907075882,shower curtain,0.03219706192612648,jigsaw puzzle,0.02616553194820881,dishrag,0.02487904764711857,3.0,False
5,,hammerhead,shower curtain,0.2695748507976532,spider web,0.06106477603316307,bubble,0.058070454746484756,tray,0.025444773957133293,envelope,0.025095827877521515,4.0,False
6,,electric ray,stingray,0.12088022381067276,bib,0.10122706741094589,electric ray,0.09566088765859604,sea cucumber,0.09565068036317825,jellyfish,0.07107550650835037,5.0,True
7,,stingray,bubble,0.09911341220140457,Petri dish,0.07142943888902664,nematode,0.05976203829050064,shower curtain,0.044293828308582306,tub,0.035636432468891144,6.0,False
8,,cock,jigsaw puzzle,0.1981249898672104,spider web,0.0864865779876709,Petri dish,0.06763517111539841,bubble,0.06121083348989487,handkerchief,0.047677163034677505,7.0,False
9,,hen,jigsaw puzzle,0.21803760528564453,spider web,0.06778492033481598,menu,0.042428791522979736,chain,0.02546859160065651,volcano,0.025203460827469826,8.0,False
10,,ostrich,American alligator,0.5199151039123535,African crocodile,0.11462549865245819,lakeside,0.07368846982717514,menu,0.029898453503847122,sandbar,0.021879933774471283,9.0,False
11,,brambling,jigsaw puzzle,0.07614950835704803,American alligator,0.06257983297109604,brass,0.058142900466918945,fountain,0.03447268158197403,African crocodile,0.030289314687252045,10.0,False
12,,goldfinch,leatherback turtle,0.0974668338894844,American alligator,0.08571010828018188,jigsaw puzzle,0.07445274293422699,spider web,0.058648183941841125,volcano,0.03588791564106941,11.0,False
13,,house finch,spider web,0.4431745409965515,menu,0.08613891899585724,shower curtain,0.04331016540527344,envelope,0.03628993779420853,American alligator,0.02240804024040699,12.0,False
14,,junco,spider web,0.8885326385498047,garden spider,0.028655007481575012,jigsaw puzzle,0.013689743354916573,barn spider,0.006969218607991934,menu,0.006093199364840984,13.0,False
15,,indigo bunting,maze,0.05727897211909294,jigsaw puzzle,0.042661380022764206,shower curtain,0.025698993355035782,fountain,0.024754878133535385,prayer rug,0.022855089977383614,14.0,False
16,,robin,spider web,0.5313704013824463,fountain,0.20912553369998932,jigsaw puzzle,0.0471329391002655,garden spider,0.01325225830078125,jellyfish,0.01256120391190052,15.0,False
17,,bulbul,spider web,0.576950192451477,maze,0.045572225004434586,American alligator,0.024323483929038048,tennis ball,0.018558744341135025,garden spider,0.018083376809954643,16.0,False
18,,jay,handkerchief,0.1569572240114212,fountain,0.14931568503379822,geyser,0.07091207057237625,jigsaw puzzle,0.058588605374097824,volcano,0.042703233659267426,17.0,False
19,,magpie,jigsaw puzzle,0.08070182800292969,American alligator,0.0776623860001564,bubble,0.052833639085292816,menu,0.048566821962594986,spider web,0.03792734816670418,18.0,False
20,,chickadee,spider web,0.3082731366157532,fountain,0.10468988120555878,volcano,0.10411311686038971,geyser,0.08993274718523026,bubble,0.03256921470165253,19.0,False
21,,water ouzel,spider web,0.33351314067840576,jigsaw puzzle,0.15101982653141022,menu,0.0917782410979271,bubble,0.04257015883922577,American alligator,0.026637792587280273,20.0,False
22,,kite,spider web,0.36962074041366577,shower curtain,0.15975706279277802,jigsaw puzzle,0.11102791130542755,bubble,0.0878830999135971,tub,0.02520754560828209,21.0,False
23,,bald eagle,American alligator,0.1958913505077362,African crocodile,0.06751026958227158,Petri dish,0.06485971808433533,menu,0.054596059024333954,jigsaw puzzle,0.035956475883722305,22.0,False
24,,vulture,spider web,0.6976065039634705,bubble,0.06128130480647087,American alligator,0.046450208872556686,jigsaw puzzle,0.027120094746351242,garden spider,0.014262570068240166,23.0,False
25,,great grey owl,jigsaw puzzle,0.27565890550613403,shower curtain,0.1333019733428955,spider web,0.08999470621347427,menu,0.046181682497262955,envelope,0.04142884537577629,24.0,False
26,,European fire salamander,jigsaw puzzle,0.11429525911808014,ant,0.04340817779302597,bubble,0.036122117191553116,menu,0.023061757907271385,spider web,0.02025645785033703,25.0,False
27,,common newt,jigsaw puzzle,0.23435060679912567,handkerchief,0.17345310747623444,Petri dish,0.059838730841875076,pillow,0.05137268826365471,menu,0.04261433705687523,26.0,False
28,,eft,jigsaw puzzle,0.43415969610214233,shower curtain,0.21299314498901367,spider web,0.10082368552684784,bubble,0.03043552115559578,handkerchief,0.020318355411291122,27.0,False
29,,spotted salamander,spider web,0.24624553322792053,menu,0.12709647417068481,American alligator,0.09888613224029541,Petri dish,0.07799234986305237,jigsaw puzzle,0.03813739866018295,28.0,False
30,,axolotl,spider web,0.12337047606706619,jigsaw puzzle,0.12052754312753677,bubble,0.07061316072940826,shower curtain,0.05909999832510948,American alligator,0.03591031953692436,29.0,False
31,,bullfrog,American alligator,0.16354312002658844,fountain,0.0808146521449089,volcano,0.05703723058104515,sandbar,0.05011162534356117,starfish,0.04232301935553551,30.0,False
32,,tree frog,leatherback turtle,0.08751415461301804,ant,0.06891469657421112,shovel,0.06575193256139755,starfish,0.059808384627103806,jigsaw puzzle,0.04423191398382187,31.0,False
33,,tailed frog,leatherback turtle,0.09870797395706177,menu,0.056670740246772766,envelope,0.04481895640492439,dough,0.04467744380235672,sandbar,0.043508101254701614,32.0,False
34,,loggerhead,jigsaw puzzle,0.2508571147918701,spider web,0.10398373752832413,American alligator,0.08740685135126114,bubble,0.066436767578125,menu,0.04272017627954483,33.0,False
35,,leatherback turtle,fountain,0.29685360193252563,spider web,0.12182929366827011,American alligator,0.06393755972385406,bubble,0.06180938705801964,shower curtain,0.043203048408031464,34.0,False
36,,mud turtle,spider web,0.8878859281539917,fountain,0.041799865663051605,bubble,0.00842820480465889,garden spider,0.0047905114479362965,American alligator,0.0037005776539444923,35.0,False
37,,terrapin,menu,0.17951585352420807,shower curtain,0.07367292046546936,jigsaw puzzle,0.0659468024969101,American alligator,0.042530301958322525,handkerchief,0.040686026215553284,36.0,False
38,,box turtle,spider web,0.0872415155172348,bubble,0.049922168254852295,American alligator,0.022879259660840034,dough,0.021247252821922302,nematode,0.018092194572091103,37.0,False
39,,banded gecko,bubble,0.25633350014686584,American alligator,0.073723204433918,jigsaw puzzle,0.054361630231142044,spider web,0.04606249928474426,nematode,0.03538740053772926,38.0,False
40,,common iguana,shower curtain,0.14521831274032593,spider web,0.073227159678936,fountain,0.06429625302553177,chainlink fence,0.04022426903247833,jigsaw puzzle,0.030746014788746834,39.0,False
41,,American chameleon,American alligator,0.11765503138303757,African crocodile,0.10238031297922134,menu,0.09198082983493805,handkerchief,0.055637210607528687,stole,0.0532037653028965,40.0,False
42,,whiptail,spider web,0.2548079192638397,bubble,0.1809612512588501,menu,0.05204608663916588,shower curtain,0.031859662383794785,American alligator,0.024824460968375206,41.0,False
43,,agama,volcano,0.27872198820114136,menu,0.04937839135527611,leatherback turtle,0.03593180328607559,paintbrush,0.03459581732749939,redshank,0.02913355827331543,42.0,False
44,,frilled lizard,starfish,0.49863237142562866,hammerhead,0.1387641727924347,leatherback turtle,0.05035261809825897,electric ray,0.022517267614603043,shovel,0.011416812427341938,43.0,False
45,,alligator lizard,spider web,0.6220892667770386,bubble,0.15728428959846497,garden spider,0.01828863099217415,shower curtain,0.017681140452623367,fountain,0.017609059810638428,44.0,False
46,,Gila monster,spider web,0.21983052790164948,envelope,0.03260151296854019,shower curtain,0.030844347551465034,nematode,0.026996493339538574,bubble,0.02373836748301983,45.0,False
47,,green lizard,stingray,0.27639880776405334,American alligator,0.12589292228221893,leatherback turtle,0.07490912079811096,loggerhead,0.06585150212049484,African crocodile,0.059628572314977646,46.0,False
48,,African chameleon,spider web,0.5143193602561951,shower curtain,0.04212373495101929,garden spider,0.021490441635251045,ant,0.0200794730335474,jigsaw puzzle,0.019796108826994896,47.0,False
49,,Komodo dragon,American alligator,0.4091525375843048,African crocodile,0.15417160093784332,leatherback turtle,0.08566995710134506,spider web,0.027593916282057762,menu,0.020722970366477966,48.0,False
50,,African crocodile,sandbar,0.06929659843444824,American alligator,0.06327562779188156,spider web,0.04737639054656029,menu,0.04598443582653999,bubble,0.04597724601626396,49.0,False
51,,American alligator,volcano,0.1080346629023552,American alligator,0.08156891167163849,sandbar,0.03947833925485611,African crocodile,0.02804379351437092,leatherback turtle,0.023145774379372597,50.0,True
52,,triceratops,crossword puzzle,0.09731921553611755,menu,0.039170023053884506,jigsaw puzzle,0.03815772011876106,brass,0.038137875497341156,maze,0.035571079701185226,51.0,False
53,,thunder snake,spider web,0.6823252439498901,bubble,0.1636991798877716,jigsaw puzzle,0.02633652649819851,shower curtain,0.019061587750911713,Petri dish,0.005596365313977003,52.0,False
54,,ringneck snake,spider web,0.33033159375190735,jigsaw puzzle,0.2859528958797455,bubble,0.022616172209382057,menu,0.020845428109169006,volcano,0.019780918955802917,53.0,False
55,,hognose snake,starfish,0.2585008442401886,sea cucumber,0.10203742980957031,stingray,0.053034327924251556,maze,0.039408404380083084,fountain,0.03394395858049393,54.0,False
56,,green snake,spider web,0.17955240607261658,American alligator,0.10389392077922821,jigsaw puzzle,0.08441020548343658,shower curtain,0.0700821653008461,tennis ball,0.0426938459277153,55.0,False
57,,king snake,spider web,0.5222731232643127,jigsaw puzzle,0.1298031061887741,bubble,0.07096599787473679,chain,0.027218826115131378,American alligator,0.01977255381643772,56.0,False
58,,garter snake,spider web,0.30298006534576416,bubble,0.12940753996372223,shower curtain,0.08132480084896088,jigsaw puzzle,0.07271188497543335,bathtub,0.045529890805482864,57.0,False
