Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,nematode,0.10590663552284241,barn spider,0.061354294419288635,spider web,0.03172524273395538,common newt,0.030457627028226852,parachute,0.028722019866108894,0.0,False
2,,goldfish,spider web,0.2862578332424164,bubble,0.0915353074669838,seashore,0.03503718599677086,garden spider,0.03410964831709862,lemon,0.028659667819738388,1.0,False
3,,great white shark,spider web,0.5322487354278564,fountain,0.06065529212355614,parachute,0.04242192208766937,seashore,0.03941509872674942,bubble,0.039064232259988785,2.0,False
4,,tiger shark,spider web,0.3593914806842804,jigsaw puzzle,0.24921494722366333,bubble,0.10157850384712219,balloon,0.028580384328961372,envelope,0.0188673734664917,3.0,False
5,,hammerhead,nematode,0.0958917960524559,barn spider,0.017674103379249573,switch,0.011922286823391914,seashore,0.011696310713887215,screw,0.011405074037611485,4.0,False
6,,electric ray,spider web,0.6996977925300598,bubble,0.09398753941059113,balloon,0.025794295594096184,garden spider,0.02153955027461052,lemon,0.015968289226293564,5.0,False
7,,stingray,nematode,0.10870185494422913,switch,0.02371457777917385,barn spider,0.022093772888183594,matchstick,0.018813762813806534,tick,0.010184398852288723,6.0,False
8,,cock,parachute,0.37831631302833557,spider web,0.09061166644096375,barn spider,0.0904853343963623,garden spider,0.03168470785021782,balloon,0.020420556887984276,7.0,False
9,,hen,parachute,0.19097505509853363,nematode,0.1072336956858635,spider web,0.08160228282213211,seashore,0.07198935002088547,barn spider,0.03071073815226555,8.0,False
10,,ostrich,spider web,0.1435568928718567,barn spider,0.13912969827651978,parachute,0.036937031894922256,garden spider,0.022799884900450706,American alligator,0.021811937913298607,9.0,False
11,,brambling,nematode,0.14742934703826904,barn spider,0.04449889436364174,switch,0.03558657690882683,seashore,0.028405742719769478,black widow,0.028122788295149803,10.0,False
12,,goldfinch,spider web,0.11190560460090637,seashore,0.04922071844339371,parachute,0.046895597130060196,bubble,0.04015455022454262,barn spider,0.03264228627085686,11.0,False
13,,house finch,nematode,0.04983537271618843,barn spider,0.033843688666820526,tick,0.02093234471976757,switch,0.016068806871771812,letter opener,0.015342989936470985,12.0,False
14,,junco,nematode,0.057326000183820724,letter opener,0.018306635320186615,matchstick,0.014389606192708015,barn spider,0.0129215307533741,cleaver,0.009809999726712704,13.0,False
15,,indigo bunting,jigsaw puzzle,0.3408951461315155,spider web,0.2561796307563782,bubble,0.09847237169742584,envelope,0.03876027464866638,seashore,0.018408197909593582,14.0,False
16,,robin,parachute,0.10639588534832001,barn spider,0.07893048971891403,nematode,0.05178353562951088,spider web,0.0502648800611496,black widow,0.0349639356136322,15.0,False
17,,bulbul,spider web,0.07032036036252975,bubble,0.03017604351043701,barn spider,0.026171062141656876,volcano,0.025570711120963097,nematode,0.022631190717220306,16.0,False
18,,jay,spider web,0.7454295754432678,bubble,0.04531681537628174,garden spider,0.03865697979927063,nematode,0.016970517113804817,barn spider,0.01402373518794775,17.0,False
19,,magpie,parachute,0.20657086372375488,barn spider,0.16799643635749817,spider web,0.15222910046577454,garden spider,0.04501684755086899,ant,0.033053554594516754,18.0,False
20,,chickadee,parachute,0.07656019181013107,bubble,0.03466280922293663,barn spider,0.02523203380405903,nematode,0.0242938082665205,spider web,0.023639876395463943,19.0,False
21,,water ouzel,parachute,0.11479272693395615,envelope,0.07920539379119873,barn spider,0.07536742091178894,nematode,0.06502086669206619,spider web,0.04225222393870354,20.0,False
22,,kite,parachute,0.6088987588882446,barn spider,0.04612361267209053,tick,0.03365101292729378,nematode,0.02411072328686714,airship,0.01869620941579342,21.0,False
23,,bald eagle,spider web,0.20693719387054443,American alligator,0.07594958692789078,bubble,0.03276900574564934,African crocodile,0.02900877222418785,menu,0.028749980032444,22.0,False
24,,vulture,envelope,0.069869264960289,parachute,0.024108484387397766,letter opener,0.016078786924481392,barn spider,0.013566885143518448,jersey,0.012463917955756187,23.0,False
25,,great grey owl,nematode,0.14546343684196472,spider web,0.08515965938568115,seashore,0.07426145672798157,barn spider,0.05010927841067314,parachute,0.04875657334923744,24.0,False
26,,European fire salamander,parachute,0.2768058478832245,seashore,0.13875308632850647,airship,0.027823464944958687,nematode,0.02385329268872738,balloon,0.022574950009584427,25.0,False
27,,common newt,barn spider,0.19473570585250854,spider web,0.10883492976427078,ant,0.08445432037115097,parachute,0.06942644715309143,nematode,0.046887125819921494,26.0,False
28,,eft,nematode,0.15485088527202606,spider web,0.05305853113532066,barn spider,0.03782542794942856,parachute,0.034680191427469254,seashore,0.02473635785281658,27.0,False
29,,spotted salamander,nematode,0.23001359403133392,screw,0.03343331813812256,parachute,0.03159083053469658,matchstick,0.029780523851513863,tick,0.028804518282413483,28.0,False
30,,axolotl,nematode,0.1035146415233612,barn spider,0.07566910982131958,spider web,0.062062185257673264,parachute,0.028382979333400726,screw,0.024901747703552246,29.0,False
31,,bullfrog,spider web,0.201095312833786,barn spider,0.055010221898555756,garden spider,0.047994181513786316,bubble,0.037961144000291824,seashore,0.027172669768333435,30.0,False
32,,tree frog,spider web,0.8338590860366821,bubble,0.031254611909389496,garden spider,0.01849743165075779,jigsaw puzzle,0.014603640884160995,seashore,0.006543214898556471,31.0,False
33,,tailed frog,nematode,0.09027408063411713,barn spider,0.03391644358634949,matchstick,0.024282554164528847,switch,0.017401887103915215,tick,0.015422269701957703,32.0,False
34,,loggerhead,nematode,0.06662975251674652,seashore,0.03680414706468582,parachute,0.028087293729186058,envelope,0.02644175849854946,ballpoint,0.01570976711809635,33.0,False
35,,leatherback turtle,spider web,0.18131421506404877,nematode,0.09898678958415985,bubble,0.09781919419765472,barn spider,0.05165494233369827,ant,0.050248194485902786,34.0,False
36,,mud turtle,spider web,0.42779049277305603,bubble,0.08334074914455414,barn spider,0.06609588861465454,garden spider,0.03259877488017082,seashore,0.026984861120581627,35.0,False
37,,terrapin,nematode,0.18635228276252747,barn spider,0.0272328220307827,seashore,0.025036951526999474,switch,0.019801100715994835,sandbar,0.017018113285303116,36.0,False
38,,box turtle,nematode,0.11761236935853958,envelope,0.05807998403906822,barn spider,0.05357114598155022,parachute,0.0423174649477005,tick,0.028521237894892693,37.0,False
39,,banded gecko,nematode,0.048481233417987823,barn spider,0.02719845250248909,parachute,0.02018754370510578,tick,0.015300897881388664,space shuttle,0.013563338667154312,38.0,False
40,,common iguana,spider web,0.18367981910705566,parachute,0.055100664496421814,bubble,0.044094424694776535,barn spider,0.034538738429546356,seashore,0.03316463902592659,39.0,False
41,,American chameleon,jigsaw puzzle,0.20222869515419006,spider web,0.19500303268432617,seashore,0.08821500092744827,bubble,0.046501222997903824,nematode,0.04610326141119003,40.0,False
42,,whiptail,nematode,0.12627504765987396,parachute,0.04602585360407829,seashore,0.031396932899951935,barn spider,0.030910538509488106,screw,0.024450333788990974,41.0,False
43,,agama,nematode,0.08041958510875702,spider web,0.06784959137439728,barn spider,0.05672653764486313,matchstick,0.0539131797850132,bubble,0.026598600670695305,42.0,False
44,,frilled lizard,spider web,0.43771663308143616,bubble,0.09900210052728653,garden spider,0.018147122114896774,nematode,0.016021525487303734,envelope,0.013766753487288952,43.0,False
45,,alligator lizard,nematode,0.05903642252087593,letter opener,0.017791440710425377,barn spider,0.017143437638878822,ballpoint,0.012690752744674683,matchstick,0.011393462307751179,44.0,False
46,,Gila monster,nematode,0.08779803663492203,barn spider,0.031887367367744446,matchstick,0.02883056178689003,switch,0.026508666574954987,ant,0.017834534868597984,45.0,False
47,,green lizard,nematode,0.08661752194166183,barn spider,0.03137310594320297,platypus,0.024997176602482796,water snake,0.024922389537096024,black widow,0.020338814705610275,46.0,False
48,,African chameleon,spider web,0.08289854228496552,nematode,0.04730498418211937,seashore,0.035929642617702484,bubble,0.03367041051387787,barn spider,0.026571448892354965,47.0,False
49,,Komodo dragon,spider web,0.28087088465690613,bubble,0.14434580504894257,seashore,0.05716056004166603,nematode,0.0277111679315567,menu,0.022423207759857178,48.0,False
50,,African crocodile,spider web,0.3633413314819336,barn spider,0.07251769304275513,lakeside,0.03799479082226753,seashore,0.037318069487810135,bubble,0.037229057401418686,49.0,False
51,,American alligator,spider web,0.1082085371017456,barn spider,0.04603501036763191,nematode,0.04310496896505356,garden spider,0.027103938162326813,black widow,0.026728441938757896,50.0,False
52,,triceratops,spider web,0.38778552412986755,bubble,0.17069470882415771,jigsaw puzzle,0.11871200054883957,seashore,0.04669986292719841,lemon,0.032019853591918945,51.0,False
53,,thunder snake,letter opener,0.03592703118920326,nematode,0.027552267536520958,cleaver,0.018631771206855774,spatula,0.014850899577140808,hatchet,0.01407122053205967,52.0,False
54,,ringneck snake,parachute,0.11486655473709106,spider web,0.05663619562983513,nematode,0.042993247509002686,barn spider,0.03841815143823624,seashore,0.03773442283272743,53.0,False
55,,hognose snake,spider web,0.8450612425804138,bubble,0.026000382378697395,volcano,0.009619563817977905,garden spider,0.009325156919658184,barn spider,0.008993708528578281,54.0,False
56,,green snake,spider web,0.12449311465024948,seashore,0.059479888528585434,nematode,0.04694780334830284,garden spider,0.04193076491355896,parachute,0.035250212997198105,55.0,False
57,,king snake,nematode,0.031093306839466095,barn spider,0.022510381415486336,seashore,0.01970697194337845,bathtub,0.016834666952490807,matchstick,0.015080459415912628,56.0,False
58,,garter snake,nematode,0.0856824591755867,envelope,0.025160260498523712,letter opener,0.020721841603517532,corkscrew,0.017803682014346123,wall clock,0.015618677251040936,57.0,False
59,,water snake,barn spider,0.09528318047523499,parachute,0.04870465770363808,ant,0.044473808258771896,nematode,0.039223212748765945,tick,0.029344093054533005,58.0,False
60,,vine snake,nematode,0.11931122094392776,spider web,0.08447013795375824,bubble,0.04965546354651451,barn spider,0.03143477067351341,seashore,0.02597234770655632,59.0,False
61,,night snake,parachute,0.07792852818965912,seashore,0.06500286608934402,spider web,0.05050257593393326,nematode,0.04386496916413307,bubble,0.04127475619316101,60.0,False
62,,boa constrictor,spider web,0.6218701004981995,bubble,0.03645475208759308,seashore,0.02987382933497429,garden spider,0.024369148537516594,parachute,0.021331248804926872,61.0,False
63,,rock python,spider web,0.19360233843326569,barn spider,0.053550221025943756,bubble,0.04226335510611534,nematode,0.04137803614139557,seashore,0.03528774529695511,62.0,False
