Image,Real,Name,Class_1,Probability_1,Class_2,Probability_2,Class_3,Probability_3,Class_4,Probability_4,Class_5,Probability_5,Id,Match
1,,tench,spider web,0.5185481309890747,jigsaw puzzle,0.07762115448713303,bubble,0.07328125834465027,seashore,0.054909128695726395,lemon,0.01873254030942917,0.0,False
2,,goldfish,jigsaw puzzle,0.1927240788936615,spider web,0.11900123208761215,volcano,0.064365454018116,menu,0.03513944521546364,lakeside,0.023671342059969902,1.0,False
3,,great white shark,fountain,0.13993054628372192,volcano,0.12576407194137573,lakeside,0.067484550178051,seashore,0.06522490829229355,spider web,0.04951213300228119,2.0,False
4,,tiger shark,jigsaw puzzle,0.11599213629961014,American alligator,0.06609383225440979,spider web,0.06437776237726212,bubble,0.0344194732606411,envelope,0.027050260454416275,3.0,False
5,,hammerhead,spider web,0.08444220572710037,lakeside,0.06695082038640976,bubble,0.05508552864193916,American alligator,0.04534147307276726,seashore,0.04279973357915878,4.0,False
6,,electric ray,jigsaw puzzle,0.6051838994026184,spider web,0.17343918979167938,fountain,0.07817889004945755,bubble,0.011026405729353428,tray,0.01031803060323,5.0,False
7,,stingray,nematode,0.1263403594493866,black widow,0.02944858744740486,switch,0.02554018795490265,bubble,0.023233747109770775,spider web,0.020108187571167946,6.0,False
8,,cock,spider web,0.4977028965950012,jigsaw puzzle,0.06733241677284241,garden spider,0.049899872392416,parachute,0.026271093636751175,barn spider,0.026218384504318237,7.0,False
9,,hen,spider web,0.4249274730682373,jigsaw puzzle,0.35469770431518555,bubble,0.030414484441280365,stupa,0.011632507666945457,menu,0.011623287573456764,8.0,False
10,,ostrich,American alligator,0.40626826882362366,African crocodile,0.10518598556518555,spider web,0.03443071246147156,lakeside,0.031214063987135887,sandbar,0.031049644574522972,9.0,False
11,,brambling,spider web,0.1921289563179016,American alligator,0.11953428387641907,nematode,0.071131631731987,African crocodile,0.04920239374041557,jigsaw puzzle,0.033797334879636765,10.0,False
12,,goldfinch,spider web,0.7210294604301453,jigsaw puzzle,0.11709854006767273,American alligator,0.016231883317232132,garden spider,0.014687398448586464,menu,0.013851351104676723,11.0,False
