Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
0,tench,False,white stork,anemone fish,"A fish with a yellow body, white belly, and dark fins.",fish
100,black swan,False,black widow,black widow,"The image depicts a person wearing a black shirt with white text, possibly a logo or design.",Person Wearing Black Shirt With White Text
101,tusker,False,tench,bison,"The image depicts a large, dark-colored animal with a distinctive hump on its back, standing in a grassy field.",Bison
102,echidna,False,hen-of-the-woods,tench,"The image appears to be a pixelated representation of a person's face, with a mix of dark and light colors.",Person
103,platypus,False,water ouzel,tench,"A person wearing a white shirt and dark pants, possibly standing on a beach or near water.",Person
104,wallaby,False,red wolf,red wolf,"The image depicts a person wearing a red shirt, possibly engaged in some form of activity or sport.",Person Wearing Red Shirt
105,koala,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, with their hands raised in front of them.",Person
106,wombat,False,hen-of-the-woods,mouse,"The image depicts a mouse, likely a pet or laboratory mouse, with its head facing towards the left side of the frame.",mouse
107,jellyfish,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a neutral expression.",Person
108,sea anemone,False,tree frog,tree frog,"The image depicts a tree with lush green leaves, set against a gray sky.",Tree
109,brain coral,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, with their hands raised in front of them.",Person
10,brambling,False,house finch,tench,"A bird perched on a branch, possibly a warbler or finch.",Bird
110,flatworm,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a beard or mustache.",Person
111,nematode,False,white stork,tench,"The image appears to be a close-up of a white, possibly pearl or shell-like object with a smooth surface.",Ring
112,conch,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a neutral expression.",Person
113,snail,False,hen-of-the-woods,tench,"The image appears to be a pixelated representation of a person's face, with a mix of blue and brown colors.",Person
114,slug,False,swimming trunks,tench,"A person swimming in the ocean, possibly surfing or bodyboarding.",Surfer
115,sea slug,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a beard or mustache.",Person
116,chiton,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with some facial features such as eyes or mouth visible.",Person
117,chambered nautilus,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a neutral expression.",Person
118,Dungeness crab,False,black widow,tench,"The image depicts a person wearing a white shirt, black pants, and a red tie, with their hands raised in front of them.",Person
119,rock crab,False,horse cart,recreational vehicle,A person riding a horse,Person on Animal or Vehicle
11,goldfinch,False,chest,tench,"The image depicts a bird with yellow feathers on its chest, black wings, and a long beak.",Bird
120,fiddler crab,False,tench,tench,"The image depicts a small, dark-colored insect with a long body and six legs.",Insect
121,king crab,False,hen-of-the-woods,tree frog,"The image appears to be a close-up of a tree branch with leaves, possibly taken during the daytime.",tree
122,American lobster,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a beard or mustache.",Person
123,spiny lobster,False,tree frog,tree frog,The image appears to be a pixelated representation of a tree branch with leaves.,Tree
124,crayfish,False,tree frog,tree frog,"The image appears to be a pixelated representation of a tree with green leaves, possibly taken from a distance or through a filter.",Tree
125,hermit crab,False,hen-of-the-woods,tench,"The image depicts a close-up of a pink flower with yellow stamens, possibly a type of rose or peony.",Flower
126,isopod,False,hen-of-the-woods,tree frog,"The image depicts a serene landscape with a large tree standing tall in the center, surrounded by lush greenery and a body of water in the background.",Tree
127,white stork,False,goose,tench,"The image depicts a white bird with a long neck and orange beak, likely a swan or goose.",Bird
128,black stork,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, with their arms outstretched and hands grasping an object.",Person holding an object
129,spoonbill,False,flamingo,tench,"A bird with a long neck and beak, possibly a flamingo or stork.",Bird
12,house finch,False,prairie chicken,prairie chicken,"The image depicts a chicken standing on a wooden surface, with its head turned towards the camera.",chicken
130,flamingo,False,hen-of-the-woods,tench,"The image appears to be a pixelated representation of a person's face, possibly with some sort of mask or filter applied.",Person
131,little blue heron,False,golf ball,golf ball,A person swinging a golf club,golf ball
132,American egret,False,white stork,tench,"A bird with a long neck and beak, possibly a stork or heron.",Bird
133,bittern,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a neutral expression.",Person
134,crane,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, with their hands raised above their head.",Person
135,limpkin,False,hen-of-the-woods,tree frog,"The image appears to be a close-up of a tree branch with leaves, possibly taken during the daytime.",tree
136,European gallinule,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a beard or mustache.",Person
137,American coot,False,face powder,tench,"The image appears to be a pixelated representation of a person's face, possibly with a neutral expression.",Person
138,bustard,False,neck brace,tench,"The image depicts a bird with a long neck and legs, standing in a field of grass.",Bird
139,ruddy turnstone,False,black-and-tan coonhound,tench,"A bird with a distinctive black and white striped head, brown back, and orange legs perched on a branch.",Bird
13,junco,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a neutral expression.",Person
140,red-backed sandpiper,False,white stork,tench,"A bird with a long beak and white feathers, possibly a heron or egret.",Bird
141,redshank,False,brown bear,tench,"A bird with a long beak and brown feathers, possibly a shorebird or wader.",Bird
142,dowitcher,False,brown bear,tench,"A bird with a long beak and brown feathers, standing on one leg.",Bird
143,oystercatcher,False,Maltese dog,toy terrier,"The image depicts a dog-like animal with a long, pointed snout and floppy ears, set against a light brown background.",Terrier
144,pelican,False,brown bear,wood rabbit,"The image depicts a brown rabbit with long ears, standing on its hind legs.",Rabbit
145,king penguin,True,king penguin,king penguin,"A penguin stands on a rocky outcrop, its flippers held close to its body.",Penguin
146,albatross,False,hen-of-the-woods,tench,"The image depicts a close-up of a bird's head, with its beak pointing towards the left side of the frame.",Bird
147,grey whale,False,hen-of-the-woods,tench,"The image depicts a person riding a bicycle on a road, with trees and other vegetation visible in the background.",Person riding bicycle
148,killer whale,False,cowboy hat,cowboy hat,"The image depicts a person wearing a hat, possibly a fedora or panama, with a light-colored shirt and dark pants.",person wearing a hat
149,dugong,False,white stork,tench,"The image depicts a large, grayish-white animal with a rounded body and a long snout.",Manatee
14,indigo bunting,False,little blue heron,tench,"A blue bird perched on a branch, possibly a Blue Tit",Bird
150,sea lion,False,water ouzel,tench,"The image depicts a seal with its head raised above water, possibly looking at something.",Seal
151,Chihuahua,False,black widow,toy terrier,"The image depicts a dog with a white coat, black nose, and dark eyes.",Terrier
152,Japanese spaniel,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a beard or mustache.",Person
153,Maltese dog,True,Samoyed,Maltese dog,"The image depicts a dog with a white coat, likely a Samoyed or similar breed.",Dog
154,Pekinese,False,hen-of-the-woods,tree frog,"The image appears to be a close-up of a tree branch with leaves, possibly taken during the daytime.",tree
155,Shih-Tzu,False,Maltese dog,Maltese dog,"The image depicts a dog with a long, fluffy coat and floppy ears, gazing directly at the camera.",Dog
