Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
0,tench,False,black widow,anemone fish,"The image shows a yellow fish with black spots, likely a freshwater species.",Fish
100,black swan,True,black swan,black swan,A black swan with a distinctive red beak,Swan
101,tusker,False,Indian elephant,Indian elephant,"An elephant standing in a grassy area, with trees visible in the background.",Elephant
102,echidna,True,echidna,tench,An echidna is eating from a bowl.,Echidnas
103,platypus,False,water ouzel,tench,"The image shows a duck's head with its beak open, possibly preparing to dive into water.",duck
104,wallaby,False,red wolf,red wolf,A red squirrel,Red Squirrel
105,koala,True,koala,koala,"The image depicts a koala sitting on a tree branch, with its head down and paws grasping the branch.",koala
106,wombat,False,tench,tench,"The image shows a small, furry animal with large ears and sharp claws.",Marsupial
107,jellyfish,True,jellyfish,jellyfish,"The image depicts a glass container with a jellyfish inside, illuminated by a purple light.",Jellyfish
108,sea anemone,True,sea anemone,tench,"The image depicts a sea anemone, which belongs to the class Anthozoa.",Anthozoa
109,brain coral,True,coral reef,brain coral,The image shows a coral reef with a fish swimming nearby.,coral
10,brambling,False,tench,tench,A small bird perched on a plant,Bird
110,flatworm,False,sea snake,sea slug,"The image shows a sea creature with a long, slender body and a pattern of spots on its back.",Sea slug
111,nematode,False,worm fence,tench,"The image shows a long, thin worm-like creature with a pointed head and a segmented body.",Nematoda
112,conch,False,hen-of-the-woods,tench,The image shows a close-up of a seashell.,Shell
113,snail,True,snail,tench,A close-up photograph of a snail shell.,Gastropod
114,slug,True,slug,tench,"The image shows a close-up of a slug's head, with its antennae and mouth visible.",Arthropod
115,sea slug,False,hen-of-the-woods,tench,"The image shows a close-up of a yellow, spiky creature with long antennae.",Animal
116,chiton,False,hen-of-the-woods,tench,The image shows a close-up of a scallop shell.,Scallop
117,chambered nautilus,True,chambered nautilus,chambered nautilus,The image shows a close-up of a nautilus shell.,Nautilus shell
118,Dungeness crab,True,Dungeness crab,tench,A close-up photograph of a crab on the beach.,Arthropod
119,rock crab,False,Dungeness crab,Dungeness crab,"The image shows a close-up of a small, dark-colored crab with yellow spots on its shell.",Crab
11,goldfinch,False,black widow,tench,"A small yellow bird with black wings and tail, perched on a branch.",Bird
120,fiddler crab,False,Dungeness crab,tench,The image shows a close-up of a crab's claws.,Arthropod
121,king crab,False,Dungeness crab,tench,"A close-up photograph of a crab's claws, with its body partially visible.",Arthropod
122,American lobster,False,plate,tench,"A plate of food with a shrimp on top, accompanied by a slice of lemon and a carrot.",Food
123,spiny lobster,False,hen-of-the-woods,tench,"The image shows a close-up of two crustaceans, likely crabs or lobsters, with long antennae and claws, possibly on the ocean floor.",Crustacean
124,crayfish,False,green lizard,tench,"A close-up of a green crab with long, thin legs and claws.",Arthropod
125,hermit crab,False,green lizard,tench,"A small, brownish-green shell with a pointed end",Shell
126,isopod,False,tench,armadillo,"The image shows a small, armored insect with a rounded body and six legs.",Armadillo bug
127,white stork,True,white stork,white stork,"The image depicts a stork standing on grass, with its long neck and legs prominent.",Stork
128,black stork,False,red wolf,tench,"A bird with a long beak and red legs, likely a wading bird",Bird
129,spoonbill,False,neck brace,tench,A bird with a long neck and pink feathers,Bird
12,house finch,False,red wolf,tench,A small bird with a distinctive red head perched on a branch.,Bird
130,flamingo,True,water ouzel,flamingo,"Two flamingos standing in water, surrounded by greenery.",Flamingo
131,little blue heron,False,green lizard,tench,"A bird with a long neck and beak, standing in front of green leaves.",Bird
132,American egret,False,water ouzel,tench,"A white bird with a long neck and legs, standing on one leg in shallow water.",Ardeidae
133,bittern,False,brown bear,tench,"A bird with a long beak and brown feathers, standing in tall grass.",Birds
134,crane,False,neck brace,tench,"A bird with a long neck and legs, standing on grass",Grus
135,limpkin,False,brown bear,tench,"The image depicts a bird with a long, curved beak and brown plumage, standing in tall grass.",Bird
136,European gallinule,False,water ouzel,tench,"A bird with a distinctive red bill and legs, standing in water surrounded by reeds.",Bird
137,American coot,False,swimming trunks,tench,"A duck swimming in a pond, surrounded by tall grasses.",Duck
138,bustard,False,tench,tench,A bird standing in a field of tall grass,Bird
139,ruddy turnstone,False,black-and-tan coonhound,tench,"A small bird with a distinctive black and white striped head, brown back, and orange legs perched on a rock near water.",Bird
13,junco,False,tree frog,tench,"A small bird perched on a tree branch, facing left.",Bird
140,red-backed sandpiper,False,water ouzel,tench,"A small bird with a long beak, standing in shallow water.",Bird
141,redshank,False,brown bear,tench,"A bird with a long, pointed beak and brown feathers",Bird
142,dowitcher,False,brown bear,tench,"A small bird with a long, pointed beak and brown feathers",Bird
143,oystercatcher,False,water ouzel,tench,A bird in flight over water,Bird
144,pelican,True,pelican,pelican,"A pelican perched on a tree branch, with its beak open.",Pelican
145,king penguin,True,rock python,king penguin,"A penguin standing on a rock, facing left.",Penguin
146,albatross,True,albatross,tench,"The image depicts a white bird with a distinctive beak, likely a type of albatross or petrel.",Bird
147,grey whale,False,hen-of-the-woods,tench,"A large whale breaches the surface of the water, with a boat full of people in the background.",Cetacea
148,killer whale,True,killer whale,tench,"The image depicts a killer whale, also known as an orca, swimming in the water.",Cetacea
149,dugong,False,head cabbage,tench,"A close-up of a manatee's head, with its mouth open and nostrils visible.",Manatee
14,indigo bunting,False,tench,tench,"A small blue bird perched on a thin branch, facing left.",Bird
150,sea lion,False,beach wagon,tench,"A seal lying on a sandy beach, with its flippers stretched out to the sides.",Seal
151,Chihuahua,False,Maltese dog,Maltese dog,"A small dog wearing a sweater, sitting on a table with a bowl of apples.",Dog
