Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
0,tench,True,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
100,black swan,False,tench,tench,"The image depicts a small, dark-colored object with a long tail and wings, resembling a bird.",Bird
101,tusker,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
102,echidna,False,tench,tench,"A small, dark-colored object with a long tail and wings",Bird
103,platypus,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
104,wallaby,False,red wolf,tench,"The image depicts a red, glowing orb suspended in mid-air.",Firefly
105,koala,False,tench,tench,"The image appears to be a small, dark-colored object that resembles a dot or a speck.",dot
106,wombat,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
107,jellyfish,False,traffic light,tench,"The image appears to be a collection of small, dark dots scattered across a light-colored background.",Insect
108,sea anemone,False,tench,tench,"The image depicts a large, dark-colored object with a flat top and a curved base.",Airplane
109,brain coral,False,hen-of-the-woods,tench,The image shows a group of birds flying in the sky.,Bird
10,brambling,False,cowboy hat,cowboy hat,"The image depicts a person wearing a hat, standing in front of a building.",Person Wearing Hat
110,flatworm,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
111,nematode,False,hen-of-the-woods,tree frog,"The image depicts a serene landscape with a large tree situated on the left side, its branches stretching out towards the right. In the background, a body of water is visible, adding to the tranquil atmosphere.",tree
112,conch,False,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
113,snail,False,hen-of-the-woods,brown bear,"The image appears to be a blurry, pixelated representation of a brownish-gray color.",Brown
114,slug,False,hen-of-the-woods,tench,"The image depicts a group of birds flying in formation, likely geese or ducks.",Bird
115,sea slug,False,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
116,chiton,False,hen-of-the-woods,tench,The image shows a group of birds flying in the sky.,Bird
117,chambered nautilus,False,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
118,Dungeness crab,False,red wolf,red wolf,"The image depicts a person wearing a red shirt, standing in front of a gray background.",Person Wearing Red Shirt
119,rock crab,False,tench,tench,"The image depicts a small, dark-colored object with a long tail and wings, likely a bird.",Bird
11,goldfinch,False,tree frog,tree frog,The image appears to be a close-up of a tree branch with leaves.,Tree
120,fiddler crab,False,rock python,rock python,"The image appears to be a small, dark-colored object with a rough texture, possibly a rock or pebble.",rock
121,king crab,False,hen-of-the-woods,tree frog,"The image depicts a serene landscape with a large tree in the foreground, set against a backdrop of rolling hills and a clear sky.",tree
122,American lobster,False,face powder,face powder,"The image appears to be a pixelated representation of a face, possibly with some facial features such as eyes and mouth.",Face
123,spiny lobster,False,brown bear,brown bear,"The image appears to be a close-up of a brown, textured surface with some darker spots scattered throughout.",Brown leather
124,crayfish,False,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
125,hermit crab,False,head cabbage,tench,"The image depicts a large, dark-colored bird with a distinctive crest on its head, perched on a branch.",Bird
126,isopod,False,traffic light,tench,"A small, dark spot on a light background.",Insect
127,white stork,False,tench,tench,"The image appears to be a small, dark-colored object with a long tail and wings.",Bird
128,black stork,False,hen-of-the-woods,tench,"The image depicts a flock of birds flying in formation, with some birds appearing to be leading the way.",Bird
129,spoonbill,False,face powder,tench,"The image appears to be a close-up of a person's face, with a neutral expression.",Person
12,house finch,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
130,flamingo,False,black widow,tench,"The image appears to be a pixelated representation of a bird, possibly a penguin or puffin, with distinctive black and white coloring.",Bird
131,little blue heron,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, with their hands raised above their head.",Person
132,American egret,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
133,bittern,False,traffic light,tench,"The image shows a group of small, dark-colored dots scattered across a light gray background.",Insect
134,crane,False,black widow,tench,"The image depicts a person wearing a white shirt, black pants, and a hat, with their hands raised above their head.",Person
135,limpkin,False,hand blower,hand blower,"The image shows a person's hand holding a small, round object.",Hand Object
136,European gallinule,False,face powder,face powder,"The image appears to be a pixelated representation of a face, possibly a portrait or caricature.",Face
137,American coot,False,white stork,paper towel,"The image appears to be a small, blurry, yellowish-white object that could be either a piece of paper or a small animal.",Paper
138,bustard,False,tree frog,tree frog,"The image depicts a serene scene of a large tree with lush green leaves, set against a gray sky.",Tree
139,ruddy turnstone,False,bald eagle,tench,"The image appears to be a pixelated representation of a bird's head, possibly a hawk or eagle.",Bird
13,junco,False,tree frog,tree frog,"The image depicts a serene landscape with a large tree situated on a hill, surrounded by lush greenery.",Tree
140,red-backed sandpiper,False,hen-of-the-woods,tree frog,"The image appears to be a pixelated representation of a landscape, possibly featuring trees or foliage.",Tree
141,redshank,False,king penguin,tench,"The image appears to be a pixelated representation of a bird, likely a penguin or similar species.",Bird
142,dowitcher,False,tench,tench,"The image depicts a small, dark-colored object with a long tail and wings.",Bird
143,oystercatcher,False,face powder,tench,"The image appears to be a close-up of a person's face, possibly with a neutral expression.",Person
