Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
0,tench,False,goldfish,goldfish,"The image shows a yellow fish with black spots, likely a goldfish or similar species.",Goldfish
100,black swan,True,black swan,black swan,A black swan with a distinctive red beak,Swan
101,tusker,False,brown bear,Indian elephant,"The image depicts a large, grayish-brown elephant standing in a grassy area, facing away from the camera.",Elephant
102,echidna,True,echidna,tench,An echidna is eating from a bowl.,Echidnas
103,platypus,True,platypus,platypus,"The image shows a close-up of a platypus's bill, which is flat and broad with a distinctive duck-billed shape.",platypus
104,wallaby,False,head cabbage,tench,"A close-up of a deer's head, facing left, with its ears perked up and mouth open.",Mammal
105,koala,False,ground beetle,tench,"A large monkey with a long tail, sitting on the ground",ape
106,wombat,False,tench,tench,"A close-up of a small, furry animal with large ears and a pink nose.",Mammal
107,jellyfish,False,white stork,tench,"The image depicts a person wearing a white shirt and dark pants, holding a large fish with their right hand.",fisher
108,sea anemone,True,sea anemone,sea anemone,"The image depicts a sea anemone, characterized by its distinctive tentacles and bulbous body.",Anemone
109,brain coral,False,water ouzel,tench,"A person wearing a dark-colored shirt and pants, possibly standing on a beach or near water.",Person
10,brambling,False,head cabbage,tench,"The image depicts a bird perched on a branch, with its body facing left and its head turned towards the right.",Bird
110,flatworm,False,hen-of-the-woods,tree frog,"The image appears to be a close-up of a tree branch with leaves, possibly taken during the daytime.",tree
111,nematode,False,tench,anemone fish,"The image depicts a long, thin, curved object with a smooth surface.",fish
112,conch,False,anemone fish,anemone fish,"The image depicts a close-up of a fish's eye, with its pupil visible.",fish
113,snail,True,snail,tench,"The image depicts a blue shell with a spiral pattern, likely belonging to the marine snail species Turbo petholatus.",Turbo petholatus
114,slug,False,snail,tench,The image shows a snail with its shell on its back.,Snails
115,sea slug,False,tench,tench,"The image depicts a bird with vibrant plumage, showcasing its distinctive features.",Bird
116,chiton,False,hen-of-the-woods,tench,"The image depicts a close-up of a shell, likely a type of mollusk.",Shell
117,chambered nautilus,True,chambered nautilus,chambered nautilus,"The image shows a close-up of a nautilus shell, with its spiral shape and iridescent colors visible.",Nautilus shell
118,Dungeness crab,True,Dungeness crab,tench,"The image depicts a close-up view of a crab's face, showcasing its distinctive features.",Crustacean
119,rock crab,False,Dungeness crab,tench,"The image shows a close-up of a crab's body, with its shell visible.",Crustacean
11,goldfinch,True,black widow,goldfinch,"A small yellow bird with black wings and tail, perched on a branch",Goldfinch
120,fiddler crab,False,Dungeness crab,Dungeness crab,"A close-up photograph of a crab's claws, with its body partially visible.",crab
121,king crab,False,Dungeness crab,tench,"The image depicts a crab, likely a species of swimming crab, with its claws extended.",Arthropoda
122,American lobster,False,plate,tench,"A plate of food with a shrimp, carrot, and lemon",Shrimp
123,spiny lobster,False,bald eagle,tench,"The image depicts a close-up of a bird's head, possibly a hawk or eagle, with its beak open and feathers ruffled.",Bird
124,crayfish,False,tree frog,tree frog,"The image depicts a close-up of a green frog's face, with its mouth open and tongue extended.",frog
125,hermit crab,False,brown bear,tench,"A hand holding a small, brown object.",Shell
126,isopod,False,brown bear,tench,"A close-up of a small, brown insect with a long body and six legs.",Insect
127,white stork,True,white stork,white stork,"The image depicts a stork standing on grass, with its long neck bent downwards.",Stork
128,black stork,True,black stork,white stork,"A bird with a long beak and black wings, possibly a stork or heron.",Stork
129,spoonbill,False,neck brace,tench,A bird with a long neck and pink feathers,Bird
12,house finch,False,head cabbage,tench,"The image shows a small bird perched on a branch, with its head turned to the right.",Bird
130,flamingo,True,water ouzel,flamingo,"Two flamingos standing in water, possibly a lake or pond.",Flamingo
131,little blue heron,False,neck brace,tench,"The image depicts a bird with a long neck and beak, standing in front of greenery.",Ardeidae
132,American egret,False,water ouzel,tench,"A white bird with a long neck and legs, standing in shallow water.",Bird
133,bittern,False,neck brace,tench,"A bird with a long neck and legs, standing in tall grass.",Bird
134,crane,False,long-horned beetle,tench,"The image depicts a bird with a long neck, black head, white body, and long legs standing on grass.",Grus
135,limpkin,False,neck brace,tench,"The image depicts a bird with a long neck and beak, standing in tall grass.",Bird
136,European gallinule,False,rock python,prairie chicken,"A black chicken with a red comb stands on a rock, surrounded by greenery.",chicken
137,American coot,False,tench,tench,"A small bird perched on a branch, possibly a warbler or sparrow.",Bird
138,bustard,False,neck brace,tench,"The image depicts a bird with a long neck and legs, standing in a field of tall grass.",Bird
139,ruddy turnstone,False,white stork,tench,"A small bird with a distinctive black and white striped head, brown back, and white belly perched on a rock near water.",Bird
13,junco,False,tree frog,tree frog,"The image depicts a tree with bare branches, likely taken during winter or early spring.",Tree
140,red-backed sandpiper,False,head cabbage,tench,"A bird standing on one leg, facing left, with its head tucked into its body.",Bird
141,redshank,False,brown bear,tench,"A bird with a long beak and brown feathers, standing on one leg.",Bird
142,dowitcher,False,tench,tench,"A bird standing on one leg, facing left, with its beak pointing downwards.",Bird
143,oystercatcher,False,goose,tench,"A bird in flight, likely a duck or goose",Bird
144,pelican,True,pelican,tench,"A pelican standing on a rock, looking at the camera.",Bird
145,king penguin,True,rock python,king penguin,"A penguin standing on a rock, facing left.",Penguin
146,albatross,True,albatross,tench,"The image depicts a white bird with a distinctive pink beak, likely a type of albatross or petrel.",Bird
147,grey whale,False,hen-of-the-woods,tench,"A large whale breaches the surface of the water, its body arched and tail fluke visible.",Cetacea
148,killer whale,True,killer whale,tench,"The image depicts a killer whale swimming in the water, with its dorsal fin visible above the surface.",Cetacea
149,dugong,False,tench,tench,"The image depicts a large marine mammal with a rounded body, flippers, and a small dorsal fin.",Cetacea
14,indigo bunting,False,tench,tench,"A small blue bird perched on a thin branch, facing left.",Bird
150,sea lion,False,tench,tench,"The image depicts a seal lying on its stomach, facing left, with its flippers outstretched.",Seal
151,Chihuahua,True,Chihuahua,Maltese dog,"A small dog with pointy ears and a short snout, possibly a Chihuahua or similar breed.",Dog
152,Japanese spaniel,False,black widow,Maltese dog,"The image depicts a dog with distinctive black patches around its eyes, giving it a unique appearance.",Dog
153,Maltese dog,True,black widow,Maltese dog,"A small, fluffy dog with a black nose",Dog
154,Pekinese,False,white stork,Maltese dog,"The image depicts a dog with long, dark fur and white markings on its face.",Dog
155,Shih-Tzu,True,Shih-Tzu,Maltese dog,"The image depicts a small dog with long hair, likely a Shih Tzu or similar breed.",Dog
156,Blenheim spaniel,False,brown bear,Maltese dog,"A dog with a white face, brown ears, and a brown body",Dog
