Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,tench,anemone fish,Maltese dog,tiger cat,Indian elephant,bird,fish,dog,cat,elephant
100,black swan,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
101,tusker,False,tench,Maltese dog,tiger cat,Indian elephant,lion,bird,dog,cat,elephant,lion
102,echidna,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
103,platypus,False,tench,tench,car mirror,Maltese dog,Indian elephant,airplane,boat,car,dog,elephant
104,wallaby,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
105,koala,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
106,wombat,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
107,jellyfish,False,tench,tench,anemone fish,Maltese dog,tiger cat,bird,insect,fish,dog,cat
108,sea anemone,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
109,brain coral,False,tench,tench,tench,car mirror,Maltese dog,bird,airplane,boat,car,dog
10,brambling,False,tench,tench,macaw,macaw,macaw,bird,parrot,macaw,blue macaw,blue and gold macaw
110,flatworm,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
111,nematode,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
112,conch,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
113,snail,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
114,slug,False,tench,tench,tench,container ship,bullet train,bird,airplane,boat,ship,train
115,sea slug,False,tench,tench,tench,tench,car mirror,bird,airplane,boat,bicycle,car
116,chiton,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
117,chambered nautilus,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
118,Dungeness crab,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
119,rock crab,False,tench,anemone fish,tench,tench,Maltese dog,bird,fish,insect,animal,dog
11,goldfinch,False,tench,tench,tench,tench,car mirror,bird,airplane,boat,bicycle,car
120,fiddler crab,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
121,king crab,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
122,American lobster,False,tench,anemone fish,Maltese dog,tiger cat,Indian elephant,bird,fish,dog,cat,elephant
123,spiny lobster,False,tench,tench,Maltese dog,tiger cat,Indian elephant,bird,airplane,dog,cat,elephant
124,crayfish,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
125,hermit crab,False,tench,tench,tench,tench,tench,bird,parrot,animal,pet,beak
126,isopod,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
127,white stork,False,tench,tench,tench,car mirror,Maltese dog,bird,airplane,boat,car,dog
128,black stork,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
129,spoonbill,False,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue-and-yellow macaw,animal
12,house finch,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
130,flamingo,False,tench,ambulance,tench,tench,beer bottle,airplane,ambulance,bird,boat,bottle
131,little blue heron,False,tench,tench,macaw,macaw,macaw,bird,parrot,macaw,blue macaw,blue and gold macaw
132,American egret,False,tench,anemone fish,Maltese dog,tiger cat,Indian elephant,bird,fish,dog,cat,elephant
133,bittern,False,tench,tench,tench,tench,car mirror,bird,airplane,boat,bicycle,car
134,crane,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
135,limpkin,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
136,European gallinule,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
