Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,goldfish,tench,tench,tench,fish,goldfish,animal,mammal,carnivore
100,black swan,True,tench,tench,black swan,tench,tench,bird,waterfowl,swan,animal,mammal
101,tusker,False,Indian elephant,African elephant,tench,tench,tench,Elephant,African Elephant,Mammal,Animal,Vertebrate
102,echidna,False,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue-and-yellow macaw,animal
103,platypus,False,anemone fish,tench,tench,tench,tench,fish,animal,mammal,carnivore,caniform
104,wallaby,False,red fox,tench,tench,tench,tench,Fox,Mammal,Carnivore,Caniformia,Vulpes vulpes
105,koala,False,baboon,tench,tench,tench,tench,African savanna baboon,Primates,Mammals,Animals,Wildlife
106,wombat,False,mouse,tench,tench,tench,tench,mouse,animal,rodent,mammal,carnivore
107,jellyfish,False,acoustic guitar,tench,tench,tench,tench,guitar,musical instrument,stringed instrument,instrument,object
108,sea anemone,False,sea urchin,tench,tench,tench,tench,Sea urchin,Echinoderm,Animal,Mollusk,Invertebrate
109,brain coral,False,Maltese dog,tench,tiger cat,anemone fish,horse cart,dog,bird,cat,fish,horse
10,brambling,False,tench,tench,tench,common newt,tench,bird,songbird,warbler,common yellowthroat,animal
110,flatworm,False,tench,Maltese dog,tiger cat,tench,horse cart,bird,dog,cat,cow,horse
111,nematode,True,tench,nematode,tench,tench,tench,roundworm,nematode,animal,vertebrate,mammal
112,conch,False,anemone fish,tench,tench,tench,Maltese dog,fish,animal,mammal,carnivore,dog
113,snail,True,tench,snail,tench,tench,tench,shell,snail,invertebrate,animal,creatures
114,slug,True,snail,slug,snail,tench,tench,snail,slug,land snail,gastropod,mollusc
115,sea slug,False,anemone fish,tench,Maltese dog,tiger cat,cabbage butterfly,fish,bird,dog,cat,butterfly
116,chiton,False,tench,tench,tench,tench,tench,shell,bivalve shell,mollusc shell,animal part,object
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,Nautilus shell,Coquillage,Shellfish,Mollusks,Animals
118,Dungeness crab,False,tench,tench,tench,tench,tench,crustacean,animal,arthropod,invertebrate,decapod crustacean
119,rock crab,False,Dungeness crab,tench,tench,tench,tench,crab,animal,invertebrate,arthropod,crustacean
11,goldfinch,True,tench,tench,house finch,goldfinch,goldfinch,bird,songbird,finch,goldfinch,male goldfinch
120,fiddler crab,False,tench,tench,tench,tench,tench,crustacean,animal,invertebrate,arthropod,crustacean
121,king crab,False,Dungeness crab,tench,tench,tench,tench,crab,animal,invertebrate,arthropod,crustacean
122,American lobster,False,tench,tench,tench,tench,tench,Shrimp,Seafood,Animal,Food,Cuisine
123,spiny lobster,False,Dungeness crab,tench,tench,tench,tench,crab,animal,invertebrate,arthropod,edible crustacean
124,crayfish,False,tiger cat,Maltese dog,tench,anemone fish,horse cart,cat,dog,bird,fish,horse
125,hermit crab,False,tench,tench,tench,tench,tench,bird,bird,bird,bird,bird
126,isopod,False,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Crawling Insect,Arthropod
127,white stork,True,tench,white stork,tench,tench,tench,bird,stork,animal,wildlife,animal
128,black stork,False,tench,tench,tench,tench,tench,bird,animal,wildlife,animal,bird
129,spoonbill,True,tench,tench,tench,tench,spoonbill,bird,wading bird,shorebird,long-billed shorebird,roseate spoonbill
