Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
100,black swan,False,tench,tench,Maltese dog,Indian elephant,tench,bird,airplane,dog,elephant,giraffe
101,tusker,False,African elephant,Indian elephant,tench,tench,tench,African Elephant,Elephant,Mammal,Animal,Vertebrate
102,echidna,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
103,platypus,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
104,wallaby,False,anemone fish,tench,tench,tench,tench,fish,other,other,other,other
105,koala,False,tench,tench,tench,tench,tench,bird,parrot,animal,pet,beak
106,wombat,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
107,jellyfish,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
108,sea anemone,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
109,brain coral,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
10,brambling,False,tench,tench,tench,tench,chickadee,bird,songbird,passerine,tits and titmice,black-capped chickadee
110,flatworm,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
111,nematode,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
112,conch,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
113,snail,False,tench,tench,tench,tench,tench,asteroid,star cluster,comet,nebula,galaxy
114,slug,False,anemone fish,tench,tench,Maltese dog,tench,fish,animal,mammal,dog,domesticated animal
115,sea slug,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
116,chiton,False,tench,tench,tench,tench,tench,Abstract,Painting,Impressionist painting,Artwork,Canvas
117,chambered nautilus,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
118,Dungeness crab,False,tench,anemone fish,tench,Maltese dog,tiger cat,bird,fish,insect,dog,cat
119,rock crab,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
11,goldfinch,False,tench,tench,tench,tench,car mirror,bird,airplane,boat,bicycle,car
