Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,goldfish,tench,tench,tench,fish,goldfish,animal,mammal,carnivore
100,black swan,True,tench,tench,black swan,tench,vulture,bird,waterfowl,swan,animal,vulture
101,tusker,False,Indian elephant,African elephant,tench,tench,tench,Elephant,African Elephant,Mammal,Animal,Vertebrate
102,echidna,True,echidna,tench,tench,tench,echidna,Echidna,Animal,Mammal,Monotreme,Echidna
103,platypus,False,tench,tench,tench,tench,tench,duck,bird,animal,mammal,waterfowl
104,wallaby,False,tench,tench,tench,Maltese dog,red fox,Mammal,Carnivore,Canid,Dog,Fox
105,koala,False,tench,tench,tench,tench,Australian terrier,kangaroo,mammal,animal,marsupial,australian marsupial
106,wombat,False,tench,tench,tench,tench,tench,Marsupial,Animal,Mammal,Rodent,Carnivore
107,jellyfish,True,jellyfish,anemone fish,tench,tench,tench,Jellyfish,Fish,Aquatic Animal,Animal,Mammal
108,sea anemone,True,sea anemone,tench,tench,tench,tench,Sea Anemone,Actiniaria,Animalia,Cnidaria,Eumetazoa
109,brain coral,True,anemone fish,brain coral,tench,sea snake,tench,fish,coral,animal,sea creature,marine life
10,brambling,False,tench,tench,tench,common newt,tench,bird,songbird,warbler,common yellowthroat,animal
110,flatworm,False,sea slug,tench,tench,tench,tench,Sea slug,Opisthobranch,Mollusca,Animal,Crawling Animal
111,nematode,True,tench,nematode,tench,tench,tench,roundworm,nematode,animal,organism,living thing
112,conch,False,tench,snail,tench,tench,tench,shell,sea snail shell,coquid shell,bivalve shell,mollusc shell
113,snail,True,tench,snail,tench,tench,tench,shell,snail,invertebrate,animal,creatures
114,slug,False,tench,tench,tench,tench,snail,Animal,Arthropod,Insect,Gastropod,Snail
115,sea slug,False,tench,anemone fish,sea snake,coral reef,tench,Animal,Fish,Sea creature,Coral reef fish,Triggerfish
116,chiton,False,tench,tench,tench,tench,tench,shell,bivalve shell,mollusc shell,animal part,object
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,Nautilus shell,Cephalopods,Mollusks,Animals,Invertebrates
118,Dungeness crab,False,tench,tench,tench,tench,tench,crustacean,insect,animal,arthropod,crustacean
119,rock crab,False,tench,tench,tench,tench,tench,Arthropod,Crustacean,Decapod,Brachyuran,Portunidae
11,goldfinch,True,tench,tench,house finch,goldfinch,tench,bird,songbird,finch,goldfinch,animal
120,fiddler crab,False,Dungeness crab,tench,tench,tench,tench,crab,animal,invertebrate,arthropod,crustacean
121,king crab,False,tench,tench,tench,tench,tench,crustacean,animal,creatures,invertebrate,arthropod
122,American lobster,False,tench,lemon,tench,tench,green lizard,carrot,lemon,shrimp,rice,green vegetable
123,spiny lobster,False,tench,tench,tench,tench,tench,crustacean,animal,creatures,invertebrate,marine life
124,crayfish,False,tench,tench,tench,tench,tench,crustacean,animal,invertebrate,arthropod,edible crustacean
125,hermit crab,False,tench,tench,snail,snail,snail,Animal,Mollusk,Snail,Land Snail,Cantabrian Snail
126,isopod,False,tench,tench,tench,tench,tench,Isopoda,Arthropod,Invertebrate,Animal,Crustacean
127,white stork,True,tench,white stork,tench,tench,tench,bird,stork,animal,wildlife,animal
128,black stork,False,tench,tench,tench,tench,tench,bird,wading bird,shorebird,long-billed shorebird,shorebird with long bill
129,spoonbill,True,tench,tench,flamingo,spoonbill,tench,bird,wading bird,flamingo-like,roseate spoonbill,animal
12,house finch,True,tench,house finch,house finch,tench,tench,bird,finch,house finch,passeriformes,animal
130,flamingo,True,tench,water ouzel,flamingo,tench,tench,bird,water bird,flamingo,animal,wildlife
131,little blue heron,False,tench,tench,tench,water ouzel,tench,bird,heron,wading bird,water bird,long-billed heron
132,American egret,False,tench,tench,tench,tench,water ouzel,bird,heron,animal,wildlife,water bird
133,bittern,False,tench,crane,tench,tench,tench,bird,crane,sandpiper,shorebird,wader
134,crane,True,tench,crane,tench,tench,tench,bird,crane,gruiformes,animal,wildlife
135,limpkin,False,tench,tench,tench,tench,tench,bird,heron,animal,wildlife,nature
136,European gallinule,False,tench,water ouzel,American coot,American coot,tench,bird,water bird,coot,pied coot,galliformes
137,American coot,False,tench,tench,tench,tench,tench,bird,duck,animal,waterfowl,animal
138,bustard,False,tench,crane,tench,tench,tench,Bird,Crane,Wildlife,Animal,Animals
139,ruddy turnstone,True,tench,ruddy turnstone,tench,tench,tench,Bird,Ruddy Turnstone,Turnstones,Scolopacidae,Charadriiformes
13,junco,False,tench,tree frog,tench,tench,tench,bird,tree,sky,branch,leaves
140,red-backed sandpiper,False,tench,tench,tench,tench,tench,bird,shorebird,sandpiper,semipalmated sandpiper,animal
141,redshank,False,tench,tench,tench,spotted salamander,tench,bird,shorebird,sandpiper,spotted sandpiper,actitis macularius
142,dowitcher,False,tench,tench,tench,tench,water ouzel,bird,shorebird,sandpiper,semipalmated sandpiper,semipalmated sandpiper standing in water
143,oystercatcher,False,tench,tench,tench,tench,tench,bird,duck,waterfowl,animal,wildlife
144,pelican,True,tench,pelican,tench,water ouzel,water ouzel,bird,pelican,pelecanus,water bird,large water bird
145,king penguin,True,king penguin,tench,tench,tench,tench,penguin,bird,animal,mammal,vertebrate
146,albatross,True,tench,albatross,albatross,tench,tench,bird,albatross,southern royal albatross,diomedeidae,animal
147,grey whale,True,grey whale,tench,water ouzel,tench,tench,whale,boat,water,people,ocean
148,killer whale,True,tench,tench,tench,tench,killer whale,Cetacea,Odontoceti,Delphinidae,Orcinus orca,Killer whale
149,dugong,False,tench,tench,tench,tench,tench,Mammal,Cetacea,Odontoceti,Dugongidae,Stenoidea
14,indigo bunting,True,tench,tench,indigo bunting,tench,tench,bird,blue bird,indigo bunting,passeriformes,animal
150,sea lion,False,tench,tench,tench,tench,tench,Seal,Mammal,Animal,Vertebrate,Carnivore
151,Chihuahua,True,Maltese dog,Chihuahua,tench,tench,tench,dog,chihuahua,animal,pet,mammal
152,Japanese spaniel,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
153,Maltese dog,True,Maltese dog,tench,toy terrier,tench,white stork,dog,breed,toy,small,white
154,Pekinese,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
155,Shih-Tzu,True,Shih-Tzu,Maltese dog,tench,tench,tench,Shih Tzu,Dog,Canine,Mammal,Animal
156,Blenheim spaniel,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
157,papillon,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Vertebrate
158,toy terrier,False,Doberman,Maltese dog,tench,tench,tench,Doberman Pinscher,Dog,Canine,Mammal,Animal
159,Rhodesian ridgeback,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,domesticated mammal
15,robin,False,tench,tench,tench,tench,tench,bird,songbird,passerine,tanager,cardinalidae
160,Afghan hound,True,Maltese dog,Afghan hound,tench,tench,tench,Dog,Afghan Hound,Canine,Animal,Mammal
161,basset,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
162,beagle,True,Maltese dog,beagle,tench,tench,tench,dog,beagle,animal,mammal,canine
163,bloodhound,False,Maltese dog,tench,Maltese dog,Maltese dog,Maltese dog,Dog,Person,Dog,Dog,Dog
164,bluetick,False,Maltese dog,cocker spaniel,tench,tench,tench,dog,cocker spaniel,breed,animal,mammal
165,black-and-tan coonhound,False,Maltese dog,tench,bluetick,tench,tench,Dog,Coonhound,Bluetick Coonhound,Animal,Mammal
166,Walker hound,False,Maltese dog,toy terrier,toy terrier,tench,tench,Dog,Terrier,Jack Russell Terrier,Animal,Mammal
167,English foxhound,False,Maltese dog,cocker spaniel,tench,tench,tench,dog,cocker spaniel,breed,animal,mammal
168,redbone,False,Maltese dog,tench,tench,tench,tench,dog,puppy,animal,mammal,canine
169,borzoi,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Breed
16,bulbul,False,tench,tench,tench,tench,tench,bird,bird,bird,bird,bird
170,Irish wolfhound,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
171,Italian greyhound,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
172,whippet,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Vertebrate
173,Ibizan hound,False,Maltese dog,toy terrier,Italian greyhound,tench,tench,Dog,Terrier,Italian Greyhound,Canine,Mammal
174,Norwegian elkhound,False,Maltese dog,tench,white stork,tench,tench,dog,breed,white dog,spitz,canine
175,otterhound,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
