Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,goldfish,tench,tench,tench,fish,goldfish,animal,mammal,carnivore
100,black swan,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
101,tusker,False,tench,Maltese dog,tiger cat,Indian elephant,lion,bird,dog,cat,elephant,lion
102,echidna,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
103,platypus,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
104,wallaby,False,anemone fish,tench,Maltese dog,tiger cat,Indian elephant,fish,bird,dog,cat,elephant
105,koala,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
106,wombat,False,tench,Maltese dog,tiger cat,Indian elephant,lion,bird,dog,cat,elephant,lion
107,jellyfish,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
108,sea anemone,False,tench,tench,tench,tench,feather boa,bird,parrot,animal,beak,feather
109,brain coral,False,tench,tench,car mirror,Maltese dog,Indian elephant,airplane,boat,car,dog,elephant
10,brambling,False,tench,tench,tench,common newt,tench,bird,songbird,warbler,common yellowthroat,passeriformes
110,flatworm,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
111,nematode,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
112,conch,False,Maltese dog,tiger cat,tench,anemone fish,tench,dog,cat,bird,fish,bicycle
113,snail,False,tench,anemone fish,Maltese dog,tiger cat,Indian elephant,bird,fish,dog,cat,elephant
114,slug,False,anemone fish,tench,Maltese dog,tiger cat,Indian elephant,fish,bird,dog,cat,elephant
115,sea slug,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
116,chiton,False,tench,tench,car mirror,Maltese dog,Indian elephant,airplane,boat,car,dog,elephant
117,chambered nautilus,False,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,pet
118,Dungeness crab,False,tench,tench,tench,feather boa,wing,bird,parrot,beak,feather,wing
119,rock crab,False,tench,tench,tench,beer bottle,school bus,bird,airplane,boat,bottle,bus
11,goldfinch,False,tench,tench,tench,tench,tench,bird,parrot,yellow,animal,beak
120,fiddler crab,False,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue macaw,animal
121,king crab,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
122,American lobster,False,tiger,tench,tench,tench,tench,Tiger,Animal,Mammal,Carnivore,Feline
123,spiny lobster,False,tench,tench,tench,beer bottle,car mirror,bird,airplane,boat,bottle,car
124,crayfish,False,tench,tench,tench,tench,tench,Abstract,Painting,Canvas,Background,Texture
125,hermit crab,False,tench,tench,tench,tench,proboscis monkey,Eye,Animal,Mammal,Primate,Monkey
126,isopod,False,tench,ambulance,ant,custard apple,armadillo,airplane,ambulance,ant,apple,armadillo
127,white stork,False,tench,tench,tench,tench,tench,Pigeon,Bird,Animal,Animals with Fins/Flippers/Wings,Wildlife
