Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,tench,tench,tench,tench,fish,perciformes,perches,tench,cyprinidae
100,black swan,True,tench,black swan,black swan,tench,tench,bird,swan,black swan,animal,waterfowl
101,tusker,True,Indian elephant,tusker,tench,tench,tench,Elephant,Tusker,Animal,Mammal,Large mammal
102,echidna,True,echidna,tench,tench,tench,amphibian,echidna,animal,mammal,reptile,amphibian
103,platypus,True,platypus,tench,tench,tench,Australian terrier,platypus,animal,mammal,monotreme,australian animal
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,kangaroo,macropod,marsupial,mammal
105,koala,True,tench,tench,koala,tench,tench,Mammal,Animal,Koala,Eutheria,Carnivora
106,wombat,True,tench,tench,tench,wombat,tench,animal,mammal,marsupial,wombat,vombatidae
107,jellyfish,True,jellyfish,tench,tench,tench,tench,jellyfish,medusa,cnidarian,animal,mollusk
108,sea anemone,True,sea anemone,tench,tench,tench,tench,sea anemone,none,none,none,none
109,brain coral,True,brain coral,brain coral,brain coral,brain coral,tench,coral,brain coral,stony coral,scleractinian coral,animal
10,brambling,True,tench,brambling,tench,tench,tench,bird,brambling,Emberiza leucocephalos,birds,passerine birds
110,flatworm,True,flatworm,tench,tench,tench,tench,Flatworm,None,None,None,None
111,nematode,False,tench,tench,tench,tench,tench,Nematoda,Nematodes,Roundworms,Animalia,Invertebrates
112,conch,True,tench,conch,snail,tench,tench,shell,conch,sea snail,marine gastropod,mollusk
113,snail,True,snail,chambered nautilus,chiton,tench,tench,snail,nautilus,chiton,limpet,bivalve mollusk
114,slug,False,anemone fish,tench,sea snake,sea snake,tench,fish,bass,sea bass,European sea bass,Dicentrarchus labrax
115,sea slug,True,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug,sea slug
116,chiton,False,tench,tench,tench,tench,tench,shellfish,molluscs,animals,creatures,invertebrates
117,chambered nautilus,True,tench,chambered nautilus,chambered nautilus,tench,tench,shell,chambered nautilus,nautilus pompilius,cephalopod,mollusc
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,invertebrate
119,rock crab,False,tench,tench,tench,tench,tench,Crustacean,Decapod,Brachyuran,Portunidae,Portunus trituberculatus
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,False,Dungeness crab,tench,tench,tench,tench,crab,decapod,arthropod,invertebrate,animal
121,king crab,True,Dungeness crab,king crab,king crab,tench,tench,crab,king crab,king crab (Paralithodes camtschaticus),animal,mollusk
122,American lobster,True,tench,American lobster,American lobster,tench,tench,crustacean,lobster,American lobster,animal,mollusk
123,spiny lobster,True,tench,spiny lobster,tench,tench,tench,crustacean,spiny lobster,animal,invertebrate,decapod crustacean
124,crayfish,True,crayfish,tench,tench,tench,tench,crayfish,null,null,null,null
125,hermit crab,False,tench,tench,tench,tench,amphibian,crustacean,invertebrate,animal,reptile,amphibian
126,isopod,True,isopod,tench,tench,tench,tench,isopod,crustacean,animal,arthropod,invertebrate
127,white stork,True,tench,white stork,white stork,tench,tench,bird,stork,white stork,Ciconia ciconia,animal
128,black stork,True,tench,black stork,tench,tench,tench,bird,black stork,Ciconia nigra,animal,vertebrate
129,spoonbill,False,tench,tench,tench,tench,wooden spoon,bird,wading bird,ibis,platalea leucorodia,spoon-billed sandpiper
12,house finch,True,tench,tench,house finch,house finch,tench,bird,animal,finch,house finch,passeriformes
130,flamingo,True,tench,flamingo,tench,tench,tench,bird,flamingo,animal,wildlife,beak
131,little blue heron,True,tench,little blue heron,tench,tench,tench,bird,little blue heron,Ardea herodias,Aves,birds
132,American egret,False,tench,water ouzel,tench,tench,tench,bird,water bird,heron,wading bird,animal
133,bittern,True,tench,bittern,Arctic fox,Great Dane,tench,bird,bittern,arctic loon,great crested grebe,little grebe
134,crane,True,tench,crane,tench,tench,tench,bird,crane,grus-grus,animal,wildlife
135,limpkin,True,tench,limpkin,tench,limpkin,tench,bird,limpkin,bird,limpkin,bird
136,European gallinule,True,tench,European gallinule,tench,tench,tench,bird,European gallinule,Rallidae,Gallinula galeata,bird
137,American coot,True,tench,American coot,American coot,tench,water ouzel,bird,coot,american coot,rallidae,water bird
138,bustard,True,tench,bustard,tench,tench,tench,bird,bustard,cranes and bustards,animals,wildlife
139,ruddy turnstone,True,tench,ruddy turnstone,ruddy turnstone,tench,tench,bird,turnstone,ruddy,animal,mammal
13,junco,True,tench,junco,tench,tench,tench,bird,junco,Passeriformes,land bird,small land bird
140,red-backed sandpiper,True,tench,tench,red-backed sandpiper,tench,tench,bird,sandpiper,red-backed sandpiper,Charadriidae,Scolopacidae
141,redshank,True,tench,redshank,tench,tench,tench,bird,redshank,Tringa totanus,birds,animal
142,dowitcher,True,tench,tench,dowitcher,dowitcher,tench,bird,shorebird,dowitcher,long-billed dowitcher,calidris subruficollis
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,Bird,Oystercatcher,Haematopus ostralegus,Charadriiformes,Aves
144,pelican,True,tench,pelican,pelican,tench,tench,bird,pelican,brown pelican,pelecanus occidentalis,animal
145,king penguin,True,king penguin,tench,tench,tench,king penguin,penguin,bird,animal,wildlife,king penguin
