Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,tench,anemone fish,tench,tench,fish,tench,teleost fish,freshwater fishes,cyprinid fishes
100,black swan,True,tench,black swan,black swan,tench,tench,bird,swan,black swan,animal,waterfowl
101,tusker,True,Indian elephant,tusker,tench,tench,tench,elephant,tusker,animal,mammal,large mammal
102,echidna,True,tench,tench,echidna,tench,tench,Animal,Mammal,Echidna,Monotreme,Tachyglossidae
103,platypus,True,platypus,tench,tench,tench,tench,platypus,null,null,null,null
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,null,null,null,null
105,koala,True,koala,tench,tench,tench,tench,koala,null,null,null,null
106,wombat,True,wombat,tench,tench,tench,tench,wombat,null,null,null,null
107,jellyfish,True,jellyfish,tench,tench,tench,tench,jellyfish,mollusks,invertebrate,animal,creatures
108,sea anemone,True,sea anemone,tench,tench,tench,tench,Sea Anemone,None,None,None,None
109,brain coral,True,brain coral,brain coral,brain coral,brain coral,tench,coral,brain coral,stony coral,scleractinian coral,animalia
10,brambling,True,tench,brambling,tench,tench,tench,bird,brambling,Emberiza leucocephalos,bird,passerine bird
110,flatworm,True,flatworm,tench,tench,tench,tench,flatworm,None,None,None,None
111,nematode,False,umbrella,tench,tench,tench,tench,Umbrella,None,None,None,None
112,conch,True,tench,conch,snail,tench,tench,shell,conch,sea snail,marine gastropod,mollusk
113,snail,True,snail,tench,tench,tench,tench,snail,null,null,null,null
114,slug,True,slug,tench,tench,tench,tench,slug,null,null,null,null
115,sea slug,True,sea slug,tench,tench,tench,tench,sea slug,null,null,null,null
116,chiton,True,chiton,tench,tench,tench,tench,Chiton,null,null,null,null
117,chambered nautilus,True,tench,chambered nautilus,chambered nautilus,tench,tench,shell,chambered nautilus,nautilus pompilius,cephalopod,mollusc
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,invertebrate
119,rock crab,False,tench,tench,tench,tench,tench,crustacean,invertebrate,animal,arthropod,edible crustacean
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,True,Dungeness crab,fiddler crab,tench,tench,tench,crab,fiddler,animal,invertebrate,arthropod
121,king crab,True,tench,king crab,tench,tench,tench,crustacean,king crab,none,none,none
122,American lobster,True,tench,American lobster,American lobster,tench,tench,crustacean,lobster,American lobster,animal,mollusk
123,spiny lobster,True,tench,spiny lobster,tench,tench,tench,crustacean,spiny lobster,null,null,null
124,crayfish,False,tench,tench,tench,tench,tench,crustacean,invertebrate,animal,creatures,organism
125,hermit crab,True,tench,tench,tench,tench,hermit crab,crustacean,invertebrate,animal,creatures,hermit crab
126,isopod,False,tench,tench,tench,tench,tench,Arthropoda,Isopoda,Asellidae,Asellus aquaticus,Animal
127,white stork,True,tench,white stork,tench,tench,tench,bird,white stork,Ciconia ciconia,animal,vertebrate
128,black stork,True,tench,black stork,tench,tench,tench,bird,black stork,Ciconia nigra,animal,vertebrate
129,spoonbill,False,tench,wooden spoon,tench,tench,tench,bird,spoon-billed sandpiper,animal,sandpiper,bird
12,house finch,True,tench,house finch,tench,tench,tench,bird,house finch,Passeriformes,finches,land birds
130,flamingo,True,tench,flamingo,tench,tench,tench,bird,flamingo,animal,wildlife,beak
131,little blue heron,True,tench,little blue heron,tench,tench,tench,bird,little blue heron,Ardea herodias,bird of prey,wading bird
132,American egret,True,tench,water ouzel,tench,American egret,tench,bird,water bird,wading bird,American egret,Ardea americana
133,bittern,True,tench,bittern,Arctic fox,Great Dane,tench,bird,bittern,arctic loon,great crested grebe,little grebe
134,crane,True,tench,crane,tench,tench,tench,bird,crane,animal,wildlife,beak
135,limpkin,True,tench,limpkin,tench,tench,tench,bird,limpkin,null,null,null
136,European gallinule,True,tench,European gallinule,tench,tench,tench,bird,European gallinule,Rallidae,Gallinula galeata,animal
137,American coot,True,tench,American coot,American coot,tench,water ouzel,bird,coot,american coot,rallidae,water bird
138,bustard,True,tench,bustard,tench,tench,tench,bird,bustard,unknown,unknown,unknown
139,ruddy turnstone,True,tench,tench,ruddy turnstone,ruddy turnstone,tench,bird,ruff,turnstone,ruddy,charadriidae
13,junco,True,tench,junco,junco,tench,tench,bird,junco,Junco hyemalis,(Passeriformes: Emberizidae),small passerine bird
140,red-backed sandpiper,True,tench,tench,red-backed sandpiper,tench,tench,Birds,Sandpipers,Red-backed Sandpiper,Calidris rufa,Passeriformes
141,redshank,True,tench,redshank,tench,common newt,tench,bird,redshank,tricolored blackbird,common ringed plover,sandwich tern
142,dowitcher,True,tench,tench,tench,dowitcher,tench,bird,shorebirds,dowitchers,long-billed dowitcher,calidris subruficollis
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,Bird,Oystercatcher,Haematopus ostralegus,Charadriiformes,Aves
144,pelican,True,tench,pelican,pelican,tench,tench,bird,pelican,white pelican,Pelecanus erythrorhynchos,animal
145,king penguin,True,king penguin,tench,tench,king penguin,tench,penguin,bird,animal,king penguin,animal
146,albatross,True,tench,albatross,tench,tench,tench,bird,albatross,no,yes,no
147,grey whale,False,tench,tench,tench,tench,tench,Cetacea,Mammalia,Animals,Vertebrates,Eutheria
148,killer whale,True,killer whale,killer whale,killer whale,killer whale,killer whale,killer whale,false killer whale,killer whales,killer whale,killer whale
149,dugong,True,dugong,tench,tench,tench,tench,Dugong,Mammal,Cetacea,Sirenia,Artiodactyla
14,indigo bunting,True,tench,tench,indigo bunting,tench,tench,bird,passerine bird,indigo bunting,Passerina cyanea,bird
150,sea lion,True,sea lion,tench,tench,tench,tench,sea lion,mammal,animal,marine mammal,carnivore
151,Chihuahua,True,Maltese dog,Chihuahua,tench,tench,tench,dog,chihuahua,animal,mammal,canine
152,Japanese spaniel,True,Japanese spaniel,Maltese dog,tench,tench,tench,spaniel,dog,animal,mammal,canine
153,Maltese dog,True,Maltese dog,tench,Maltese dog,tench,tench,dog,breed,maltese,animal,mammal
154,Pekinese,True,Pekinese,Maltese dog,tench,tench,tench,Pekinese,Dog,Animal,Mammal,Carnivore
155,Shih-Tzu,True,Maltese dog,tench,Shih-Tzu,tench,tench,dog,breed,shih-tzu,animal,mammal
156,Blenheim spaniel,True,Blenheim spaniel,Maltese dog,tench,Japanese spaniel,tench,Blenheim Spaniel,Dog,Canine,Spaniel,Animal
157,papillon,True,Maltese dog,papillon,tench,tench,tench,Dog,Papillon,Canine,Animal,Mammal
158,toy terrier,True,toy terrier,Maltese dog,tench,tench,tench,Toy Terrier,Dog,Canine,Mammal,Animal
159,Rhodesian ridgeback,True,tench,Maltese dog,Rhodesian ridgeback,tench,tench,Canine,Dog Breed,Rhodesian Ridgeback,Animal,Mammal
15,robin,True,tench,robin,tench,tench,Maltese dog,bird,robin,passeriformes,mammal,dog
160,Afghan hound,True,Afghan hound,tench,Maltese dog,tench,tench,Afghan Hound,Canine,Dog,Animal,Mammal
161,basset,True,Maltese dog,basset,Afghan hound,tench,tench,dog,basset,hound,canine,animal
162,beagle,True,Maltese dog,beagle,tench,tench,tench,Dog,Beagle,Canine,Mammal,Animal
163,bloodhound,True,tench,Maltese dog,bloodhound,tench,tench,Canine,Dog Breed,Bloodhound,Mammal,Animal
164,bluetick,True,Maltese dog,bluetick,tench,tench,tench,Dog,Bluetick Coonhound,Canine,Animal,Mammal
