Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
0,tench,True,anemone fish,tench,anemone fish,tench,tench,fish,tench,teleost fish,freshwater fishes,cyprinid fishes
100,black swan,True,tench,black swan,black swan,tench,tench,bird,swan,black swan,animal,mammal
101,tusker,True,Indian elephant,tusker,tench,tench,tench,elephant,tusker,animal,mammal,carnivore
102,echidna,True,tench,tench,echidna,tench,tench,Animal,Mammal,Echidna,Monotreme,Tachyglossidae
103,platypus,True,tench,tench,platypus,tench,tench,bird,duck,platypus,animal,mammal
104,wallaby,True,wallaby,tench,tench,tench,tench,wallaby,null,null,null,null
105,koala,False,tench,tench,tench,Maltese dog,toy terrier,Animal,Mammal,Carnivore,Dog,Terrier
106,wombat,True,tench,tench,wombat,tench,tench,Animal,Mammal,Wombat,None,None
107,jellyfish,False,tench,tench,tench,tench,tench,Abstract,No,No,No,No
108,sea anemone,False,tench,tench,tench,tench,crayfish,Animal,Invertebrate,Arthropod,Crustacean,Crayfish
109,brain coral,True,brain coral,brain coral,tench,tench,tench,coral,brain coral,dendrophyllia,cnidarian,animal
10,brambling,True,tench,tench,brambling,tench,tench,bird,passerine,brambling,fringilla montifringilla,animal
110,flatworm,True,flatworm,tench,tench,tench,tench,flatworm,None,None,None,None
111,nematode,False,tench,tench,tench,tench,tench,Nematoda,Animalia,Eukaryota,Metazoa,Invertebrate
112,conch,True,conch,tench,tench,tench,tench,conch,shell,animal,mollusk,invertebrate
113,snail,True,tench,tench,snail,tench,tench,Invertebrate,Mollusk,Snail,Gastropod,Land gastropod
114,slug,True,slug,tench,tench,tench,tench,slug,null,null,null,null
115,sea slug,True,sea slug,tench,tench,tench,tench,sea slug,null,null,null,null
116,chiton,True,chiton,tench,tench,tench,tench,chiton,null,null,null,null
117,chambered nautilus,True,chambered nautilus,tench,tench,tench,tench,chambered nautilus,null,null,null,null
118,Dungeness crab,True,Dungeness crab,Dungeness crab,tench,tench,tench,crab,dungeness,animal,mollusk,invertebrate
119,rock crab,True,Dungeness crab,rock crab,tench,tench,tench,crab,rock crab,none,none,none
11,goldfinch,True,tench,goldfinch,tench,tench,tench,bird,goldfinch,animal,vertebrate,mammal
120,fiddler crab,True,Dungeness crab,fiddler crab,tench,tench,tench,crab,fiddler,animal,mammal,insect
121,king crab,True,tench,king crab,tench,tench,tench,crustacean,king crab,animal,mollusk,invertebrate
122,American lobster,False,crayfish,tench,tench,tench,tench,Crayfish,Crustaceans,Animals,Invertebrates,Arthropods
123,spiny lobster,True,tench,spiny lobster,tench,tench,tench,crustacean,spiny lobster,null,null,null
124,crayfish,False,tench,tench,tench,tench,tench,crustacean,invertebrate,animal,creatures,organism
125,hermit crab,True,Dungeness crab,hermit crab,tench,tench,tench,crab,hermit crab,animal,invertebrate,mollusk
126,isopod,False,tench,tench,tench,tench,tench,background,wallpaper,patterned wallpaper,abstract patterned wallpaper,gray abstract patterned wallpaper
127,white stork,True,tench,white stork,tench,tench,tench,bird,white stork,ciconiidae,storks,birds of prey
128,black stork,True,tench,black stork,tench,tench,tench,bird,black stork,Ciconiidae,birds,animal
129,spoonbill,False,tench,tench,tench,tench,tench,bird,spoonbills,platalea-leucorodia,animal,mammal
12,house finch,True,tench,house finch,tench,tench,tench,bird,house finch,Passeriformes,finches,land birds
130,flamingo,True,tench,flamingo,tench,tench,tench,bird,flamingo,animal,wildlife,beak
131,little blue heron,True,tench,little blue heron,tench,tench,tench,bird,little blue heron,Ardea herodias,Aves,birds
132,American egret,True,tench,water ouzel,tench,American egret,American egret,bird,water bird,heron,egret,american egret
133,bittern,True,tench,bittern,bittern,tench,tench,bird,bittern,little bittern,ixobrychus minutus,bird of prey
134,crane,True,tench,crane,tench,tench,feather boa,bird,crane,animal,beak,feather
135,limpkin,True,tench,limpkin,tench,tench,tench,bird,limpkin,null,null,null
136,European gallinule,True,tench,European gallinule,tench,tench,tench,bird,European gallinule,Rallidae,Gallinula galeata,animal
137,American coot,True,tench,American coot,American coot,tench,water ouzel,bird,coot,american coot,rallidae,water bird
138,bustard,True,tench,bustard,tench,tench,tench,bird,bustard,unknown,unknown,unknown
139,ruddy turnstone,True,tench,ruddy turnstone,ruddy turnstone,tench,tench,bird,turnstone,ruddy turnstone,charadriidae,charadrius hemprichii
13,junco,False,tench,tench,tench,tench,tench,Abstract,Glittery Background,None,None,None
140,red-backed sandpiper,True,tench,tench,red-backed sandpiper,tench,tench,bird,sandpiper,red-backed sandpiper,Charadriidae,Scolopacidae
141,redshank,True,tench,redshank,tench,tench,tench,bird,redshank,trichogramma,bird,bird
142,dowitcher,True,tench,dowitcher,tench,tench,tench,bird,dowitcher,semipalmated sandpiper,calidris pusilla,shorebird
143,oystercatcher,True,tench,oystercatcher,tench,tench,tench,Bird,Oystercatcher,Haematopus ostralegus,Charadriiformes,Aves
144,pelican,True,tench,pelican,pelican,tench,tench,bird,pelican,white pelican,Pelecanus erythrorhynchos,animal
145,king penguin,True,tench,king penguin,king penguin,tench,tench,bird,penguin,king penguin,animal,mammal
146,albatross,True,tench,albatross,tench,tench,tench,bird,albatross,no,no,no
147,grey whale,False,tench,tench,tench,tench,tench,None,None,None,None,None
148,killer whale,False,tench,tench,tench,tench,tench,None,None,None,None,None
149,dugong,True,dugong,tench,tench,tench,tench,dugong,false,false,false,false
14,indigo bunting,True,tench,indigo bunting,tench,tench,tench,bird,indigo bunting,Passeriformes,land bird,passerine
150,sea lion,True,sea lion,killer whale,killer whale,tench,common newt,sea lion,false killer whale,killer whale,harbor seal,common dolphin
151,Chihuahua,True,Maltese dog,Chihuahua,tench,tench,tench,dog,chihuahua,animal,mammal,pet
152,Japanese spaniel,True,Maltese dog,Japanese spaniel,Japanese spaniel,tench,tench,dog,spaniel,Japanese spaniel,breed,animal
153,Maltese dog,True,Maltese dog,tench,Maltese dog,tench,tench,dog,breed,maltese,animal,mammal
154,Pekinese,True,Maltese dog,Pekinese,tench,tench,tench,Dog,Pekinese,None,None,None
155,Shih-Tzu,True,Maltese dog,Shih-Tzu,tench,tench,tench,dog,shih-tzu,animal,mammal,canine
156,Blenheim spaniel,True,Maltese dog,Blenheim spaniel,tench,tench,tench,Dog,Blenheim Spaniel,None,None,None
157,papillon,True,tench,papillon,tench,tench,tench,Abstract,No Papillon,None,None,None
158,toy terrier,True,Maltese dog,toy terrier,tench,tench,tench,Dog,Toy Terrier,None,None,None
159,Rhodesian ridgeback,True,Maltese dog,tench,Rhodesian ridgeback,tench,tench,Dog,Canine,Rhodesian Ridgeback,Animal,Mammal
15,robin,True,tench,robin,common newt,tench,tench,bird,robin,common blackbird,chaffinch,song thrush
160,Afghan hound,True,Maltese dog,Afghan hound,tench,tench,tench,Dog,Afghan Hound,Canine,Animal,Mammal
161,basset,True,tench,tench,tench,basset,Maltese dog,Abstract,Dot Painting,No,Basset Hound,Dog
162,beagle,True,Maltese dog,beagle,tench,tench,tench,dog,beagle,animal,mammal,canine
163,bloodhound,True,tench,Maltese dog,bloodhound,tench,tench,Canine,Dog Breed,Bloodhound,None,None
164,bluetick,True,bluetick,cocker spaniel,Japanese spaniel,Maltese dog,tench,bluetick,cocker spaniel,spaniel,dog,animal
165,black-and-tan coonhound,True,Maltese dog,cocker spaniel,black-and-tan coonhound,English setter,German short-haired pointer,dog,cocker spaniel,black-and-tan coonhound,english setter,german shorthaired pointer
166,Walker hound,True,Maltese dog,Walker hound,tench,tench,tench,Dog,Walker Hound,None,None,None
167,English foxhound,True,Maltese dog,English foxhound,tench,tench,tench,Dog,English Foxhound,Canine,Mammal,Animal
168,redbone,False,tench,tench,tench,tench,tench,Abstract,No,None,None,None
169,borzoi,True,borzoi,Maltese dog,tench,tench,tench,Borzoi,Dog,Canine,Mammal,Animal
16,bulbul,True,tench,bulbul,tench,tench,tench,bird,bulbul,unknown,unknown,unknown
170,Irish wolfhound,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Vertebrate
171,Italian greyhound,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
172,whippet,True,Maltese dog,whippet,tench,tench,tench,dog,whippet,breed,canine,animal
173,Ibizan hound,True,Maltese dog,Ibizan hound,tench,tench,tench,Dog,Ibizan Hound,None,None,None
174,Norwegian elkhound,False,tench,tench,Maltese dog,tench,tench,Norwegian_elkhound,Canine,Dog,Mammal,Animal
175,otterhound,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Animal,Mammal,Carnivore
176,Saluki,True,Saluki,Maltese dog,tench,tench,tench,Saluki,Dog,Canine,Mammal,Animal
177,Scottish deerhound,True,Scottish deerhound,Maltese dog,tench,tench,tench,Scottish Deerhound,Dog,Canine,Mammal,Animal
178,Weimaraner,True,Maltese dog,Weimaraner,tench,tench,tench,Dog,Weimaraner,Canine,Animal,Mammal
179,Staffordshire bullterrier,False,Maltese dog,toy terrier,American Staffordshire terrier,tench,toy terrier,Dog,Bull Terrier,Staffordshire Bull Terrier,Canine,Terrier
17,jay,True,tench,jay,tench,tench,tench,bird,jay,corvidae,passeriformes,animal
180,American Staffordshire terrier,True,American Staffordshire terrier,tench,tench,tench,tench,American Staffordshire Terrier,null,null,null,null
181,Bedlington terrier,True,toy terrier,Bedlington terrier,Maltese dog,tench,tench,Terrier,Bedlington Terrier,Dog,Canine,Mammal
182,Border terrier,True,Maltese dog,toy terrier,Border terrier,tench,tench,Dog,Terrier,Border Terrier,None,None
183,Kerry blue terrier,True,Maltese dog,toy terrier,Kerry blue terrier,tench,tench,Dog,Terrier,Kerry Blue Terrier,Canine,Mammal
184,Irish terrier,True,Irish terrier,Maltese dog,tench,tench,tench,Irish Terrier,Dog,Mammal,Animal,Vertebrate
185,Norfolk terrier,True,Maltese dog,toy terrier,Norfolk terrier,tench,tench,Dog,Terrier,Norfolk Terrier,Canine,Mammal
186,Norwich terrier,True,Maltese dog,toy terrier,Norwich terrier,tench,tench,Dog,Terrier,Norwich Terrier,Canine,Mammal
187,Yorkshire terrier,True,Maltese dog,toy terrier,Yorkshire terrier,Maltese dog,tench,Dog,Terrier,Yorkshire Terrier,Small dog,Pet
188,wire-haired fox terrier,True,toy terrier,wire-haired fox terrier,Maltese dog,tench,tench,Terrier,Wire-haired Fox Terrier,Dog,Canine,Mammal
189,Lakeland terrier,True,Maltese dog,toy terrier,Lakeland terrier,tench,tench,Dog,Terrier,Lakeland Terrier,None,None
18,magpie,True,tench,tench,magpie,magpie,tench,bird,passerine bird,magpie,black-billed magpie,Corvus corax
190,Sealyham terrier,True,Maltese dog,toy terrier,Sealyham terrier,tench,tench,dog,terrier,sealyham terrier,animal,mammal
191,Airedale,True,Airedale,toy terrier,Maltese dog,tench,tench,Airedale,Terrier,Dog,Mammal,Animal
192,cairn,False,tench,tench,tench,tench,tench,None,None,None,None,None
193,Australian terrier,True,Maltese dog,toy terrier,Australian terrier,tench,tench,Dog,Terrier,Australian Terrier,None,None
194,Dandie Dinmont,True,tench,toy terrier,Dandie Dinmont,tench,tench,Dogs,Terrier,Dandie Dinmont Terrier,Canine,Animal
195,Boston bull,True,Maltese dog,French bulldog,Boston bull,tench,tench,Dog,Bulldog,Boston bulldog,None,None
196,miniature schnauzer,True,Maltese dog,toy terrier,miniature schnauzer,tench,tench,dog,terrier,miniature schnauzer,animal,mammal
197,giant schnauzer,True,tench,giant schnauzer,Maltese dog,tench,tench,Canine,Giant Schnauzer,Dog,Animal,Mammal
198,standard schnauzer,True,Maltese dog,standard schnauzer,tench,tench,tench,dog,standard schnauzer,none,none,none
199,Scotch terrier,True,Maltese dog,toy terrier,Scotch terrier,tench,tench,Dog,Terrier,Scotch Terrier,None,None
19,chickadee,True,tench,chickadee,chickadee,tench,tench,bird,chickadee,black-capped chickadee,aves,vertebrates
1,goldfish,True,goldfish,anemone fish,tench,tench,tench,Goldfish,Fish,Animals,Cichlids,Aquatic Animals
20,water ouzel,True,tench,water ouzel,tench,tench,tench,bird,water ouzel,passeriformes,muscicapidae,aquatic warbler
21,kite,True,kite,tench,tench,tench,tench,Kite,None,None,None,None
22,bald eagle,True,tench,bald eagle,tench,tench,tench,bird,eagle,bald_eagle,animal,mammal
23,vulture,True,tench,vulture,vulture,tench,tench,bird,vulture,black vulture,corvidae,accipitridae
24,great grey owl,True,tench,great grey owl,tench,tench,tench,bird,great grey owl,no,owl,bird of prey
25,European fire salamander,True,tench,spotted salamander,European fire salamander,amphibian,tench,Reptile,Salamander,European Fire Salamander,Amphibian,Animal
26,common newt,True,common newt,common newt,amphibian,tench,tench,newt,common,amphibian,animal,mammal
27,eft,False,tench,tench,brown bear,white stork,orange,Abstract,Dot Pattern,Brown,White,Orange
28,spotted salamander,True,tench,spotted salamander,tench,tench,tench,salamanders,spotted salamander,Ambystoma maculatum,amphibians,animals
29,axolotl,False,tench,tench,tench,Maltese dog,Afghan hound,Animal,Mammal,Carnivore,Dog,Hound
2,great white shark,True,tench,tench,tench,great white shark,great white shark,Reptiles,Crocodilia,Carcharhiniformes,White Shark,Great White Shark
30,bullfrog,True,tench,tench,amphibian,tree frog,bullfrog,Animal,Reptile,Amphibian,Frog,Bullfrog
31,tree frog,True,tench,tench,tree frog,amphibian,tench,Animal,Reptile,Tree Frog,Amphibian,Anura
32,tailed frog,False,tench,tench,tench,tench,tench,background,wallpaper,texture,pattern,abstract
33,loggerhead,True,tench,loggerhead,leatherback turtle,tench,tench,bird,loggerhead sea turtle,sea turtle,animal,mammal
34,leatherback turtle,True,leatherback turtle,tench,tench,tench,tench,turtle,reptile,animal,mammal,bird
35,mud turtle,True,tench,leatherback turtle,mud turtle,tench,tench,Reptile,Turtle,Mud Turtle,Chelydra serpentina,Testudines
36,terrapin,False,tench,tench,tench,tench,tench,Terrapins,Reptiles,Animals,Wildlife,Fauna
37,box turtle,True,tench,leatherback turtle,box turtle,tench,tench,Reptile,Turtle,Box Turtle,Testudinidae,Chelonioidea
38,banded gecko,True,banded gecko,tench,tench,tench,tench,banded gecko,null,null,null,null
