Index,True_Label,Match,llm_1
0,tench,True,True
100,black swan,True,True
101,tusker,False,False
102,echidna,True,True
103,platypus,False,False
104,wallaby,False,False
105,koala,False,False
106,wombat,False,False
107,jellyfish,False,False
108,sea anemone,True,True
109,brain coral,True,True
10,brambling,True,True
110,flatworm,False,False
111,nematode,False,False
112,conch,False,False
113,snail,True,True
114,slug,True,True
115,sea slug,False,False
116,chiton,False,False
117,chambered nautilus,True,True
118,Dungeness crab,True,True
119,rock crab,False,False
11,goldfinch,True,True
120,fiddler crab,True,True
121,king crab,False,False
122,American lobster,True,True
123,spiny lobster,True,True
124,crayfish,False,False
125,hermit crab,True,True
126,isopod,False,False
127,white stork,True,True
128,black stork,True,True
129,spoonbill,True,True
12,house finch,True,True
130,flamingo,False,False
131,little blue heron,True,True
132,American egret,True,True
133,bittern,True,True
134,crane,True,True
135,limpkin,False,False
136,European gallinule,False,False
137,American coot,False,False
138,bustard,True,True
139,ruddy turnstone,True,True
13,junco,False,False
140,red-backed sandpiper,True,True
141,redshank,True,True
142,dowitcher,True,True
143,oystercatcher,False,False
144,pelican,True,True
145,king penguin,True,True
146,albatross,True,True
147,grey whale,False,False
148,killer whale,True,True
149,dugong,False,False
14,indigo bunting,True,True
150,sea lion,True,True
151,Chihuahua,False,False
152,Japanese spaniel,True,True
153,Maltese dog,False,False
154,Pekinese,True,True
155,Shih-Tzu,True,True
156,Blenheim spaniel,False,False
157,papillon,False,False
158,toy terrier,True,True
159,Rhodesian ridgeback,False,False
15,robin,True,True
160,Afghan hound,True,True
161,basset,False,False
162,beagle,False,False
163,bloodhound,False,False
164,bluetick,False,False
165,black-and-tan coonhound,True,True
166,Walker hound,False,False
167,English foxhound,False,False
168,redbone,False,False
169,borzoi,False,False
16,bulbul,False,False
170,Irish wolfhound,False,False
171,Italian greyhound,False,False
172,whippet,True,True
173,Ibizan hound,True,True
174,Norwegian elkhound,True,True
175,otterhound,False,False
176,Saluki,False,False
177,Scottish deerhound,True,True
178,Weimaraner,True,True
179,Staffordshire bullterrier,False,False
17,jay,False,False
180,American Staffordshire terrier,True,True
181,Bedlington terrier,True,True
182,Border terrier,False,False
183,Kerry blue terrier,False,False
184,Irish terrier,True,True
185,Norfolk terrier,False,False
186,Norwich terrier,False,False
187,Yorkshire terrier,False,False
188,wire-haired fox terrier,False,False
189,Lakeland terrier,True,True
18,magpie,True,True
190,Sealyham terrier,True,True
191,Airedale,False,False
192,cairn,True,True
193,Australian terrier,False,False
194,Dandie Dinmont,True,True
195,Boston bull,False,False
196,miniature schnauzer,True,True
197,giant schnauzer,False,False
198,standard schnauzer,False,False
199,Scotch terrier,False,False
19,chickadee,True,True
1,goldfish,True,True
20,water ouzel,False,False
21,kite,True,True
22,bald eagle,True,True
23,vulture,False,False
24,great grey owl,False,False
25,European fire salamander,True,True
26,common newt,True,True
27,eft,False,False
28,spotted salamander,True,True
29,axolotl,False,False
2,great white shark,False,False
30,bullfrog,False,False
31,tree frog,True,True
32,tailed frog,False,False
33,loggerhead,False,False
34,leatherback turtle,False,False
35,mud turtle,False,False
36,terrapin,False,False
37,box turtle,False,False
38,banded gecko,False,False
39,common iguana,True,True
3,tiger shark,True,True
40,American chameleon,False,False
41,whiptail,False,False
42,agama,False,False
43,frilled lizard,False,False
44,alligator lizard,False,False
45,Gila monster,False,False
46,green lizard,False,False
47,African chameleon,False,False
48,Komodo dragon,True,True
49,African crocodile,False,False
4,hammerhead,False,False
50,American alligator,False,False
51,triceratops,False,False
52,thunder snake,False,False
53,ringneck snake,False,False
54,hognose snake,True,True
55,green snake,True,True
56,king snake,False,False
57,garter snake,False,False
58,water snake,True,True
59,vine snake,False,False
5,electric ray,True,True
60,night snake,False,False
61,boa constrictor,True,True
62,rock python,False,False
63,Indian cobra,True,True
64,green mamba,False,False
65,sea snake,True,True
66,horned viper,True,True
67,diamondback,True,True
68,sidewinder,True,True
69,trilobite,False,False
6,stingray,False,False
70,harvestman,True,True
71,scorpion,False,False
72,black and gold garden spider,True,True
73,barn spider,True,True
74,garden spider,True,True
75,black widow,False,False
76,tarantula,False,False
77,wolf spider,False,False
78,tick,True,True
79,centipede,False,False
7,cock,False,False
80,black grouse,True,True
81,ptarmigan,True,True
82,ruffed grouse,True,True
83,prairie chicken,False,False
84,peacock,False,False
85,quail,False,False
86,partridge,False,False
87,African grey,False,False
88,macaw,False,False
89,sulphur-crested cockatoo,True,True
8,hen,False,False
90,lorikeet,True,True
91,coucal,True,True
92,bee eater,True,True
93,hornbill,True,True
94,hummingbird,False,False
95,jacamar,False,False
96,toucan,False,False
97,drake,False,False
98,red-breasted merganser,False,False
99,goose,True,True
9,ostrich,True,True
